,jp_title,en_title,char_name,fav,img
0,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Tanjirou Kamado (竈門 炭治郎),"Member Favorites: 24,664",https://cdn.myanimelist.net/images/characters/6/386735.jpg
1,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Zenitsu Agatsuma (我妻 善逸),"Member Favorites: 16,543",https://cdn.myanimelist.net/images/characters/10/459689.jpg
2,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Inosuke Hashibira (嘴平 伊之助),"Member Favorites: 15,079",https://cdn.myanimelist.net/images/characters/3/329560.jpg
3,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Nezuko Kamado (竈門 禰豆子),"Member Favorites: 14,416",https://cdn.myanimelist.net/images/characters/2/378254.jpg
4,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Kyoujurou Rengoku (煉獄 杏寿郎),"Member Favorites: 14,172",https://cdn.myanimelist.net/images/characters/10/423443.jpg
5,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Shinobu Kochou (胡蝶 しのぶ),"Member Favorites: 12,095",https://cdn.myanimelist.net/images/characters/3/386591.jpg
6,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Giyuu Tomioka (冨岡 義勇),"Member Favorites: 11,745",https://cdn.myanimelist.net/images/characters/3/423445.jpg
7,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Tengen Uzui (宇髄 天元),"Member Favorites: 5,664",https://cdn.myanimelist.net/images/characters/16/387706.jpg
8,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Mitsuri Kanroji (甘露寺 蜜璃),"Member Favorites: 4,174",https://cdn.myanimelist.net/images/characters/11/514229.jpg
9,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Muichirou Tokitou (時透 無一郎),"Member Favorites: 3,717",https://cdn.myanimelist.net/images/characters/5/464903.jpg
