,Unnamed: 0,jp_title,en_title,char_name,fav,img
0,0,Shingeki no Kyojin: The Final Season,Attack on Titan: Final Season,Zeke  (ジーク),"Member Favorites: 2,910",https://cdn.myanimelist.net/images/characters/13/489878.jpg
1,1,Horimiya,,Sakura Kouno (河野 桜),Member Favorites: 353,https://cdn.myanimelist.net/images/characters/6/424146.jpg
2,2,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,Aisha Greyrat (アイシャ・グレイラット),Member Favorites: 204,https://cdn.myanimelist.net/images/characters/16/274691.jpg
3,3,Dr. Stone: Stone Wars,,Ukyou Saionji (西園寺 羽京),Member Favorites: 385,https://cdn.myanimelist.net/images/characters/13/413288.jpg
4,4,Tensei shitara Slime Datta Ken 2nd Season,That Time I Got Reincarnated as a Slime Season 2,Gobta  (ゴブタ),Member Favorites: 505,https://cdn.myanimelist.net/images/characters/12/381715.jpg
5,5,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,Roswaal L. Mathers (ロズワール・Ｌ・メイザース),Member Favorites: 519,https://cdn.myanimelist.net/images/characters/6/512960.jpg
6,6,Yakusoku no Neverland 2nd Season,The Promised Neverland Season 2,Anna  (アンナ),Member Favorites: 61,https://cdn.myanimelist.net/images/characters/4/360050.jpg
7,7,Wonder Egg Priority,,Acca  (アカ),Member Favorites: 21,https://cdn.myanimelist.net/images/characters/12/431556.jpg
8,8,5-toubun no Hanayome ∬,The Quintessential Quintuplets 2,Revival's Manager  (店長),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/12/472104.jpg
9,9,SK∞,SK8 the Infinity,Nanako Hasegawa (馳河 菜々子),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/434398.jpg
10,10,"Kumo desu ga, Nani ka?","So I'm a Spider, So What?",Potimas Harrifenas (ポティマス・ハァイフェナス),Member Favorites: 15,https://cdn.myanimelist.net/images/characters/9/347459.jpg
11,11,Beastars 2nd Season,,Collot  (コロ),Member Favorites: 20,https://cdn.myanimelist.net/images/characters/2/402401.jpg
12,12,Nanatsu no Taizai: Funnu no Shinpan,The Seven Deadly Sins: Dragon's Judgement,Zeldris  (ゼルドリス),Member Favorites: 288,https://cdn.myanimelist.net/images/characters/7/400299.jpg
13,13,Jaku-Chara Tomozaki-kun,Bottom-Tier Character Tomozaki,Takei  (竹井),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/11/533906.jpg
14,14,Ore dake Haireru Kakushi Dungeon,The Hidden Dungeon Only I Can Enter,Leila Overlock (レイラ・オバーロック),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/11/490959.jpg
15,15,Kemono Jihen,,Yoko Inari (飯生 妖子),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/3/478515.jpg
16,16,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,Suppose a Kid from the Last Dungeon Boonies Moved to a Starter Town?,Eug  ,Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/476744.jpg
17,17,Hataraku Saibou!!,Cells at Work!!,NK Saibou  (NK細胞),Member Favorites: 31,https://cdn.myanimelist.net/images/characters/12/362907.jpg
18,18,Log Horizon: Entaku Houkai,Log Horizon: Destruction of the Round Table,Serara  (セララ),Member Favorites: 63,https://cdn.myanimelist.net/images/characters/6/292926.jpg
19,19,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Akari Inuyama (犬山 あかり),Member Favorites: 27,https://cdn.myanimelist.net/images/characters/15/543899.jpg
20,20,Hataraku Saibou Black,Cells at Work! CODE BLACK!,Hakkekkyuu 8787  (白血球 8787),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/424236.jpg
21,21,World Trigger 2nd Season,,Kei Tachikawa (太刀川 慶),Member Favorites: 39,https://cdn.myanimelist.net/images/characters/14/284873.jpg
22,22,Non Non Biyori Nonstop,,Shiori  (しおり),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/5/424017.jpg
23,23,Urasekai Picnic,Otherside Picnic,Abarato  (肋戸),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/14/474097.jpg
24,24,Bungou Stray Dogs Wan!,Bungo Stray Dogs Wan!,Edgar Allan Poe (エドガー・アラン・ポオ),Member Favorites: 522,https://cdn.myanimelist.net/images/characters/14/317491.jpg
25,25,2.43: Seiin Koukou Danshi Volley-bu,2.43: Seiin High School Boys Volleyball Team,Ryuudai Jinno (神野 龍大),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/7/427985.jpg
26,26,Kai Byoui Ramune,Dr. Ramune -Mysterious Disease Specialist-,Koto's Mother  (琴の母親),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/457352.jpg
27,27,Ex-Arm,,Souma  (蒼真),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/430224.jpg
28,28,Tenchi Souzou Design-bu,Heaven's Design Team, Kimura (木村),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/16/435759.jpg
29,29,Hortensia Saga,,Roy Bashro (ロイ・バッシュロ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/3/433855.jpg
30,30,Idoly Pride,,Saki Shiraishi (白石 沙季),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/13/423232.jpg
31,31,Uma Musume: Pretty Derby Season 2,,Daiwa Scarlet  (ダイワスカーレット),Member Favorites: 39,https://cdn.myanimelist.net/images/characters/7/574416.jpg
32,32,Azur Lane: Bisoku Zenshin!,Azur Lane: Slow Ahead!,Nagato  (長門),Member Favorites: 42,https://cdn.myanimelist.net/images/characters/16/478758.jpg
33,33,Wave!! Surfing Yappe!! (TV),WAVE!! -Let's go surfing!!-,Hayamichi Goyou (五洋 早道),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/557331.jpg
34,34,Skate-Leading☆Stars,Skate-Leading Stars,Tomoyuki Kubota (窪田 智之),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/11/403298.jpg
35,35,Back Arrow,,Tom  (トム),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/14/428123.jpg
36,36,Project Scard: Praeter no Kizu,Scar on the Praeter,Hraesvelgr  (先代フレスヴェルグ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/3/418264.jpg
37,37,Majutsushi Orphen Hagure Tabi: Kimluck-hen,Sorcerous Stabber Orphen: Battle of Kimluck,Anastasia  (アナスタシア),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/2/574798.jpg
38,38,Maiko-san Chi no Makanai-san,Kiyo in Kyoto: From the Maiko House,Momoko  (百子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/469962.jpg
39,39,I★Chu: Halfway Through the Idol,,Issei Todoroki (轟 一誠),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/12/422647.jpg
40,40,Yami Shibai 8,Theatre of Darkness: Yamishibai 8,Storyteller  (紙芝居屋),Member Favorites: 72,https://cdn.myanimelist.net/images/characters/4/259167.jpg
41,41,Soukou Musume Senki,LBX Girls,Otacross  (オタクロス),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/172799.jpg
42,42,Gekidol: Actidol Project,Gekidol,Makoto Higuchi (樋口 真琴),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/11/424394.jpg
43,43,Yatogame-chan Kansatsu Nikki Sansatsume,,Shiharu Itemae (一天前 紫春),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/492998.jpg
44,44,Tropical-Rouge! Precure,Tropical-Rouge! Pretty Cure,Yuriko Shiratori (白鳥百 合子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/10/438290.jpg
45,45,Show by Rock!! Stars!!,,Shu☆Zo  (シュウ☆ゾー),Member Favorites: 47,https://cdn.myanimelist.net/images/characters/10/282684.jpg
46,46,World Witches Hasshin Shimasu!,World Witches Take Off!,Perrine H. Clostermann (ぺリーヌ・クロステルマン),Member Favorites: 117,https://cdn.myanimelist.net/images/characters/16/51298.jpg
47,47,WIXOSS Diva(A)Live,,Azami Yuki (結城 阿左美),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/424810.jpg
48,48,D4DJ Petit Mix,,Noa Fukushima (福島 ノア),Member Favorites: 38,https://cdn.myanimelist.net/images/characters/15/406909.jpg
49,49,Shin Chuuka Ichiban! 2nd Season,,He  (ホウ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/6/427608.jpg
50,50,Idolls!,,Aina  (あいな),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/419843.jpg
51,51,Aikatsu Planet!,,Itsuki Segawa (瀬川 樹),Member Favorites: 0,
52,52,Abciee Shuugyou Nikki,ABCiee Working Diary,Kawauso-chan  (カワウソちゃん),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/429702.jpg
53,53,Okashi na Sabaku no Suna to Manu,,Suna  (スナ),Member Favorites: 0,
54,54,Kindan Joshi,,Hanako  (花子を),Member Favorites: 0,
55,55,Akachan Honbuchou,Baby in Charge, Nishiura (西浦),Member Favorites: 0,
56,56,Kintamani Dog,,,,
57,57,Zannen na Ikimono Jiten (2021),Encyclopedia of Pitiful Creatures (2021),,,
58,58,Ooya-san to Boku 3rd Season,,,,
59,59,Jujutsu Kaisen,,Suguru Getou (夏油 傑),"Member Favorites: 5,597",https://cdn.myanimelist.net/images/characters/4/524519.jpg
60,60,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,180",https://cdn.myanimelist.net/images/characters/15/307148.jpg
61,61,Black Clover,,Zora Ideale (ゾラ・イデアーレ),"Member Favorites: 1,180",https://cdn.myanimelist.net/images/characters/6/476198.jpg
62,62,Boruto: Naruto Next Generations,,Gaara  (我愛羅),"Member Favorites: 13,088",https://cdn.myanimelist.net/images/characters/10/293375.jpg
63,63,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
64,64,Higurashi no Naku Koro ni Gou,Higurashi: When They Cry – Gou,Satoshi Houjou (北条 悟史),Member Favorites: 109,https://cdn.myanimelist.net/images/characters/3/33920.jpg
65,65,Hanyou no Yashahime: Sengoku Otogizoushi,Yashahime: Princess Half-Demon,Kouga  (鋼牙),Member Favorites: 432,https://cdn.myanimelist.net/images/characters/6/93494.jpg
66,66,Kingdom 3rd Season,Kingdom: Season 3,Tian Meng (蒙恬),Member Favorites: 174,https://cdn.myanimelist.net/images/characters/5/225825.jpg
67,67,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
68,68,Dragon Quest: Dai no Daibouken (2020),Dragon Quest: The Adventure of Dai,Vearn  (バーン),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/11/545516.jpg
69,69,King's Raid: Ishi wo Tsugumono-tachi,King's Raid: Successors of the Will,Selene  (セレネ),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/2/426452.jpg
70,70,Osomatsu-san 3rd Season,,Dayon  (ダヨーン),Member Favorites: 22,https://cdn.myanimelist.net/images/characters/5/322033.jpg
71,71,Yu☆Gi☆Oh! Sevens,Yu-Gi-Oh! Sevens,Nanaho Nanahoshi (七星 ナナホ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/16/495474.jpg
72,72,Shadowverse,,Isabelle  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/2/447990.jpg
73,73,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,"With a Dog AND a Cat, Every Day is Fun",Hidekichi Matsumoto (松本 ひで吉),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/403444.jpg
74,74,Healin' Good♡Precure,Healin' Good Pretty Cure,Rabirin  (ラビリン),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/396794.jpg
75,75,Sazae-san,Mrs. Sazae,Ikura Namino (波野 イクラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/568770.jpg
76,76,Chibi Maruko-chan (1995),Little Miss Maruko,Sueo Maruo (丸尾 末男),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/369533.jpg
77,77,Rebirth,,Yutaka Komagata (駒形 豊),Member Favorites: 0,
78,78,Bakugan: Armored Alliance,,Pharol  (ファロール),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/497748.jpg
79,79,Bonobono (TV 2016),Bono Bono,Araiguma-kun no Otousan  (アライグマくんのお父さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/369480.jpg
80,80,Kiratto Pri☆chan Season 3,,Suzu Kurokawa (黒川 すず),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/2/401230.jpg
81,81,Garugaku.: Sei Girls Square Gakuin,,Toa  (トア),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/11/402288.jpg
82,82,Tomica Kizuna Gattai: Earth Granner,,Leo Gao Granner (ガオグランナーレオ),Member Favorites: 0,
83,83,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,,Shinji Aokiyama (青木山しんじ / ジャケット紳士),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/414456.jpg
84,84,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,Kanako  (夏菜子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/575733.jpg
85,85,Shiawase Haitatsu Taneko,,,,
86,86,Kaoru no Taisetsu na Mono,,Satoru  (サトル),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/467495.jpg
87,87,Manul no Yuube,,,,
88,88,Shin Nippon History,,,,
89,89,In:App,,,,
90,0,Tokyo Revengers,,Nahoya Kawata (河田 ナホヤ),Member Favorites: 361,https://cdn.myanimelist.net/images/characters/16/397159.jpg
91,1,Boku no Hero Academia 5th Season,My Hero Academia Season 5,Tsuyu Asui (蛙吹 梅雨),"Member Favorites: 4,673",https://cdn.myanimelist.net/images/characters/10/299409.jpg
92,2,Fumetsu no Anata e,To Your Eternity,Rynn Cropp (リーン・クロップ),Member Favorites: 46,https://cdn.myanimelist.net/images/characters/2/452738.jpg
93,3,86,86 Eighty-Six,Kiriya Nouzen (キリヤ・ノウゼン),Member Favorites: 23,https://cdn.myanimelist.net/images/characters/6/461173.jpg
94,4,"Ijiranaide, Nagatoro-san","Don't Toy with Me, Miss Nagatoro",Hosokawa-kun  (細川くん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/497475.jpg
95,5,Hige wo Soru. Soshite Joshikousei wo Hirou.,"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",Sayu's Mother  (沙優の母),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/449023.jpg
96,6,Vivy: Fluorite Eye's Song,Vivy -Fluorite Eye's Song-,Dr. Matsumoto  (松本博士),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/14/453632.jpg
97,7,Fruits Basket: The Final,Fruits Basket: The Final Season,Saki Hanajima (花島 咲),"Member Favorites: 1,078",https://cdn.myanimelist.net/images/characters/14/401128.jpg
98,8,Odd Taxi,,Eiji Kakihana (柿花 英二),Member Favorites: 11,https://cdn.myanimelist.net/images/characters/12/429764.jpg
99,9,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,How Not to Summon a Demon Lord Ω,Alicia Cristela (アリシア・クリステラ),Member Favorites: 25,https://cdn.myanimelist.net/images/characters/8/387672.jpg
100,10,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",I've Been Killing Slimes for 300 Years and Maxed Out My Level,Vania  (ヴァーニア),Member Favorites: 17,https://cdn.myanimelist.net/images/characters/3/443016.jpg
101,11,"Sentouin, Haken shimasu!",Combatants Will Be Dispatched!,Lilith  (リリス),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/2/437735.jpg
102,12,Tensura Nikki: Tensei shitara Slime Datta Ken,The Slime Diaries,Gobta  (ゴブタ),Member Favorites: 505,https://cdn.myanimelist.net/images/characters/12/381715.jpg
103,13,Mairimashita! Iruma-kun 2nd Season,Welcome to Demon School! Iruma-kun Season 2,Lead Shax (シャックス・リード),Member Favorites: 86,https://cdn.myanimelist.net/images/characters/7/402904.jpg
104,14,Osananajimi ga Zettai ni Makenai Love Comedy,Osamake: Romcom Where The Childhood Friend Won't Lose,Mitsuru Abe (阿部 充),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/8/441825.jpg
105,15,Shaman King (2021),,Lyserg Diethel (リゼルグ・ダイゼル),Member Favorites: 103,https://cdn.myanimelist.net/images/characters/7/110874.jpg
106,16,Edens Zero,,Witch Regret (ウィッチ・リグレット),Member Favorites: 22,https://cdn.myanimelist.net/images/characters/13/496670.jpg
107,17,Yuukoku no Moriarty Part 2,Moriarty the Patriot Part 2,Von Herder (フォン・ヘルダー),Member Favorites: 39,https://cdn.myanimelist.net/images/characters/14/440276.jpg
108,18,Shadows House,,Ricky  (リッキー),Member Favorites: 16,https://cdn.myanimelist.net/images/characters/12/435917.jpg
109,19,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,Full Dive: The Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!,Tesla  (テスラ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/437262.jpg
110,20,Koi to Yobu ni wa Kimochi Warui,Koikimo,Zenji Amakusa (天草 善次),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/472095.jpg
111,21,Zombieland Saga Revenge,,Policeman A  (警察官A),Member Favorites: 16,https://cdn.myanimelist.net/images/characters/16/364586.jpg
112,22,Seijo no Maryoku wa Bannou desu,The Saint's Magic Power is Omnipotent,Leonhard  (レオンハルト),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/4/447749.jpg
113,23,Nomad: Megalo Box 2,Megalobox 2: Nomad,Mac Rosario (マック),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/13/435927.jpg
114,24,Mashiro no Oto,Those Snow White Notes,Shuri Maeda (前田 朱利),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/7/422423.jpg
115,25,SSSS.Dynazenon,,Juuga  (ジュウガ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/14/425681.jpg
116,26,Mars Red,,Aoi Shirase (白瀬 葵),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/10/478928.jpg
117,27,Super Cub,,Mountain Lodge Owner  (山小屋店主),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/478571.jpg
118,28,Bakuten!!,Backflip!!,Shunsuke Azuma (吾妻 俊介),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/10/430137.jpg
119,29,Bishounen Tanteidan,Pretty Boy Detective Club,Bunny Girl  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/541476.jpg
120,30,Shakunetsu Kabaddi,Burning Kabaddi,Ren Takaya (高谷 煉),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/6/434168.jpg
121,31,Jouran: The Princess of Snow and Blood,Joran The Princess of Snow and Blood,Oikawa  (及川),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/478936.jpg
122,32,Subarashiki Kono Sekai The Animation,The World Ends with You The Animation,Makoto Miki (三木 真),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/440881.jpg
123,33,Godzilla: S.P,Godzilla Singular Point,Yung  (ユング),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/16/426199.jpg
124,34,"Dragon, Ie wo Kau.",Dragon Goes House-Hunting,Narrator  (ナレーション),Member Favorites: 0,
125,35,Seven Knights Revolution: Eiyuu no Keishousha,Seven Knights Revolution: Hero Successor,Eunomia  (ユーノミア),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/2/433204.jpg
126,36,Yaku nara Mug Cup mo,Let's Make a Mug Too,Sachie Tokigawa (土岐川 幸恵),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/436397.jpg
127,37,Sayonara Watashi no Cramer,"Farewell, My Dear Cramer",Ayumu Kishi (岸 歩),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/431165.jpg
128,38,Blue Reflection Ray,,Ryoka Tachibana (橘 涼楓),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/14/487294.jpg
129,39,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,,Houjou Omamori (御守豊穣),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/2/497482.jpg
130,40,Cestvs: The Roman Fighter,,Emden  (エムデン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/497480.jpg
131,41,Cardfight!! Vanguard: overDress,,Akiko Kondou (近導 アキコ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/454000.jpg
132,42,Battle Athletess Daiundoukai ReSTART!,Battle Athletes Victory ReSTART!,Paglia Respighi (パリア・レスピーギ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/433613.jpg
133,43,Itazuraguma no Gloomy,GLOOMY The Naughty Grizzly,Pity-kun  (ピティーくん),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/10/436961.jpg
134,44,Yuuki Yuuna wa Yuusha de Aru Churutto!,Yuki Yuna is a Hero - Churutto!,Mebuki Kusunoki (楠 芽吹),Member Favorites: 13,https://cdn.myanimelist.net/images/characters/10/343942.jpg
135,45,Shikaru Neko,,,,
136,46,Dinosaur Biyori,,Triceratops  (トリケラトプス),Member Favorites: 0,
137,47,Mazica Party,,Disco  (ディスコウ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/14/436833.jpg
138,48,Uchuu Nanchara Kotetsu-kun,Space Academy,Niko  (ニコ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/436984.jpg
139,49,Hyper Positive Yogoremon,,,,
140,50,Utau Soccer Panda Mifanda,,,,
141,51,Ma-eum-uisoli Season 3,The Sound of Your Heart: Season 3,,,
142,52,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,180",https://cdn.myanimelist.net/images/characters/15/307148.jpg
143,53,Boruto: Naruto Next Generations,,Gaara  (我愛羅),"Member Favorites: 13,088",https://cdn.myanimelist.net/images/characters/10/293375.jpg
144,54,"Kumo desu ga, Nani ka?","So I'm a Spider, So What?",Potimas Harrifenas (ポティマス・ハァイフェナス),Member Favorites: 15,https://cdn.myanimelist.net/images/characters/9/347459.jpg
145,55,Nanatsu no Taizai: Funnu no Shinpan,The Seven Deadly Sins: Dragon's Judgement,Zeldris  (ゼルドリス),Member Favorites: 288,https://cdn.myanimelist.net/images/characters/7/400299.jpg
146,56,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
147,57,Kingdom 3rd Season,Kingdom: Season 3,Tian Meng (蒙恬),Member Favorites: 174,https://cdn.myanimelist.net/images/characters/5/225825.jpg
148,58,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
149,59,Dragon Quest: Dai no Daibouken (2020),Dragon Quest: The Adventure of Dai,Vearn  (バーン),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/11/545516.jpg
150,60,Back Arrow,,Tom  (トム),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/14/428123.jpg
151,61,Maiko-san Chi no Makanai-san,Kiyo in Kyoto: From the Maiko House,Momoko  (百子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/469962.jpg
152,62,Yu☆Gi☆Oh! Sevens,Yu-Gi-Oh! Sevens,Nanaho Nanahoshi (七星 ナナホ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/16/495474.jpg
153,63,Tropical-Rouge! Precure,Tropical-Rouge! Pretty Cure,Yuriko Shiratori (白鳥百 合子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/10/438290.jpg
154,64,Sazae-san,Mrs. Sazae,Ikura Namino (波野 イクラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/568770.jpg
155,65,D4DJ Petit Mix,,Noa Fukushima (福島 ノア),Member Favorites: 38,https://cdn.myanimelist.net/images/characters/15/406909.jpg
156,66,Chibi Maruko-chan (1995),Little Miss Maruko,Sueo Maruo (丸尾 末男),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/369533.jpg
157,67,Rebirth,,Yutaka Komagata (駒形 豊),Member Favorites: 0,
158,68,Aikatsu Planet!,,Itsuki Segawa (瀬川 樹),Member Favorites: 0,
159,69,Bonobono (TV 2016),Bono Bono,Araiguma-kun no Otousan  (アライグマくんのお父さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/369480.jpg
160,70,Kiratto Pri☆chan Season 3,,Suzu Kurokawa (黒川 すず),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/2/401230.jpg
161,71,Okashi na Sabaku no Suna to Manu,,Suna  (スナ),Member Favorites: 0,
162,72,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,,Shinji Aokiyama (青木山しんじ / ジャケット紳士),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/414456.jpg
163,73,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,Kanako  (夏菜子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/575733.jpg
164,74,Shiawase Haitatsu Taneko,,,,
165,75,Kaoru no Taisetsu na Mono,,Satoru  (サトル),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/467495.jpg
166,76,Manul no Yuube,,,,
167,77,Shin Nippon History,,,,
168,78,Kintamani Dog,,,,
169,79,In:App,,,,
170,0,Tensei shitara Slime Datta Ken 2nd Season Part 2,That Time I Got Reincarnated as a Slime Season 2 Part 2,Gobta  (ゴブタ),Member Favorites: 505,https://cdn.myanimelist.net/images/characters/12/381715.jpg
171,1,Kobayashi-san Chi no Maid Dragon S,Miss Kobayashi's Dragon Maid S,Makoto Takiya (滝谷 真),Member Favorites: 92,https://cdn.myanimelist.net/images/characters/11/456440.jpg
172,2,Vanitas no Karte,The Case Study of Vanitas,Vampire of the Blue Moon  (蒼月の吸血鬼),Member Favorites: 51,https://cdn.myanimelist.net/images/characters/10/471675.jpg
173,3,Tsuki ga Michibiku Isekai Douchuu,Tsukimichi -Moonlit Fantasy-,Toa  (トア),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/14/441309.jpg
174,4,Genjitsu Shugi Yuusha no Oukoku Saikenki,How a Realist Hero Rebuilt the Kingdom,Jeanne Euphoria (ジャンヌ＝ユーフォリア),Member Favorites: 13,https://cdn.myanimelist.net/images/characters/12/434436.jpg
175,5,Seirei Gensouki,Seirei Gensouki: Spirit Chronicles,Christina Beltrum (クリスティーナ＝ベルトラム),Member Favorites: 30,https://cdn.myanimelist.net/images/characters/4/424480.jpg
176,6,Kanojo mo Kanojo,"Girlfriend, Girlfriend",Mirika's Father  (ミリカ父),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/4/454603.jpg
177,7,"Tantei wa Mou, Shindeiru.",The Detective Is Already Dead,Chameleon  (カメレオン),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/9/454094.jpg
178,8,Bokutachi no Remake,Remake Our Life!,Miyoko Hashiba (橋場 美世子),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/16/449483.jpg
179,9,Sonny Boy,,War  (戦争),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/16/452872.jpg
180,10,Shinigami Bocchan to Kuro Maid,The Duke of Death and His Maid,Teto  (テト),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/518187.jpg
181,11,Jahy-sama wa Kujikenai!,The Great Jahy Will Not Be Defeated!,Uncle Magical Girl  (おっさん魔法少女),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/9/476969.jpg
