,Unnamed: 0,jp_title,en_title,char_name,fav,img
654,32,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte,Lirenna  (リレナ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/506172.jpg
655,33,Revenger,,Saimon Shishido (宍戸斎門),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/504062.jpg
656,34,Ayakashi Triangle,,Suzu's Mother  (すずの母),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/2/501551.jpg
657,35,Mononogatari,Malevolent Spirits: Mononogatari,Kushige  (匣),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/487883.jpg
658,36,Tsurune: Tsunagari no Issha,Tsurune - The Linking Shot -,Senichi Sugawara (菅原 千一),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/16/454026.jpg
659,37,Ooyukiumi no Kaina,Kaina of the Great Snow Sea,Jarge  (ジャルジ),Member Favorites: 0,
660,38,Nokemono-tachi no Yoru,The Tale of Outcasts,Vivian  (ビビアン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/496148.jpg
661,39,Hikari no Ou,The Fire Hunter,Narrator  (ナレーション),Member Favorites: 0,
662,40,Ars no Kyojuu,Giant Beasts of Ars,Kiris  (キリス),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/2/498129.jpg
663,41,The Legend of Heroes: Sen no Kiseki - Northern War,The Legend of Heroes: Trails of Cold Steel - Northern War,Rixia Mao (リーシャ・マオ),Member Favorites: 26,https://cdn.myanimelist.net/images/characters/9/202189.jpg
664,42,Kyuuketsuki Sugu Shinu 2,The Vampire Dies in No Time Season 2,Y-dan Ojisan  (吸血鬼Y談おじさん),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/14/491298.jpg
665,43,Mou Ippon!,"""Ippon"" again!",Suzu Ayase (綾瀬 鈴),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/507755.jpg
666,44,Majutsushi Orphen Hagure Tabi: Urbanrama-hen,Sorcerous Stabber Orphen -Chaos in Urbanrama-,Winona  (ウィノナ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/512200.jpg
667,45,Technoroid: Overmind,,Light Kitanomaru (北ノ丸 光灯),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/6/458338.jpg
668,46,D4DJ All Mix,,Noa Fukushima (福島 ノア),Member Favorites: 38,https://cdn.myanimelist.net/images/characters/15/406909.jpg
669,47,Nijiyon Animation,,Karin Asaka (朝香 果林),Member Favorites: 158,https://cdn.myanimelist.net/images/characters/16/396297.jpg
670,48,Hirogaru Sky! Precure,Soaring Sky! Pretty Cure,Takeru Osanai (長内 たける),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/553560.jpg
671,49,UniteUp!,,Fuuga​ Tougou​ (東郷 楓雅),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/6/491472.jpg
672,50,Boku to Roboko,Me & Roboco,Nasu-san  (那須さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/528070.jpg
673,51,Cardfight!! Vanguard: will+Dress Season 2,,Jinki Mukae (向江 ジンキ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/2/495799.jpg
674,52,Flaglia: Natsuyasumi no Monogatari,,Rabu  (ラブ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/494803.jpg
675,53,KJ File 2nd Season,,,,
676,54,Yomawari Neko,,Nii  (ニイ),Member Favorites: 0,
677,55,Heart Cocktail Colorful: Haru-hen,,,,
678,56,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,180",https://cdn.myanimelist.net/images/characters/15/307148.jpg
679,57,Boruto: Naruto Next Generations,,Gaara  (我愛羅),"Member Favorites: 13,088",https://cdn.myanimelist.net/images/characters/10/293375.jpg
680,58,Blue Lock,,Sae Itoshi (糸師 冴),Member Favorites: 380,https://cdn.myanimelist.net/images/characters/16/498292.jpg
681,59,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Zeta  (ゼータ),Member Favorites: 151,https://cdn.myanimelist.net/images/characters/10/483019.jpg
682,60,Boku no Hero Academia 6th Season,My Hero Academia Season 6,Tsuyu Asui (蛙吹 梅雨),"Member Favorites: 4,673",https://cdn.myanimelist.net/images/characters/10/299409.jpg
683,61,Isekai Ojisan,Uncle from Another World,Mira Greyler (ミラー＝グレイラー),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/495212.jpg
684,62,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
685,63,Fumetsu no Anata e Season 2,To Your Eternity Season 2,Kahaku  (カハク),Member Favorites: 65,https://cdn.myanimelist.net/images/characters/11/494201.jpg
686,64,Mairimashita! Iruma-kun 3rd Season,Welcome to Demon School! Iruma-kun Season 3,Lead Shax (シャックス・リード),Member Favorites: 86,https://cdn.myanimelist.net/images/characters/7/402904.jpg
687,65,Urusei Yatsura (2022),Urusei Yatsura,Ten  (テン),Member Favorites: 16,https://cdn.myanimelist.net/images/characters/5/498940.jpg
688,66,Golden Kamuy 4th Season,Golden Kamuy Season 4,Tatsuma Ushiyama (牛山 辰馬),Member Favorites: 63,https://cdn.myanimelist.net/images/characters/7/354190.jpg
689,67,Cool Doji Danshi,"Play It Cool, Guys",Akai  (赤井),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/13/490494.jpg
690,68,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
691,69,KanColle: Itsuka Ano Umi de,KanColle Season 2: Let's Meet at Sea,Kitakami  (北上),Member Favorites: 23,https://cdn.myanimelist.net/images/characters/4/264495.jpg
692,70,Yowamushi Pedal: Limit Break,,Yasutomo Arakita (荒北 靖友),Member Favorites: 350,https://cdn.myanimelist.net/images/characters/8/245995.jpg
693,71,Digimon Ghost Game,,Piemon  (ピエモン),Member Favorites: 12,https://cdn.myanimelist.net/images/characters/7/170065.jpg
694,72,IDOLiSH7 Third Beat! Part 2,,Momose Sunohara (春原 百瀬),Member Favorites: 323,https://cdn.myanimelist.net/images/characters/8/308350.jpg
695,73,Eternal Boys,,Souki Azuma (吾妻 創輝),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/7/509156.jpg
696,74,Sazae-san,Mrs. Sazae,Ikura Namino (波野 イクラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/568770.jpg
697,75,Shadowverse Flame,,Ren Kazamatsuri (風祭 レン),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/492009.jpg
698,76,Chibi Maruko-chan (1995),Little Miss Maruko,Sueo Maruo (丸尾 末男),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/369533.jpg
699,77,Yu☆Gi☆Oh! Go Rush!!,,Dinois Velgear (ディノワ・ベルギャー),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/514420.jpg
700,78,Chiikawa,,Poshetto no Yoroi-san  (ポシェットの鎧さん),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/12/506123.jpg
701,79,Megaton-kyuu Musashi 2nd Season,Megaton Musashi Season 2,Asuna Kanzaki (神崎 明日菜),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/8/456141.jpg
702,80,Bonobono (TV 2016),Bono Bono,Araiguma-kun no Otousan  (アライグマくんのお父さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/369480.jpg
703,81,Ninjala (TV),,Burton  (バートン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/537940.jpg
704,82,Shikaru Neko,,,,
705,83,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,Kanako  (夏菜子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/575733.jpg
706,84,Mamekichi Mameko NEET no Nichijou,Mameko Mamekichi's NEET Everyday Life,Komachi  (こまち),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/487905.jpg
707,85,Shiawase Haitatsu Taneko,,,,
708,86,Uchuu Nanchara Kotetsu-kun,Space Academy,Niko  (ニコ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/436984.jpg
709,87,Manul no Yuube,,,,
710,88,Chickip Dancers 2nd Season,,,,
711,89,Shin Nippon History,,,,
712,90,Madtoy Chatty,,,,
713,91,Alssongdalssong Catch! Tiniping,Secret Catch! Teenieping,Romi  (로미),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/559488.jpg
714,92,Youkoso Ninchishou Sekai e,,,,
715,0,Kimetsu no Yaiba: Katanakaji no Sato-hen,Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,Tengen Uzui (宇髄 天元),"Member Favorites: 5,664",https://cdn.myanimelist.net/images/characters/16/387706.jpg
716,1,[Oshi no Ko],,Sarina Tendouji (天童寺 さりな),Member Favorites: 124,https://cdn.myanimelist.net/images/characters/7/512492.jpg
717,2,Jigokuraku,Hell's Paradise,Yui  (結),Member Favorites: 61,https://cdn.myanimelist.net/images/characters/11/507739.jpg
718,3,Mashle,Mashle: Magic and Muscles,Love Cute (ラブ・キュート),Member Favorites: 17,https://cdn.myanimelist.net/images/characters/10/513153.jpg
719,4,Tengoku Daimakyou,Heavenly Delusion,Ooma Takezuka (竹塚 オーマ),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/9/514160.jpg
720,5,Dr. Stone: New World,,Ukyou Saionji (西園寺 羽京),Member Favorites: 385,https://cdn.myanimelist.net/images/characters/13/413288.jpg
721,6,Yamada-kun to Lv999 no Koi wo Suru,My Love Story with Yamada-kun at Lv999,Taniyan  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/548910.jpg
722,7,Boku no Kokoro no Yabai Yatsu,The Dangers in My Heart,Serina Yoshida (吉田 芹那),Member Favorites: 10,https://cdn.myanimelist.net/images/characters/3/533905.jpg
723,8,Kono Subarashii Sekai ni Bakuen wo!,KonoSuba: An Explosion on This Wonderful World!,Luna  (ルナ),Member Favorites: 103,https://cdn.myanimelist.net/images/characters/16/305489.jpg
724,9,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta","I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too",Akatsuki  (アカツキ),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/3/503693.jpg
725,10,Skip to Loafer,Skip and Loafer,Kento Yamada (山田 健斗),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/11/508667.jpg
726,11,Tonikaku Kawaii 2nd Season,Tonikawa: Over The Moon For You Season 2,Arisugawa's Mother  (有栖川母),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/8/510958.jpg
727,12,Dead Mount Death Play,,Tsubaki Iwanome (岩野目 ツバキ),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/11/506099.jpg
728,13,Kimi wa Houkago Insomnia,Insomniacs After School,Haida's Girlfriend  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/580274.jpg
729,14,Kaminaki Sekai no Kamisama Katsudou,Kamikatsu: Working for God in a Godless World,Gaia  (ガイア),Member Favorites: 10,https://cdn.myanimelist.net/images/characters/16/506731.jpg
730,15,Mahoutsukai no Yome Season 2,The Ancient Magus' Bride Season 2,Lucy Webster (ルーシーウェブスター),Member Favorites: 18,https://cdn.myanimelist.net/images/characters/7/511426.jpg
731,16,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,Rex Terra Esfort (レックス・テラ・エスフォート),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/2/509111.jpg
732,17,Isekai Shoukan wa Nidome desu,Summoned to Another World for a Second Time,Creasil  (クレアシル),Member Favorites: 1,
733,18,Kanojo ga Koushaku-tei ni Itta Riyuu,Why Raeliana Ended up at the Duke's Mansion,Keith Westernberg (키이스 웨스턴버그 / キース・ウエスタンバーグ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/11/510157.jpg
734,19,Otonari ni Ginga,A Galaxy Next Door,Yuuta Sano (佐野 優大),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/511405.jpg
735,20,Isekai wa Smartphone to Tomo ni. 2,In Another World With My Smartphone 2,Kohaku  (琥珀),Member Favorites: 129,https://cdn.myanimelist.net/images/characters/14/330381.jpg
736,21,Ousama Ranking: Yuuki no Takarabako,Ranking of Kings: The Treasure Chest of Courage,Miranjo  (魔法の鏡),Member Favorites: 33,https://cdn.myanimelist.net/images/characters/14/451509.jpg
737,22,Megami no Café Terrace,The Café Terrace and Its Goddesses,Fishmonger  (魚屋),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/8/561916.jpg
738,23,Yuusha ga Shinda!,The Legendary Hero Is Dead!,Milly Yunis (ミリィ・ユニス),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/16/496896.jpg
739,24,My Home Hero,,Takeda  (竹田),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/505286.jpg
740,25,Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita,My One-Hit Kill Sister,Anne  (アン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/515244.jpg
741,26,Kidou Senshi Gundam: Suisei no Majo Season 2,Mobile Suit Gundam: The Witch from Mercury Season 2,Sophie Pulone (ソフィ・プロネ),Member Favorites: 14,https://cdn.myanimelist.net/images/characters/6/497800.jpg
742,27,Niehime to Kemono no Ou,Sacrificial Princess and the King of Beasts,Jormungand  (ヨルムンガンド),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/16/493961.jpg
743,28,Kuma Kuma Kuma Bear Punch!,,Lurina  (ルリーナ),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/11/509993.jpg
744,29,Mahou Shoujo Magical Destroyers,Magical Destroyers,Adam  (アダム),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/511632.jpg
745,30,Edens Zero 2nd Season,Edens Zero Season 2,Witch Regret (ウィッチ・リグレット),Member Favorites: 22,https://cdn.myanimelist.net/images/characters/13/496670.jpg
746,31,Jijou wo Shiranai Tenkousei ga Guigui Kuru.,My Clueless First Friend,Akane's Grandmother  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/546230.jpg
747,32,Edomae Elf,Otaku Elf,Himawari Kohinata (小日向 向日葵),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/3/509319.jpg
748,33,Ao no Orchestra,,Tsubasa Takahashi (高橋 翼),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/513640.jpg
749,34,Watashi no Yuri wa Oshigoto desu!,Yuri is My Job!,Youko Gotou (後藤 葉子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/513529.jpg
750,35,Rokudou no Onna-tachi,Rokudo's Bad Girls,Douji Matsugamiya (松ヶ宮 童子),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/10/509005.jpg
751,36,Kawaisugi Crisis,Too Cute Crisis,Napat Nehemo (ナパト・ネヘモ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/511850.jpg
752,37,Birdie Wing: Golf Girls' Story Season 2,,Alan Harvey (アラン・ハーヴェイ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/10/510359.jpg
753,38,The Marginal Service,,Bruce Gilman (ブルース・ギルマン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/511667.jpg
754,39,Kizuna no Allele,,Sofia  (ソフィア),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/497634.jpg
755,40,The iDOLM@STER Cinderella Girls: U149,,Producer  (プロデューサーさん),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/15/508003.jpg
756,41,World Dai Star,Stella of the Theater: World Dai Star,Koyomi Senju (千寿 暦),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/15/501656.jpg
757,42,Tokyo Mew Mew New ♡ 2nd Season,,Blue Knight  (蒼の騎士),Member Favorites: 11,https://cdn.myanimelist.net/images/characters/5/510728.jpg
758,43,Majutsushi Orphen Hagure Tabi: Seiiki-hen,Sorcerous Stabber Orphen -Doom of Dragon's Sanctuary-,Maria  (マリア),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/512206.jpg
759,44,Alice Gear Aegis Expansion,,Aruto Suzuki (鈴木 有人),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/501143.jpg
760,45,Opus.COLORs,,Tougo Takise (多岐瀬 統梧),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/2/495401.jpg
761,46,"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",MIX Season 2,Kenji Nishiki (錦研二),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/543105.jpg
762,47,Tousouchuu: Great Mission,Run For Money: The Great Mission,Joyce O'Hara (ジョイス・オハラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/546242.jpg
763,48,Denden no Dennou Densha,,Rasetsu  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/518139.jpg
764,49,Bosanimal,,Sakura  (さくら),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/506431.jpg
765,50,YouTuNya,,Cute Young Lady  (かわいい ね おねえさん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/11/506889.jpg
766,51,Gunma-chan Season 2,,Aoma  (あおま),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/499936.jpg
767,52,Bastions,,,,
768,53,Mamekichi Mameko NEET no Nichijou 2nd Season,Mameko Mamekichi's NEET Everyday Life 2nd Season,Komachi  (こまち),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/487905.jpg
769,54,Sakuretsu! Amabie-hime. Season 2,,,,
770,55,Shuwawan!,,,,
771,56,"Taka no Tsume Gaiden ""Himitsu Kyuusha: Uma no Hizume""",,,,
772,57,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,180",https://cdn.myanimelist.net/images/characters/15/307148.jpg
773,58,Vinland Saga Season 2,,Arnheid  (アルネイズ),Member Favorites: 66,https://cdn.myanimelist.net/images/characters/13/490092.jpg
774,59,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",The Misfit of Demon King Academy Ⅱ,Great Spirit Reno  (大精霊レノ),Member Favorites: 30,https://cdn.myanimelist.net/images/characters/8/498684.jpg
775,60,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
776,61,NieR:Automata Ver1.1a,,Adam  (アダム),Member Favorites: 11,https://cdn.myanimelist.net/images/characters/11/342562.jpg
777,62,Kubo-san wa Mob wo Yurusanai,Kubo Won't Let Me Be Invisible,Tamao Taira (平 玉緒),Member Favorites: 7,https://cdn.myanimelist.net/images/characters/5/493278.jpg
778,63,Golden Kamuy 4th Season,Golden Kamuy Season 4,Tatsuma Ushiyama (牛山 辰馬),Member Favorites: 63,https://cdn.myanimelist.net/images/characters/7/354190.jpg
779,64,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
780,65,Ayakashi Triangle,,Suzu's Mother  (すずの母),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/2/501551.jpg
781,66,Hirogaru Sky! Precure,Soaring Sky! Pretty Cure,Takeru Osanai (長内 たける),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/553560.jpg
782,67,Sazae-san,Mrs. Sazae,Ikura Namino (波野 イクラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/568770.jpg
783,68,Boku to Roboko,Me & Roboco,Nasu-san  (那須さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/528070.jpg
784,69,Chibi Maruko-chan (1995),Little Miss Maruko,Sueo Maruo (丸尾 末男),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/369533.jpg
785,70,Yu☆Gi☆Oh! Go Rush!!,,Dinois Velgear (ディノワ・ベルギャー),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/514420.jpg
786,71,Chiikawa,,Poshetto no Yoroi-san  (ポシェットの鎧さん),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/12/506123.jpg
787,72,Bonobono (TV 2016),Bono Bono,Araiguma-kun no Otousan  (アライグマくんのお父さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/369480.jpg
788,73,Ninjala (TV),,Burton  (バートン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/537940.jpg
789,74,Shikaru Neko,,,,
790,75,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,Kanako  (夏菜子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/575733.jpg
791,76,Shiawase Haitatsu Taneko,,,,
792,77,Manul no Yuube,,,,
793,78,Shin Nippon History,,,,
794,79,Youkoso Ninchishou Sekai e,,,,
795,0,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,Touji Fushiguro (伏黒 甚爾),"Member Favorites: 7,115",https://cdn.myanimelist.net/images/characters/2/517123.jpg
796,1,Mushoku Tensei II: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation Season 2,Ariel Anemoi Asura (アリエル・アネモイ・アスラ),Member Favorites: 42,https://cdn.myanimelist.net/images/characters/15/516104.jpg
797,2,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,Zom 100: Bucket List of the Dead,John  (ジョン),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/16/518215.jpg
798,3,Horimiya: Piece,Horimiya: The Missing Pieces,Sakura Kouno (河野 桜),Member Favorites: 354,https://cdn.myanimelist.net/images/characters/6/424146.jpg
799,4,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,Bleach: Thousand-Year Blood War - The Separation,Grimmjow Jaegerjaquez (グリムジョー・ジャガージャック),"Member Favorites: 6,558",https://cdn.myanimelist.net/images/characters/10/529459.jpg
800,5,Watashi no Shiawase na Kekkon,My Happy Marriage,Hazuki Kudou (久堂 葉月),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/10/519661.jpg
801,6,Masamune-kun no Revenge R,Masamune-kun's Revenge R,Sonoka Kaneko (金子 園香),Member Favorites: 12,https://cdn.myanimelist.net/images/characters/3/401159.jpg
802,7,Bungou Stray Dogs 5th Season,Bungo Stray Dogs 5,Nikolai Gogol (ニコライ・ゴーゴリ),Member Favorites: 693,https://cdn.myanimelist.net/images/characters/15/565652.jpg
803,8,Suki na Ko ga Megane wo Wasureta,The Girl I Like Forgot Her Glasses,Science Teacher  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/578418.jpg
804,9,"Kanojo, Okarishimasu 3rd Season",Rent-a-Girlfriend Season 3,Shun Kuribayashi (栗林 駿),Member Favorites: 15,https://cdn.myanimelist.net/images/characters/2/409381.jpg
805,10,Yumemiru Danshi wa Genjitsushugisha,The Dreaming Boy is a Realist,Rena Aizawa (藍沢 レナ),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/13/516224.jpg
806,11,"Jitsu wa Ore, Saikyou deshita?",Am I Actually the Strongest?,Megami  (女神),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/516637.jpg
807,12,Nanatsu no Maken ga Shihai suru,Reign of the Seven Spellblades,Esmeralda  (エスメラルダ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/2/511811.jpg
808,13,Undead Girl Murder Farce,Undead Murder Farce,Victor  (ヴィクター),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/10/512579.jpg
809,14,Liar Liar,,Suzuran Kazami (風見 鈴蘭),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/506428.jpg
810,15,Dark Gathering,,Boy Spirit  (月蝕尽絶黒阿修羅),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/8/529601.jpg
811,16,Hataraku Maou-sama!! 2nd Season,The Devil is a Part-Timer! Season 2 Part 2,Emeralda Etuva (エメラダ・エトゥーヴァ),Member Favorites: 15,https://cdn.myanimelist.net/images/characters/11/204621.jpg
812,17,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,"Reborn as a Vending Machine, I Now Wander the Dungeon",Shiro  (白),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/7/512375.jpg
813,18,Level 1 dakedo Unique Skill de Saikyou desu,My Unique Skill Makes Me OP Even at Level 1,Ran  (ラン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/520744.jpg
814,19,Rurouni Kenshin: Meiji Kenkaku Romantan (2023),Rurouni Kenshin,Misao Makimachi (巻町 操),Member Favorites: 133,https://cdn.myanimelist.net/images/characters/6/256279.jpg
815,20,Eiyuu Kyoushitsu,Classroom for Heroes,Maou  (魔王),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/7/517081.jpg
816,21,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",The Great Cleric,Bazan  (バザン),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/4/516483.jpg
817,22,Uchi no Kaisha no Chiisai Senpai no Hanashi,My Tiny Senpai,Shinobu Takatsukasa (鷹司 しのぶ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/522334.jpg
818,23,Dekiru Neko wa Kyou mo Yuuutsu,The Masterful Cat Is Depressed Again Today,Yume's Mother  (優芽の母),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/519967.jpg
819,24,Helck,,Cless  (クレス),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/15/479310.jpg
820,25,Temple,TenPuru: No One Can Live on Loneliness,Hinata Tendou (天道 陽),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/522935.jpg
821,26,Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,The Most Heretical Last Boss Queen: From Villainess to Savior,Alan Bernards (アラン・バーナーズ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/6/511691.jpg
822,27,Okashi na Tensei,Sweet Reincarnation,Donachel Mille Hubarek (ドナシェル＝ミル＝フバーレク),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/518358.jpg
823,28,Shinigami Bocchan to Kuro Maid 2nd Season,The Duke of Death and His Maid Season 2,Sade  (シャーデー),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/15/523077.jpg
824,29,Shiro Seijo to Kuro Bokushi,Saint Cecilia and Pastor Lawrence,Gieselbert Aldridge (ギーゼルベルト・オルドリッジ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/6/511586.jpg
825,30,Lv1 Maou to One Room Yuusha,Level 1 Demon Lord and One Room Hero,Sezek  (セゼク),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/521388.jpg
826,31,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,Atelier Ryza: Ever Darkness & the Secret Hideout The Animation,Samuel Marslink (ザムエル・マルスリンク),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/515955.jpg
827,32,Sugar Apple Fairy Tale Part 2,,Hugh Mercury (ヒュー・マーキュリー),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/4/483925.jpg
828,33,Ayaka,Ayaka: A Story of Bonds and Wounds,Yako Amano (天乃夜胡),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/508736.jpg
829,34,Synduality: Noir,,Kurokamen  (黒仮面),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/2/501774.jpg
