,year,season,jp_title,img,Japanese,Episodes,Starting,Ending,Producers,Studios,Main Studio,Source,Age Rating,Rating Score,Reviewers,Rating Score Rank,Popularity Rank,Members,Favorites
470,2023,winter,Buddy Daddies,https://cdn.myanimelist.net/images/anime/1553/133767.jpg,Buddy Daddies,12,7 Jan 2023,1 Apr 2023,"Aniplex, Movic, Nitroplus, Tokyo MX, Nagoya Broadcasting Network, BS11, Bit grooove promotion",P.A. Works,P.A. Works,Original,PG-13 - Teens 13 or older,8.11,139708000000.0,514,832.0,311852,3315
471,2023,winter,Tsurune: Tsunagari no Issha,https://cdn.myanimelist.net/images/anime/1803/132337.jpg,ツルネ ―つながりの一射―,13,5 Jan 2023,30 Mar 2023,"Lantis, Pony Canyon, Rakuonsha, ABC Animation, Heart Company, Bandai Namco Music Live",Kyoto Animation,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,8.09,1872218722.0,542,2966.0,61826,455
472,2023,winter,Fumetsu no Anata e Season 2,https://cdn.myanimelist.net/images/anime/1271/127700.jpg,不滅のあなたへ Season2,20,23 Oct 2022,12 Mar 2023,"NHK, Kodansha, NHK Enterprises",Drive,Drive,Manga,R - 17+ (violence & profanity),8.09,113327000000.0,537,875.0,301816,1632
473,2023,winter,Cool Doji Danshi,https://cdn.myanimelist.net/images/anime/1123/134677.jpg,クールドジ男子,24,11 Oct 2022,28 Mar 2023,"TV Tokyo, AT-X, Magic Capsule, Avex Pictures",Pierrot,Pierrot,Web manga,PG-13 - Teens 13 or older,7.86,3056330563.0,897,2192.0,102329,1089
474,2023,winter,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,https://cdn.myanimelist.net/images/anime/1240/133638.jpg,お隣の天使様にいつの間にか駄目人間にされていた件,12,7 Jan 2023,25 Mar 2023,"Pony Canyon, Movic, Magic Capsule, TOHO animation, Tokyo MX, Good Smile Company, Miracle Bus, Pia, SB Creative, Toho Music",Project No.9,Project No.9,Light novel,PG-13 - Teens 13 or older,7.83,195546000000.0,977,688.0,364620,6033
475,2023,winter,Trigun Stampede,https://cdn.myanimelist.net/images/anime/1426/129194.jpg,TRIGUN STAMPEDE,12,7 Jan 2023,25 Mar 2023,TOHO,Orange,Orange,Manga,PG-13 - Teens 13 or older,7.83,7830278302.0,967,1245.0,206544,2390
476,2023,winter,Mairimashita! Iruma-kun 3rd Season,https://cdn.myanimelist.net/images/anime/1688/128720.jpg,魔入りました！入間くん,21,8 Oct 2022,4 Mar 2023,"NHK, NHK Enterprises",Bandai Namco Pictures,Bandai Namco Pictures,Manga,PG-13 - Teens 13 or older,7.82,9212192121.0,981,1213.0,213315,1299
477,2023,winter,Isekai Ojisan,https://cdn.myanimelist.net/images/anime/1743/125204.jpg,異世界おじさん,13,6 Jul 2022,8 Mar 2023,"Movic, AT-X, Sammy, BS11, Kadokawa Media House, Kadokawa",Atelier Pontdarc,Atelier Pontdarc,Web manga,PG-13 - Teens 13 or older,7.77,178230000000.0,1106,646.0,389320,2168
478,2023,winter,Tomo-chan wa Onnanoko!,https://cdn.myanimelist.net/images/anime/1444/131828.jpg,トモちゃんは女の子！,13,5 Jan 2023,30 Mar 2023,"Aniplex, Seikaisha, Crunchyroll, INSPION Edge, Three S Studio",Lay-duce,Lay-duce,Web manga,PG-13 - Teens 13 or older,7.75,233486000000.0,1150,539.0,448303,3063
479,2023,winter,Oniichan wa Oshimai!,https://cdn.myanimelist.net/images/anime/1058/131632.jpg,お兄ちゃんはおしまい！,12,5 Jan 2023,23 Mar 2023,"Pony Canyon, Movic, AT-X, TOHO animation, Tokyo MX, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Ichijinsha, Bit grooove promotion, Pia, Toho Music",Studio Bind,Studio Bind,Manga,PG-13 - Teens 13 or older,7.65,7961979619.0,1435,1507.0,167368,2384
480,2023,winter,Tondemo Skill de Isekai Hourou Meshi,https://cdn.myanimelist.net/images/anime/1661/131889.jpg,とんでもスキルで異世界放浪メシ,12,11 Jan 2023,29 Mar 2023,dugout,MAPPA,MAPPA,Light novel,PG-13 - Teens 13 or older,7.65,144502000000.0,1424,947.0,271678,2043
481,2023,winter,Tokyo Revengers: Seiya Kessen-hen,https://cdn.myanimelist.net/images/anime/1773/132313.jpg,東京リベンジャーズ 聖夜決戦編,13,8 Jan 2023,2 Apr 2023,"Mainichi Broadcasting System, Pony Canyon, Kodansha, AT-X, Ultra Super Pictures, Studio Mausu, Sammy",LIDENFILMS,LIDENFILMS,Manga,R - 17+ (violence & profanity),7.64,171280000000.0,1459,641.0,390353,2546
482,2023,winter,Hirogaru Sky! Precure,https://cdn.myanimelist.net/images/anime/1762/135268.jpg,ひろがるスカイ！プリキュア,50,5 Feb 2023,28 Jan 2024,"ABC Animation, ADK Emotions",Toei Animation,Toei Animation,Original,G - All Ages,7.61,38543854.0,1554,6384.0,11386,157
483,2023,winter,Isekai Nonbiri Nouka,https://cdn.myanimelist.net/images/anime/1983/132329.jpg,異世界のんびり農家,12,6 Jan 2023,24 Mar 2023,"MediaNet, Pony Canyon, AT-X, Hakuhodo, Kadokawa, Saber Links",Zero-G,Zero-G,Light novel,PG-13 - Teens 13 or older,7.55,123935000000.0,1778,1048.0,245801,1937
484,2023,winter,Kubo-san wa Mob wo Yurusanai,https://cdn.myanimelist.net/images/anime/1818/132330.jpg,久保さんは僕を許さない,12,10 Jan 2023,20 Jun 2023,"Pony Canyon, AT-X, Tokyo MX, Glovision, Shueisha, bilibili, Kadokawa, R11R",PINE JAM,PINE JAM,Manga,PG-13 - Teens 13 or older,7.55,8923489234.0,1749,1144.0,226739,1642
485,2023,winter,NieR:Automata Ver1.1a,https://cdn.myanimelist.net/images/anime/1399/128318.jpg,NieR,12,8 Jan 2023,23 Jul 2023,"Aniplex, Square Enix",A-1 Pictures,A-1 Pictures,Game,R - 17+ (violence & profanity),7.53,8577785777.0,1864,827.0,313008,2298
486,2023,winter,Tensei Oujo to Tensai Reijou no Mahou Kakumei,https://cdn.myanimelist.net/images/anime/1053/129004.jpg,転生王女と天才令嬢の魔法革命,12,4 Jan 2023,22 Mar 2023,"AT-X, Kansai Telecasting, Kadokawa, Bit grooove promotion, CTW, TVA advance",Diomedéa,Diomedéa,Light novel,PG-13 - Teens 13 or older,7.47,9913299132.0,2080,1236.0,208180,1638
487,2023,winter,Sugar Apple Fairy Tale,https://cdn.myanimelist.net/images/anime/1897/131300.jpg,シュガーアップル・フェアリーテイル,12,6 Jan 2023,24 Mar 2023,"AT-X, Magic Capsule, flying DOG, Crunchyroll, Kadokawa, BS Asahi",J.C.Staff,J.C.Staff,Light novel,PG-13 - Teens 13 or older,7.47,5394253942.0,2077,1822.0,130878,982
488,2023,winter,"Ijiranaide, Nagatoro-san 2nd Attack",https://cdn.myanimelist.net/images/anime/1902/129579.jpg,イジらないで、長瀞さん 2nd Attack,12,8 Jan 2023,26 Mar 2023,"TMS Entertainment, Mainichi Broadcasting System, Kodansha, King Records",OLM,OLM,Web manga,PG-13 - Teens 13 or older,7.46,129855000000.0,2127,849.0,307294,2060
489,2023,winter,Kyuuketsuki Sugu Shinu 2,https://cdn.myanimelist.net/images/anime/1254/131832.jpg,吸血鬼すぐ死ぬ2,12,9 Jan 2023,27 Mar 2023,"Frontier Works, Marvelous Entertainment, Pony Canyon, Studio Mausu, Hakuhodo DY Music & Pictures, Akita Shoten, BS11, Kadokawa Media House",Madhouse,Madhouse,Manga,PG-13 - Teens 13 or older,7.45,1324413244.0,2155,3932.0,36230,122
490,2023,winter,Urusei Yatsura (2022),https://cdn.myanimelist.net/images/anime/1233/129144.jpg,うる星やつら,23,14 Oct 2022,24 Mar 2023,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Fuji TV, Shogakukan, Fuji Creative",David Production,David Production,Manga,PG-13 - Teens 13 or older,7.41,5155751557.0,2328,1333.0,191595,1235
491,2023,winter,Yowamushi Pedal: Limit Break,https://cdn.myanimelist.net/images/anime/1853/135275.jpg,弱虫ペダル LIMIT BREAK,25,9 Oct 2022,26 Mar 2023,"TV Tokyo, MediaNet, TOHO animation, Akita Shoten, NHK Enterprises",TMS Entertainment,TMS Entertainment,Manga,PG-13 - Teens 13 or older,7.41,95309530.0,2331,4466.0,27815,148
492,2023,winter,"Benriya Saitou-san, Isekai ni Iku",https://cdn.myanimelist.net/images/anime/1805/132335.jpg,便利屋斎藤さん、異世界に行く,12,8 Jan 2023,26 Mar 2023,"AT-X, BS NTV, Kadokawa, GREE Entertainment",C2C,C2C,Web manga,R - 17+ (violence & profanity),7.39,9119691196.0,2420,1292.0,197644,768
493,2023,winter,D4DJ All Mix,https://cdn.myanimelist.net/images/anime/1995/129754.jpg,D4DJ All Mix,12,13 Jan 2023,31 Mar 2023,"Dentsu, Bushiroad, Tokyo MX, Bushiroad Music, Donuts, BS NTV, Bushiroad Move, Bushiroad Creative",SANZIGEN,SANZIGEN,Mixed media,PG-13 - Teens 13 or older,7.37,58205820.0,2495,5698.0,15258,135
494,2023,winter,Kyokou Suiri Season 2,https://cdn.myanimelist.net/images/anime/1901/131653.jpg,虚構推理 Season2,12,9 Jan 2023,27 Mar 2023,"Nihon Ad Systems, Kodansha, KlockWorx, Docomo Anime Store, King Records, Crunchyroll, BS NTV, Mixi, Studio Tenjin",Brain's Base,Brain's Base,Manga,R - 17+ (violence & profanity),7.36,5091450914.0,2531,1457.0,172777,591
495,2023,winter,Koori Zokusei Danshi to Cool na Douryou Joshi,https://cdn.myanimelist.net/images/anime/1927/132758.jpg,氷属性男子とクールな同僚女子,12,4 Jan 2023,22 Mar 2023,"Square Enix, Lantis, Movic, Nagoya Broadcasting Network, ABC Animation, NetEase, BS Asahi, Bandai Namco Music Live, Saber Links","Zero-G, Liber",Zero-G,Web manga,PG-13 - Teens 13 or older,7.32,9487694876.0,2747,1117.0,232679,1241
496,2023,winter,Mononogatari,https://cdn.myanimelist.net/images/anime/1173/131830.jpg,もののがたり,12,10 Jan 2023,28 Mar 2023,"Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment, Shueisha, BS11, Quaras, GREE Entertainment, Bandai Namco Music Live, Happinet Phantom Studios",Bandai Namco Pictures,Bandai Namco Pictures,Manga,PG-13 - Teens 13 or older,7.25,2604126041.0,3087,2656.0,74703,256
497,2023,winter,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,https://cdn.myanimelist.net/images/anime/1997/131327.jpg,ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん,12,7 Jan 2023,25 Mar 2023,"Mainichi Broadcasting System, Movic, DMM.com, Nichion, FuRyu, DMM pictures, Kadokawa, Bit grooove promotion, Pia, NetEase, Three S Studio",Tezuka Productions,Tezuka Productions,Light novel,PG-13 - Teens 13 or older,7.23,3850438504.0,3203,2198.0,101869,473
498,2023,winter,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,https://cdn.myanimelist.net/images/anime/1782/128859.jpg,痛いのは嫌なので防御力に極振りしたいと思います。2,12,11 Jan 2023,20 Apr 2023,"MAGES., Docomo Anime Store, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, D-techno",SILVER LINK.,SILVER LINK.,Light novel,PG-13 - Teens 13 or older,7.21,8862388623.0,3303,1028.0,252147,1340
499,2023,winter,High Card,https://cdn.myanimelist.net/images/anime/1803/131345.jpg,HIGH CARD,12,9 Jan 2023,27 Mar 2023,"TMS Entertainment, Sammy, Kadokawa, NetEase",Studio Hibari,Studio Hibari,Mixed media,R - 17+ (violence & profanity),7.16,4297342973.0,3589,1841.0,128830,625
500,2023,winter,Saikyou Onmyouji no Isekai Tenseiki,https://cdn.myanimelist.net/images/anime/1547/125900.jpg,最強陰陽師の異世界転生記,13,7 Jan 2023,1 Apr 2023,"KlockWorx, Asmik Ace, King Records, Futabasha, Crunchyroll, Bit grooove promotion",Studio Blanc.,Studio Blanc.,Light novel,PG-13 - Teens 13 or older,7.12,125277000000.0,3819,1063.0,242849,979
501,2023,winter,Mou Ippon!,https://cdn.myanimelist.net/images/anime/1039/131684.jpg,もういっぽん！,13,9 Jan 2023,3 Apr 2023,"TV Tokyo, Pony Canyon, Akita Shoten, MAGNET, CHOCOLATE, Three S Studio",Bakken Record,Bakken Record,Manga,PG-13 - Teens 13 or older,7.09,84188418.0,3946,4682.0,24981,53
502,2023,winter,UniteUp!,https://cdn.myanimelist.net/images/anime/1308/130458.jpg,UniteUp!,12,7 Jan 2023,15 Apr 2023,"Aniplex, Sony Music Entertainment",CloverWorks,CloverWorks,Music,PG-13 - Teens 13 or older,7.05,33073307.0,4151,6468.0,11045,98
503,2023,winter,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,https://cdn.myanimelist.net/images/anime/1224/132328.jpg,解雇された暗黒兵士（30代）のスローなセカンドライフ,12,7 Jan 2023,25 Mar 2023,"Pony Canyon, Kodansha, bilibili, Good Smile Film, Bit grooove promotion",Encourage Films,Encourage Films,Light novel,PG-13 - Teens 13 or older,7.01,8090880908.0,4326,1515.0,166854,559
504,2023,winter,Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,https://cdn.myanimelist.net/images/anime/1890/131473.jpg,老後に備えて異世界で８万枚の金貨を貯めます,12,8 Jan 2023,26 Mar 2023,"Kodansha, Crunchyroll, ABC Animation, DMM.com, A-Sketch, ADK Marketing Solutions, Sankyo",Felix Film,Felix Film,Light novel,PG-13 - Teens 13 or older,6.94,5157551575.0,4643,2130.0,105648,314
505,2023,winter,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",https://cdn.myanimelist.net/images/anime/1369/139553.jpg,魔王学院の不適合者 II～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～,12,8 Jan 2023,24 Sep 2023,"Aniplex, Movic, AT-X, Tokyo MX, Q-Tec, Docomo Anime Store, Medicos Entertainment, BS11, Yomiuri TV Enterprise, Contents Seed, Kadokawa, ADK Marketing Solutions",SILVER LINK.,SILVER LINK.,Light novel,R - 17+ (violence & profanity),6.86,114121000000.0,5014,668.0,375419,4010
506,2023,winter,Boku to Roboko,https://cdn.myanimelist.net/images/anime/1986/134747.jpg,僕とロボコ,28,5 Dec 2022,19 Jun 2023,Shueisha,Gallop,Gallop,Manga,PG-13 - Teens 13 or older,6.82,29302930.0,5250,7143.0,8714,30
507,2023,winter,Kami-tachi ni Hirowareta Otoko 2nd Season,https://cdn.myanimelist.net/images/anime/1521/131469.jpg,神達に拾われた男,12,9 Jan 2023,27 Mar 2023,"Lantis, Toei Video, KlockWorx, Nikkatsu, Asmik Ace, Hobby Japan, BS Fuji, Tokyo MX, Amusement Media Academy, Crunchyroll, Hakuhodo, Exa International, Bandai Namco Music Live",Maho Film,Maho Film,Light novel,PG-13 - Teens 13 or older,6.81,5279052790.0,5301,1847.0,128473,761
508,2023,winter,Nijiyon Animation,https://cdn.myanimelist.net/images/anime/1977/135538.jpg,にじよんあにめーしょん,12,6 Jan 2023,24 Mar 2023,"Bushiroad, Kadokawa, Bandai Namco Filmworks, Bandai Namco Music Live",Sunrise,Sunrise,4-koma manga,PG-13 - Teens 13 or older,6.8,52175217.0,5328,6016.0,13269,44
509,2023,winter,Digimon Ghost Game,https://cdn.myanimelist.net/images/anime/1907/118797.jpg,デジモンゴーストゲーム,67,3 Oct 2021,26 Mar 2023,"Yomiko Advertising, Fuji TV",Toei Animation,Toei Animation,Other,PG-13 - Teens 13 or older,6.74,72627262.0,5669,4694.0,24779,165
510,2023,winter,Shadowverse Flame,https://cdn.myanimelist.net/images/anime/1877/122972.jpg,シャドウバースF（フレイム）,50,2 Apr 2022,25 Mar 2023,Sonilude,Zexcs,Zexcs,Card game,PG-13 - Teens 13 or older,6.74,15791579.0,5680,7853.0,6857,36
511,2023,winter,Cardfight!! Vanguard: will+Dress Season 2,https://cdn.myanimelist.net/images/anime/1259/131669.jpg,カードファイト!! ヴァンガード will+Dress Season2,12,14 Jan 2023,1 Apr 2023,Bushiroad,"Kinema Citrus, GIFTanimation, Studio Jemi",Kinema Citrus,Original,PG-13 - Teens 13 or older,6.71,14151415.0,5842,8715.0,5331,20
512,2023,winter,Ooyukiumi no Kaina,https://cdn.myanimelist.net/images/anime/1064/131833.jpg,大雪海のカイナ,11,12 Jan 2023,23 Mar 2023,"Sony Pictures Entertainment, Dentsu, Fuji TV, BS Fuji, bilibili, Crunchyroll, NetEase",Polygon Pictures,Polygon Pictures,Original,PG-13 - Teens 13 or older,6.68,1541715417.0,6016,3246.0,51692,172
513,2023,winter,Revenger,https://cdn.myanimelist.net/images/anime/1884/131748.jpg,REVENGER (リベンジャー),12,5 Jan 2023,23 Mar 2023,"Shochiku, AT-X, Nitroplus, flying DOG, Tokyo MX, Good Smile Company, Kansai Telecasting, Marui Group, Three S Studio",Ajia-do,Ajia-do,Original,R - 17+ (violence & profanity),6.67,2897028970.0,6092,2422.0,86847,279
514,2023,winter,Nokemono-tachi no Yoru,https://cdn.myanimelist.net/images/anime/1087/129002.jpg,ノケモノたちの夜,13,8 Jan 2023,2 Apr 2023,"Pony Canyon, KlockWorx, Studio Mausu, Shogakukan, Crunchyroll, Yomiuri TV Enterprise",Ashi Productions,Ashi Productions,Manga,PG-13 - Teens 13 or older,6.61,1403714037.0,6442,3400.0,47443,127
515,2023,winter,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",https://cdn.myanimelist.net/images/anime/1044/129594.jpg,英雄王、武を極めるため転生す ～そして、世界最強の見習い騎士♀～,12,10 Jan 2023,28 Mar 2023,"MediaNet, Nippon Columbia, KlockWorx, Hobby Japan, My Theater D.D., Muse Communication, AQUA ARIS, Bit grooove promotion, CTW",Studio Comet,Studio Comet,Light novel,PG-13 - Teens 13 or older,6.56,7430574305.0,6719,1541.0,162816,628
516,2023,winter,Eternal Boys,https://cdn.myanimelist.net/images/anime/1665/127107.jpg,永久少年 Eternal Boys,24,11 Oct 2022,28 Mar 2023,"Movic, Fuji TV, KlockWorx, Ultra Super Pictures, King Records, Fuji Creative, Kadokawa, Aeon Entertainment",LIDENFILMS,LIDENFILMS,Original,PG-13 - Teens 13 or older,6.55,23692369.0,6798,5804.0,14592,71
517,2023,winter,Megaton-kyuu Musashi 2nd Season,https://cdn.myanimelist.net/images/anime/1207/127832.jpg,メガトン級ムサシ,15,7 Oct 2022,17 Mar 2023,"None found, add some",OLM,OLM,Mixed media,PG-13 - Teens 13 or older,6.55,13681368.0,6765,9038.0,4795,16
518,2023,winter,Technoroid: Overmind,https://cdn.myanimelist.net/images/anime/1208/132388.jpg,テクノロイド OVERMIND,12,5 Jan 2023,30 Mar 2023,"TV Tokyo, Sotsu, Avex Pictures, CyberAgent, LOGIC&MAGIC, CMI",Doga Kobo,Doga Kobo,Mixed media,PG-13 - Teens 13 or older,6.53,36443644.0,6908,5576.0,16093,82
519,2023,winter,Ayakashi Triangle,https://cdn.myanimelist.net/images/anime/1078/131921.jpg,あやかしトライアングル,12,10 Jan 2023,26 Sep 2023,"Aniplex, Yomiuri Telecasting, Chugai Mining, Shueisha, BS11, Marui Group, Studio Tenjin",Connect,Connect,Manga,R+ - Mild Nudity,6.43,2095520955.0,7542,2550.0,80110,305
520,2023,winter,Spy Kyoushitsu,https://cdn.myanimelist.net/images/anime/1491/132864.jpg,スパイ教室,12,5 Jan 2023,30 Mar 2023,"Movic, AT-X, Studio Mausu, BS NTV, Kadokawa",feel.,feel.,Light novel,PG-13 - Teens 13 or older,6.4,4530745307.0,7677,1588.0,157225,709
521,2023,winter,Hyouken no Majutsushi ga Sekai wo Suberu,https://cdn.myanimelist.net/images/anime/1049/131580.jpg,冰剣の魔術師が世界を統べる,12,6 Jan 2023,24 Mar 2023,"Pony Canyon, TBS, Kodansha, BS11, Crunchyroll, DMM.com, Nichion, NichiNare, Yokohama Animation Laboratory, Bit grooove promotion",Cloud Hearts,Cloud Hearts,Light novel,PG-13 - Teens 13 or older,6.35,9092990929.0,7993,1341.0,190323,808
522,2023,winter,Hikari no Ou,https://cdn.myanimelist.net/images/anime/1787/131675.jpg,火狩りの王,10,14 Jan 2023,18 Mar 2023,"Production I.G, WOWOW, flying DOG",Signal.MD,Signal.MD,Light novel,PG-13 - Teens 13 or older,6.33,1355513555.0,8087,3405.0,47442,103
523,2023,winter,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,https://cdn.myanimelist.net/images/anime/1446/131578.jpg,人間不信の冒険者たちが世界を救うようです,12,10 Jan 2023,28 Mar 2023,"Frontier Works, Pony Canyon, Studio Mausu, Hakuhodo DY Music & Pictures, BS11, Kadokawa, Geek Pictures",Geek Toys,Geek Toys,Light novel,PG-13 - Teens 13 or older,6.33,7813178131.0,8122,1366.0,187793,699
524,2023,winter,KanColle: Itsuka Ano Umi de,https://cdn.myanimelist.net/images/anime/1907/135109.jpg,艦これ いつかあの海で,8,4 Nov 2022,25 Mar 2023,"None found, add some",ENGI,ENGI,Game,PG-13 - Teens 13 or older,6.26,59635963.0,8492,3183.0,53781,224
525,2023,winter,Majutsushi Orphen Hagure Tabi: Urbanrama-hen,https://cdn.myanimelist.net/images/anime/1388/132318.jpg,魔術士オーフェンはぐれ旅 アーバンラマ編,12,18 Jan 2023,5 Apr 2023,"WOWOW, Lantis, MediaNet, Bushiroad, BS Fuji, Nippon Television Network, Yomiuri TV Enterprise, TO Books, NetEase, Bandai Namco Music Live",Studio Deen,Studio Deen,Light novel,PG-13 - Teens 13 or older,6.15,35453545.0,9132,5373.0,17747,60
526,2023,winter,Ars no Kyojuu,https://cdn.myanimelist.net/images/anime/1866/133949.jpg,アルスの巨獣,12,7 Jan 2023,25 Mar 2023,"Mainichi Broadcasting System, Sentai Filmworks, bilibili, DMM.com, Bit grooove promotion, NetEase",Asahi Production,Asahi Production,Original,PG-13 - Teens 13 or older,6.04,1453714537.0,9732,3443.0,46582,90
527,2023,winter,The Legend of Heroes: Sen no Kiseki - Northern War,https://cdn.myanimelist.net/images/anime/1894/133297.jpg,The Legend of Heroes 閃の軌跡 Northern War,12,8 Jan 2023,26 Mar 2023,"Nihon Falcom, Crunchyroll, NADA Holdings, USERJOY Technology",Tatsunoko Production,Tatsunoko Production,Game,PG-13 - Teens 13 or older,5.64,97959795.0,11639,3798.0,39079,123
528,2023,winter,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,https://cdn.myanimelist.net/images/anime/1862/128297.jpg,真・進化の実～知らないうちに勝ち組人生～,12,14 Jan 2023,1 Apr 2023,"TV Tokyo, HoriPro, KlockWorx, Glovision, Docomo Anime Store, Futabasha, bilibili, Bushiroad Move",Hotline,Hotline,Light novel,PG-13 - Teens 13 or older,5.46,4693646936.0,12231,1995.0,116625,588
529,2023,winter,KJ File 2nd Season,https://cdn.myanimelist.net/images/anime/1416/132315.jpg,KJファイル 第2期,13,9 Jan 2023,3 Apr 2023,TV Tokyo,"ILCA, yell",ILCA,Original,PG-13 - Teens 13 or older,5.25,168168.0,12807,12066.0,1902,12
530,2023,winter,Flaglia: Natsuyasumi no Monogatari,https://cdn.myanimelist.net/images/anime/1065/129807.jpg,『FLAGLIA』～なつやすみの物語～,6,17 Jan 2023,31 Jan 2023,"None found, add some",Gaina,Gaina,Mixed media,PG-13 - Teens 13 or older,5.16,300300.0,12979,9099.0,4715,34
531,2023,winter,Inu ni Nattara Suki na Hito ni Hirowareta.,https://cdn.myanimelist.net/images/anime/1832/132333.jpg,犬になったら好きな人に拾われた。,12,7 Jan 2023,25 Mar 2023,"Kodansha, KlockWorx, Asmik Ace, King Records, WWWave",Quad,Quad,Web manga,R+ - Mild Nudity,5.05,5076450764.0,13159,1860.0,127883,669
532,2023,spring,Vinland Saga Season 2,https://cdn.myanimelist.net/images/anime/1170/124312.jpg,ヴィンランド・サガ SEASON2,24,10 Jan 2023,20 Jun 2023,"Dentsu, Kodansha, Twin Engine",MAPPA,MAPPA,Manga,R - 17+ (violence & profanity),8.81,388818000000.0,32,298.0,715626,17161
533,2023,spring,[Oshi no Ko],https://cdn.myanimelist.net/images/anime/1812/134736.jpg,【推しの子】,11,12 Apr 2023,28 Jun 2023,"Delfi Sound, Shueisha, CyberAgent, Kadokawa",Doga Kobo,Doga Kobo,Manga,PG-13 - Teens 13 or older,8.59,543513000000.0,103,198.0,922442,30208
534,2023,spring,Boku no Kokoro no Yabai Yatsu,https://cdn.myanimelist.net/images/anime/1545/133887.jpg,僕の心のヤバイやつ,12,2 Apr 2023,18 Jun 2023,"Dentsu, TV Asahi, Movic, Magic Capsule, Avex Pictures, Akita Shoten, BS Asahi, TV Asahi Music",Shin-Ei Animation,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,8.23,188156000000.0,363,683.0,369377,5473
535,2023,spring,Tengoku Daimakyou,https://cdn.myanimelist.net/images/anime/1121/133132.jpg,天国大魔境,13,1 Apr 2023,24 Jun 2023,"Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, NetEase",Production I.G,Production I.G,Manga,R - 17+ (violence & profanity),8.21,254645000000.0,382,428.0,552208,6732
536,2023,spring,Kimetsu no Yaiba: Katanakaji no Sato-hen,https://cdn.myanimelist.net/images/anime/1765/135099.jpg,鬼滅の刃 刀鍛冶の里編,11,9 Apr 2023,18 Jun 2023,"Aniplex, Shueisha",ufotable,ufotable,Manga,R - 17+ (violence & profanity),8.19,566255000000.0,408,187.0,957084,9555
537,2023,spring,Dr. Stone: New World,https://cdn.myanimelist.net/images/anime/1316/136268.jpg,Dr.STONE NEW WORLD,11,6 Apr 2023,15 Jun 2023,"TOHO animation, Shueisha",TMS Entertainment,TMS Entertainment,Manga,PG-13 - Teens 13 or older,8.15,237635000000.0,461,454.0,522103,3215
538,2023,spring,Skip to Loafer,https://cdn.myanimelist.net/images/anime/1518/138730.jpg,スキップとローファー,12,4 Apr 2023,20 Jun 2023,"Kodansha, Kansai Telecasting, Crunchyroll, A-Sketch, DMM pictures, DMM Music, NetEase",P.A. Works,P.A. Works,Manga,PG-13 - Teens 13 or older,8.12,140331000000.0,499,870.0,302493,3513
539,2023,spring,Golden Kamuy 4th Season,https://cdn.myanimelist.net/images/anime/1855/128059.jpg,ゴールデンカムイ,13,3 Oct 2022,26 Jun 2023,"NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine",Brain's Base,Brain's Base,Manga,R - 17+ (violence & profanity),8.12,3924339243.0,495,2117.0,106775,618
540,2023,spring,Jigokuraku,https://cdn.myanimelist.net/images/anime/1075/131925.jpg,地獄楽,13,1 Apr 2023,1 Jul 2023,Twin Engine,MAPPA,MAPPA,Manga,R - 17+ (violence & profanity),8.09,426563000000.0,530,258.0,794047,8651
541,2023,spring,Kimi wa Houkago Insomnia,https://cdn.myanimelist.net/images/anime/1402/134007.jpg,君は放課後インソムニア,13,11 Apr 2023,4 Jul 2023,"TV Tokyo, Pony Canyon, Ultra Super Pictures, Shogakukan, MAGNET, CHOCOLATE",LIDENFILMS,LIDENFILMS,Manga,PG-13 - Teens 13 or older,8.07,9221692216.0,572,1078.0,240522,2214
542,2023,spring,Niehime to Kemono no Ou,https://cdn.myanimelist.net/images/anime/1397/133339.jpg,贄姫と獣の王,24,20 Apr 2023,28 Sep 2023,"Pony Canyon, Hakusensha, BS11, Crunchyroll, Contents Seed, WOWMAX",J.C.Staff,J.C.Staff,Manga,PG-13 - Teens 13 or older,7.94,2758127581.0,749,2401.0,87829,628
