,jp_title,en_title,char_name,fav,img
0,[Oshi no Ko] 2nd Season,[Oshi No Ko] Season 2,Kana Arima (有馬 かな),"Member Favorites: 8,782",https://cdn.myanimelist.net/images/characters/6/503733.jpg
1,[Oshi no Ko] 2nd Season,[Oshi No Ko] Season 2,Akane Kurokawa (黒川 あかね),"Member Favorites: 5,400",https://cdn.myanimelist.net/images/characters/5/512681.jpg
2,[Oshi no Ko] 2nd Season,[Oshi No Ko] Season 2,Aquamarine Hoshino (星野 愛久愛海),"Member Favorites: 5,098",https://cdn.myanimelist.net/images/characters/8/512509.jpg
3,[Oshi no Ko] 2nd Season,[Oshi No Ko] Season 2,Ai Hoshino (星野 アイ),"Member Favorites: 7,684",https://cdn.myanimelist.net/images/characters/6/496453.jpg
4,[Oshi no Ko] 2nd Season,[Oshi No Ko] Season 2,Ruby Hoshino (星野 瑠美衣),"Member Favorites: 2,569",https://cdn.myanimelist.net/images/characters/5/496454.jpg
5,[Oshi no Ko] 2nd Season,[Oshi No Ko] Season 2,Mem-Cho  (MEMちょ),Member Favorites: 793,https://cdn.myanimelist.net/images/characters/8/507015.jpg
6,[Oshi no Ko] 2nd Season,[Oshi No Ko] Season 2,Miyako Saitou (斉藤 ミヤコ),Member Favorites: 356,https://cdn.myanimelist.net/images/characters/11/511321.jpg
7,[Oshi no Ko] 2nd Season,[Oshi No Ko] Season 2,Taishi Gotanda (五反田 泰志),Member Favorites: 214,https://cdn.myanimelist.net/images/characters/7/508843.jpg
8,[Oshi no Ko] 2nd Season,[Oshi No Ko] Season 2,Gorou Amamiya (雨宮 吾郎),Member Favorites: 166,https://cdn.myanimelist.net/images/characters/12/507962.jpg
9,[Oshi no Ko] 2nd Season,[Oshi No Ko] Season 2,Sarina Tendouji (天童寺 さりな),Member Favorites: 124,https://cdn.myanimelist.net/images/characters/7/512492.jpg
10,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,Alisa Mikhailovna Kujou (アリサ・ミハイロヴナ・九条),"Member Favorites: 2,643",https://cdn.myanimelist.net/images/characters/5/536830.jpg
11,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,Masachika Kuze (久世 政近),Member Favorites: 419,https://cdn.myanimelist.net/images/characters/4/536831.jpg
12,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,Yuki Suou (周防 有希),"Member Favorites: 1,675",https://cdn.myanimelist.net/images/characters/2/536832.jpg
13,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,Maria Mikhailovna Kujou (マリヤ・ミハイロヴナ・九条),Member Favorites: 481,https://cdn.myanimelist.net/images/characters/13/536833.jpg
14,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,Ayano Kimishima (君嶋 綾乃),Member Favorites: 78,https://cdn.myanimelist.net/images/characters/6/536829.jpg
15,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,Nonoa Miyamae (宮前 乃々亜),Member Favorites: 59,https://cdn.myanimelist.net/images/characters/12/562236.jpg
16,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,Chisaki Sarashina (更科 茅咲),Member Favorites: 24,https://cdn.myanimelist.net/images/characters/12/558852.jpg
17,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,Sayaka Taniyama (谷山 沙也加),Member Favorites: 10,https://cdn.myanimelist.net/images/characters/9/561184.jpg
18,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,Akemi Kujou (九条 暁海),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/5/561195.jpg
19,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,Touya Kenzaki (剣崎 冬也),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/5/549512.jpg
20,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,Will Serfort (ウィル・セルフォルト),Member Favorites: 156,https://cdn.myanimelist.net/images/characters/8/537716.jpg
21,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,Elfaria Albis Serfort (エルファリア・アルヴィス・セルフォルト),Member Favorites: 154,https://cdn.myanimelist.net/images/characters/2/563704.jpg
22,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,Colette Loire (コレット・ロワール),Member Favorites: 36,https://cdn.myanimelist.net/images/characters/11/539536.jpg
23,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,Lihanna Owenzaus (リアーナ・オーウェンザウス),Member Favorites: 33,https://cdn.myanimelist.net/images/characters/9/543246.jpg
24,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,Kiki  (キキ),Member Favorites: 25,https://cdn.myanimelist.net/images/characters/6/539538.jpg
25,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,Rosti Nauman (ロスティ・ナウマン),Member Favorites: 16,https://cdn.myanimelist.net/images/characters/9/549485.jpg
26,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,Sion Ulster (シオン・アルスター),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/5/539537.jpg
27,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,Zeo Torzeus Reinbolt (ゼオ・トルゼウス・ラインボルト),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/16/559440.jpg
28,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,Workner Norgram (ワークナー・ノーグラム),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/549486.jpg
29,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,Julius Reinberg (ユリウス・レインバーグ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/3/543245.jpg
30,Kami no Tou: Ouji no Kikan,Tower of God Season 2: Return of the Prince,Twenty-Fifth Bam  (스물다섯번째 밤 / 夜),"Member Favorites: 2,560",https://cdn.myanimelist.net/images/characters/10/402809.jpg
31,Kami no Tou: Ouji no Kikan,Tower of God Season 2: Return of the Prince,Wangnan Ja (자 왕난 / 王野成),Member Favorites: 104,https://cdn.myanimelist.net/images/characters/4/412667.jpg
32,Kami no Tou: Ouji no Kikan,Tower of God Season 2: Return of the Prince,Aguero Agnes Khun (쿤 아게로 아그니스 / クン・アゲロ・アグネス),"Member Favorites: 4,349",https://cdn.myanimelist.net/images/characters/4/402810.jpg
33,Kami no Tou: Ouji no Kikan,Tower of God Season 2: Return of the Prince,Endorsi Jahad (엔도르시 자하드 / エンドロシ・ザハード),"Member Favorites: 1,257",https://cdn.myanimelist.net/images/characters/6/407591.jpg
34,Kami no Tou: Ouji no Kikan,Tower of God Season 2: Return of the Prince,Rak Wraithraiser (라크 레크레이셔 / ラーク・レクレイシャー),"Member Favorites: 1,246",https://cdn.myanimelist.net/images/characters/15/414602.jpg
35,Kami no Tou: Ouji no Kikan,Tower of God Season 2: Return of the Prince,Ha Yuri Jahad (하 유리 자하드 / ユリ・ザハード),Member Favorites: 996,https://cdn.myanimelist.net/images/characters/14/409963.jpg
36,Kami no Tou: Ouji no Kikan,Tower of God Season 2: Return of the Prince,Hwaryun  (화련 / カレン),Member Favorites: 653,https://cdn.myanimelist.net/images/characters/3/412770.jpg
37,Kami no Tou: Ouji no Kikan,Tower of God Season 2: Return of the Prince,Urek Mazino (우렉 마지노),Member Favorites: 509,https://cdn.myanimelist.net/images/characters/12/471502.jpg
38,Kami no Tou: Ouji no Kikan,Tower of God Season 2: Return of the Prince,Rachel  (라헬 / ラヘル),Member Favorites: 335,https://cdn.myanimelist.net/images/characters/4/401941.jpg
39,Kami no Tou: Ouji no Kikan,Tower of God Season 2: Return of the Prince,Yihwa Yeon (연 이화 / 蓮梨花),Member Favorites: 123,https://cdn.myanimelist.net/images/characters/3/561417.jpg
40,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,Anna Yanami (八奈見 杏菜),"Member Favorites: 1,603",https://cdn.myanimelist.net/images/characters/16/542560.jpg
41,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,Lemon Yakishio (焼塩 檸檬),Member Favorites: 398,https://cdn.myanimelist.net/images/characters/11/542562.jpg
42,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,Chika Komari (小鞠 知花),Member Favorites: 324,https://cdn.myanimelist.net/images/characters/15/542561.jpg
43,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,Kazuhiko Nukumizu (温水 和彦),Member Favorites: 181,https://cdn.myanimelist.net/images/characters/9/542556.jpg
44,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,Kaju Nukumizu (温水 佳樹),Member Favorites: 92,https://cdn.myanimelist.net/images/characters/4/552228.jpg
45,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,Yumeko Shikiya (志喜屋 夢子),Member Favorites: 87,https://cdn.myanimelist.net/images/characters/9/557519.jpg
46,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,Tiara Basori (馬剃 天愛星),Member Favorites: 47,https://cdn.myanimelist.net/images/characters/6/560801.jpg
47,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,Sayo Konuki (小抜 小夜),Member Favorites: 21,https://cdn.myanimelist.net/images/characters/3/556893.jpg
48,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,Konami Amanatsu (甘夏 古奈美),Member Favorites: 10,https://cdn.myanimelist.net/images/characters/7/556129.jpg
49,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,Koto Tsukinoki (月之木 古都),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/13/552229.jpg
50,Shikanoko Nokonoko Koshitantan,My Deer Friend Nokotan,Noko Shikanoko (鹿乃子のこ),Member Favorites: 602,https://cdn.myanimelist.net/images/characters/6/542119.jpg
51,Shikanoko Nokonoko Koshitantan,My Deer Friend Nokotan,Meme Bashame (馬車芽めめ),Member Favorites: 250,https://cdn.myanimelist.net/images/characters/13/542122.jpg
52,Shikanoko Nokonoko Koshitantan,My Deer Friend Nokotan,Torako Koshi (虎視虎子),Member Favorites: 149,https://cdn.myanimelist.net/images/characters/6/542120.jpg
