jp_title;char_name;fav;img
Tokyo Revengers;Takashi Mitsuya (三ツ谷 隆);2048;https://cdn.myanimelist.net/images/characters/4/388013.jpg
Tokyo Revengers;Kazutora Hanemiya (羽宮 一虎);1261;https://cdn.myanimelist.net/images/characters/15/387997.jpg
Tokyo Revengers;Shuuji Hanma (半間 修二);579;https://cdn.myanimelist.net/images/characters/10/457022.jpg
Tokyo Revengers;Hinata Tachibana (橘 日向);567;https://cdn.myanimelist.net/images/characters/3/441454.jpg
Tokyo Revengers;Nahoya Kawata (河田 ナホヤ);361;https://cdn.myanimelist.net/images/characters/16/397159.jpg
Boku no Hero Academia 5th Season;Izuku Midoriya (緑谷 出久);25536;https://cdn.myanimelist.net/images/characters/7/299404.jpg
Boku no Hero Academia 5th Season;Shouto Todoroki (轟 焦凍);25439;https://cdn.myanimelist.net/images/characters/12/332527.jpg
Boku no Hero Academia 5th Season;Katsuki Bakugou (爆豪 勝己);23065;https://cdn.myanimelist.net/images/characters/12/299406.jpg
Boku no Hero Academia 5th Season;All Might  (オール・マイト);9776;https://cdn.myanimelist.net/images/characters/14/310613.jpg
Boku no Hero Academia 5th Season;Shouta Aizawa (相澤 消太);7842;https://cdn.myanimelist.net/images/characters/8/301855.jpg
Boku no Hero Academia 5th Season;Eijirou Kirishima (切島 鋭児郎);6107;https://cdn.myanimelist.net/images/characters/11/329529.jpg
Boku no Hero Academia 5th Season;Himiko Toga (渡我 被身子);5625;https://cdn.myanimelist.net/images/characters/7/485281.jpg
Boku no Hero Academia 5th Season;Ochako Uraraka (麗日 お茶子);5605;https://cdn.myanimelist.net/images/characters/9/299421.jpg
Boku no Hero Academia 5th Season;Dabi  (荼毘);5001;https://cdn.myanimelist.net/images/characters/6/454749.jpg
Boku no Hero Academia 5th Season;Tsuyu Asui (蛙吹 梅雨);4673;https://cdn.myanimelist.net/images/characters/10/299409.jpg
Fumetsu no Anata e;Fushi  (不死 (フシ));3666;https://cdn.myanimelist.net/images/characters/11/414023.jpg
Fumetsu no Anata e;Gugu  (グーグー);1558;https://cdn.myanimelist.net/images/characters/4/444410.jpg
Fumetsu no Anata e;March  (マーチ);509;https://cdn.myanimelist.net/images/characters/15/409837.jpg
Fumetsu no Anata e;Parona  (パロナ);283;https://cdn.myanimelist.net/images/characters/7/484303.jpg
Fumetsu no Anata e;Pyoran  (ピオラン);106;https://cdn.myanimelist.net/images/characters/15/414020.jpg
Fumetsu no Anata e;Joan  (ジョアン);99;https://cdn.myanimelist.net/images/characters/9/444277.jpg
Fumetsu no Anata e;Kansatsusha  (観察者);98;https://cdn.myanimelist.net/images/characters/5/414022.jpg
Fumetsu no Anata e;Tonari Dalton (トナリ・ダルトン);69;https://cdn.myanimelist.net/images/characters/6/498178.jpg
Fumetsu no Anata e;Hayase  (ハヤセ);59;https://cdn.myanimelist.net/images/characters/7/414018.jpg
Fumetsu no Anata e;Rynn Cropp (リーン・クロップ);46;https://cdn.myanimelist.net/images/characters/2/452738.jpg
Boruto: Naruto Next Generations;Boruto Uzumaki (うずまき ボルト);1967;https://cdn.myanimelist.net/images/characters/2/292447.jpg
Boruto: Naruto Next Generations;Sarada Uchiha (うちは サラダ);1223;https://cdn.myanimelist.net/images/characters/5/292448.jpg
Boruto: Naruto Next Generations;Mitsuki  (ミツキ);988;https://cdn.myanimelist.net/images/characters/13/435397.jpg
Boruto: Naruto Next Generations;Kawaki  (カワキ);591;https://cdn.myanimelist.net/images/characters/8/368951.jpg
Boruto: Naruto Next Generations;Naruto Uzumaki (うずまき ナルト);85284;https://cdn.myanimelist.net/images/characters/12/61330.jpg
Boruto: Naruto Next Generations;Kakashi Hatake (はたけ カカシ);48134;https://cdn.myanimelist.net/images/characters/7/284129.jpg
Boruto: Naruto Next Generations;Sasuke Uchiha (うちは サスケ);29270;https://cdn.myanimelist.net/images/characters/9/131317.jpg
Boruto: Naruto Next Generations;Shikamaru Nara (奈良 シカマル);18036;https://cdn.myanimelist.net/images/characters/3/131315.jpg
Boruto: Naruto Next Generations;Jiraiya  (自来也);14539;https://cdn.myanimelist.net/images/characters/15/68618.jpg
Boruto: Naruto Next Generations;Gaara  (我愛羅);13087;https://cdn.myanimelist.net/images/characters/10/293375.jpg
Meitantei Conan;Conan Edogawa (江戸川 コナン);7467;https://cdn.myanimelist.net/images/characters/11/308347.jpg
Meitantei Conan;Ai Haibara (灰原 哀);2544;https://cdn.myanimelist.net/images/characters/14/146141.jpg
Meitantei Conan;Ran Mouri (毛利 蘭);946;https://cdn.myanimelist.net/images/characters/4/308335.jpg
Meitantei Conan;Kogorou Mouri (毛利 小五郎);568;https://cdn.myanimelist.net/images/characters/3/146129.jpg
Meitantei Conan;Hiroshi Agasa (阿笠 博士);78;https://cdn.myanimelist.net/images/characters/6/146131.jpg
Meitantei Conan;Ayumi Yoshida (吉田 歩美);60;https://cdn.myanimelist.net/images/characters/5/146209.jpg
Meitantei Conan;Mitsuhiko Tsuburaya (円谷 光彦);41;https://cdn.myanimelist.net/images/characters/15/146211.jpg
Meitantei Conan;Genta Kojima (小嶋 元太);34;https://cdn.myanimelist.net/images/characters/12/238943.jpg
Meitantei Conan;Kaito Kuroba (黒羽 快斗);4189;https://cdn.myanimelist.net/images/characters/6/279396.jpg
Meitantei Conan;Shuuichi Akai (赤井 秀一);1874;https://cdn.myanimelist.net/images/characters/3/208069.jpg
Mairimashita! Iruma-kun 2nd Season;Iruma Suzuki (鈴木 入間);1970;https://cdn.myanimelist.net/images/characters/8/393167.jpg
Mairimashita! Iruma-kun 2nd Season;Clara Valac (ウァラク・クララ);1496;https://cdn.myanimelist.net/images/characters/15/391918.jpg
Mairimashita! Iruma-kun 2nd Season;Alice Asmodeus (アスモデウス ・アリス);526;https://cdn.myanimelist.net/images/characters/6/557613.jpg
Mairimashita! Iruma-kun 2nd Season;Amelie Azazel (アザゼル・アメリ);1799;https://cdn.myanimelist.net/images/characters/10/390546.jpg
Mairimashita! Iruma-kun 2nd Season;Opera  (オペラ);468;https://cdn.myanimelist.net/images/characters/13/397497.jpg
Mairimashita! Iruma-kun 2nd Season;Kalego Naberius (ナベリウス・カルエゴ);249;https://cdn.myanimelist.net/images/characters/2/399612.jpg
Mairimashita! Iruma-kun 2nd Season;Sullivan  (サリバン);238;https://cdn.myanimelist.net/images/characters/12/399617.jpg
Mairimashita! Iruma-kun 2nd Season;Shichirou Balam (バラム・シチロウ);148;https://cdn.myanimelist.net/images/characters/12/439945.jpg
Mairimashita! Iruma-kun 2nd Season;Kirio Ami (アミィ・キリヲ);99;https://cdn.myanimelist.net/images/characters/7/416736.jpg
Mairimashita! Iruma-kun 2nd Season;Lead Shax (シャックス・リード);86;https://cdn.myanimelist.net/images/characters/7/402904.jpg
Shaman King (2021);You Asakura (麻倉 葉);2746;https://cdn.myanimelist.net/images/characters/4/60123.jpg
Shaman King (2021);Hao Asakura (朝倉 ハオ);1243;https://cdn.myanimelist.net/images/characters/14/251443.jpg
Shaman King (2021);Anna Kyouyama (恐山 アンナ);660;https://cdn.myanimelist.net/images/characters/8/86806.jpg
Shaman King (2021);Ren Tao (道 蓮);537;https://cdn.myanimelist.net/images/characters/4/570727.jpg
Shaman King (2021);Amidamaru  (阿弥陀丸);221;https://cdn.myanimelist.net/images/characters/3/60102.jpg
Shaman King (2021);Manta Oyamada (小山田 まん太);69;https://cdn.myanimelist.net/images/characters/11/428595.jpg
Shaman King (2021);Johann Faust VIII (ファウストⅧ世);348;https://cdn.myanimelist.net/images/characters/12/110873.jpg
Shaman King (2021);Horokeu Usui (碓氷 ホロケウ);333;https://cdn.myanimelist.net/images/characters/13/81877.jpg
Shaman King (2021);Ryuunosuke Umemiya (梅宮 竜之介);199;https://cdn.myanimelist.net/images/characters/8/460117.jpg
Shaman King (2021);Lyserg Diethel (リゼルグ・ダイゼル);104;https://cdn.myanimelist.net/images/characters/7/110874.jpg
Edens Zero;Shiki Granbell (シキ・グランベル);328;https://cdn.myanimelist.net/images/characters/2/496669.jpg
Edens Zero;Homura Kougetsu (ホムラ・コウゲツ);256;https://cdn.myanimelist.net/images/characters/2/496671.jpg
Edens Zero;Rebecca Bluegarden (レベッカ・ブルーガーデン);254;https://cdn.myanimelist.net/images/characters/2/436236.jpg
Edens Zero;Weisz Steiner (ワイズ・シュタイナー);105;https://cdn.myanimelist.net/images/characters/3/483985.jpg
Edens Zero;Happy  (ハッピー);74;https://cdn.myanimelist.net/images/characters/11/496523.jpg
Edens Zero;E.M. Pino  (EMピーノ);63;https://cdn.myanimelist.net/images/characters/3/441449.jpg
Edens Zero;Sister Ivry (シスター・イヴリィ);69;https://cdn.myanimelist.net/images/characters/16/476644.jpg
Edens Zero;Hermit Mio (ハーミット・ミオ);61;https://cdn.myanimelist.net/images/characters/16/496672.jpg
Edens Zero;Elsie Crimson (エルシー・クリムゾン);46;https://cdn.myanimelist.net/images/characters/7/436856.jpg
Edens Zero;Witch Regret (ウィッチ・リグレット);22;https://cdn.myanimelist.net/images/characters/13/496670.jpg
Kingdom 3rd Season;Xin  (信);3163;https://cdn.myanimelist.net/images/characters/2/241101.jpg
Kingdom 3rd Season;Qiang Lei (羌 瘣);1562;https://cdn.myanimelist.net/images/characters/10/320932.jpg
Kingdom 3rd Season;Zheng Ying (嬴 政);536;https://cdn.myanimelist.net/images/characters/6/212991.jpg
Kingdom 3rd Season;Diao He Liao (河了 貂);160;https://cdn.myanimelist.net/images/characters/4/236689.jpg
Kingdom 3rd Season;Qi Wang (王 騎);1943;https://cdn.myanimelist.net/images/characters/3/240321.jpg
Kingdom 3rd Season;Yi Huan (桓騎);1024;https://cdn.myanimelist.net/images/characters/11/523115.jpg
Kingdom 3rd Season;Jian Wang (王翦);293;https://cdn.myanimelist.net/images/characters/12/247015.jpg
Kingdom 3rd Season;Biao Gong (麃 公);243;https://cdn.myanimelist.net/images/characters/4/240349.jpg
Kingdom 3rd Season;Mu Li (李 牧);215;https://cdn.myanimelist.net/images/characters/14/247013.jpg
Kingdom 3rd Season;Tian Meng (蒙恬);174;https://cdn.myanimelist.net/images/characters/5/225825.jpg
Crayon Shin-chan;Shinnosuke Nohara (野原 新の助);1100;https://cdn.myanimelist.net/images/characters/12/137089.jpg
Crayon Shin-chan;Hiroshi Nohara (野原 広志);100;https://cdn.myanimelist.net/images/characters/13/137107.jpg
Crayon Shin-chan;Misae Nohara (野原 みさえ);51;https://cdn.myanimelist.net/images/characters/8/128042.jpg
Crayon Shin-chan;Himawari Nohara (野原 ひまわり);30;https://cdn.myanimelist.net/images/characters/2/137111.jpg
Crayon Shin-chan;Buriburizaemon  (ぶりぶりざえもん);82;https://cdn.myanimelist.net/images/characters/8/278659.jpg
Crayon Shin-chan;Shiro  (シロ);61;https://cdn.myanimelist.net/images/characters/7/137109.jpg
Crayon Shin-chan;Boo-chan  (ボーちゃん);37;https://cdn.myanimelist.net/images/characters/16/12520.jpg
Crayon Shin-chan;Goutarou Gou (郷 剛太郎);31;https://cdn.myanimelist.net/images/characters/4/282050.jpg
Crayon Shin-chan;Tooru Kazama (風間 トオル);18;https://cdn.myanimelist.net/images/characters/11/12530.jpg
Crayon Shin-chan;Ume Matsuzaka (まつざか 梅);8;https://cdn.myanimelist.net/images/characters/11/312257.jpg
Dragon Quest: Dai no Daibouken (2020);Popp  (ポップ);300;https://cdn.myanimelist.net/images/characters/10/486244.jpg
Dragon Quest: Dai no Daibouken (2020);Dai  (ダイ);115;https://cdn.myanimelist.net/images/characters/14/457016.jpg
Dragon Quest: Dai no Daibouken (2020);Hyunckel  (ヒュンケル);48;https://cdn.myanimelist.net/images/characters/4/409765.jpg
Dragon Quest: Dai no Daibouken (2020);Maam  (マァム);19;https://cdn.myanimelist.net/images/characters/12/409766.jpg
Dragon Quest: Dai no Daibouken (2020);Leona  (レオナ);13;https://cdn.myanimelist.net/images/characters/7/409768.jpg
Dragon Quest: Dai no Daibouken (2020);Baran   (バラン);37;https://cdn.myanimelist.net/images/characters/14/416933.jpg
Dragon Quest: Dai no Daibouken (2020);Hadlar  (ハドラー);33;https://cdn.myanimelist.net/images/characters/3/416928.jpg
Dragon Quest: Dai no Daibouken (2020);Avan De Zinuar III (アバン＝デ＝ジニュアール3世);31;https://cdn.myanimelist.net/images/characters/6/120364.jpg
Dragon Quest: Dai no Daibouken (2020);Crocodine  (クロコダイン);29;https://cdn.myanimelist.net/images/characters/15/416939.jpg
Dragon Quest: Dai no Daibouken (2020);Vearn  (バーン);9;https://cdn.myanimelist.net/images/characters/11/545516.jpg
Blue Reflection Ray;Ruka Hanari (羽成 瑠夏);10;https://cdn.myanimelist.net/images/characters/4/435109.jpg
Blue Reflection Ray;Hiori Hirahara (平原 陽桜莉);8;https://cdn.myanimelist.net/images/characters/11/435110.jpg
Blue Reflection Ray;Mio Hirahara (平原 美弦);3;https://cdn.myanimelist.net/images/characters/15/454781.jpg
Blue Reflection Ray;Uta Komagawa (駒川 詩);15;https://cdn.myanimelist.net/images/characters/14/458815.jpg
Blue Reflection Ray;Nina Yamada (山田 仁菜);10;https://cdn.myanimelist.net/images/characters/13/453983.jpg
Blue Reflection Ray;Momo Tanabe (田辺 百);7;https://cdn.myanimelist.net/images/characters/6/435107.jpg
Blue Reflection Ray;Miyako Shirakaba (白樺 都);6;https://cdn.myanimelist.net/images/characters/14/435108.jpg
Blue Reflection Ray;Shino Mizusaki (水崎 紫乃);5;https://cdn.myanimelist.net/images/characters/2/487293.jpg
Blue Reflection Ray;Yuri Saiki (斎木 有理);3;https://cdn.myanimelist.net/images/characters/11/497486.jpg
Blue Reflection Ray;Ryoka Tachibana (橘 涼楓);3;https://cdn.myanimelist.net/images/characters/14/487294.jpg
Maiko-san Chi no Makanai-san;Kiyo  Nozuki (野月 キヨ);21;https://cdn.myanimelist.net/images/characters/9/496910.jpg
Maiko-san Chi no Makanai-san;Sumire Herai (戸来 すみれ);4;https://cdn.myanimelist.net/images/characters/15/446654.jpg
Maiko-san Chi no Makanai-san;Tsurukoma  (つる駒);2;https://cdn.myanimelist.net/images/characters/12/469961.jpg
Maiko-san Chi no Makanai-san;Kiyo's Grandma  ;1;https://cdn.myanimelist.net/images/characters/11/469960.jpg
Maiko-san Chi no Makanai-san;Kenta Nakanowatari (中渡 健太);1;https://cdn.myanimelist.net/images/characters/5/470055.jpg
Maiko-san Chi no Makanai-san;Sensei  ;0;https://cdn.myanimelist.net/images/characters/13/469963.jpg
Maiko-san Chi no Makanai-san;Cooking Auntie  ;0;https://cdn.myanimelist.net/images/characters/12/469959.jpg
Maiko-san Chi no Makanai-san;Big Brother  (おにいさん);0;
Maiko-san Chi no Makanai-san;Ichi's Mother  (市のおかあさん);0;https://cdn.myanimelist.net/images/characters/14/465426.jpg
Maiko-san Chi no Makanai-san;Momoko  (百子);0;https://cdn.myanimelist.net/images/characters/5/469962.jpg
Yu☆Gi☆Oh! Sevens;Yuuga Oudou (王道 遊我);20;https://cdn.myanimelist.net/images/characters/4/403225.jpg
Yu☆Gi☆Oh! Sevens;Tatsuhisa Kamijou (上城 龍久);19;https://cdn.myanimelist.net/images/characters/5/548419.jpg
Yu☆Gi☆Oh! Sevens;Romin Kirishima (霧島 ロミン);15;https://cdn.myanimelist.net/images/characters/13/462969.jpg
Yu☆Gi☆Oh! Sevens;Gakuto Sougetsu (蒼月 学人);4;https://cdn.myanimelist.net/images/characters/5/462970.jpg
Yu☆Gi☆Oh! Sevens;Mana  (マナ);171;https://cdn.myanimelist.net/images/characters/12/298391.jpg
Yu☆Gi☆Oh! Sevens;Mahado  (マハード / ブラック・マジシャン);16;https://cdn.myanimelist.net/images/characters/15/120937.jpg
Yu☆Gi☆Oh! Sevens;Mimi Atachi (安立 ミミ);6;https://cdn.myanimelist.net/images/characters/5/434070.jpg
Yu☆Gi☆Oh! Sevens;Nail Saionji (西園寺 ネイル);3;https://cdn.myanimelist.net/images/characters/11/502806.jpg
Yu☆Gi☆Oh! Sevens;Roa Kirishima (霧島 ロア);2;https://cdn.myanimelist.net/images/characters/6/502807.jpg
Yu☆Gi☆Oh! Sevens;Nanaho Nanahoshi (七星 ナナホ);1;https://cdn.myanimelist.net/images/characters/16/495474.jpg
Tropical-Rouge! Precure;Laura Apollodoros Hyginus La Mer (ローラ);89;https://cdn.myanimelist.net/images/characters/5/427478.jpg
Tropical-Rouge! Precure;Manatsu Natsuumi (夏海 まなつ);39;https://cdn.myanimelist.net/images/characters/16/427470.jpg
Tropical-Rouge! Precure;Sango Suzumura (涼村 さんご);34;https://cdn.myanimelist.net/images/characters/7/427472.jpg
Tropical-Rouge! Precure;Minori Ichinose (一之瀬 みのり);20;https://cdn.myanimelist.net/images/characters/9/427474.jpg
Tropical-Rouge! Precure;Asuka Takizawa (滝沢 あすか);19;https://cdn.myanimelist.net/images/characters/8/427475.jpg
Tropical-Rouge! Precure;Kururun  (くるるん);20;https://cdn.myanimelist.net/images/characters/16/426959.jpg
Tropical-Rouge! Precure;Aoi Natsuumi (夏海 碧);1;https://cdn.myanimelist.net/images/characters/14/437524.jpg
Tropical-Rouge! Precure;Chongire  (チョンギーレ);1;https://cdn.myanimelist.net/images/characters/6/437520.jpg
Tropical-Rouge! Precure;Saki Sakuragawa (桜川 咲);1;https://cdn.myanimelist.net/images/characters/6/437529.jpg
Tropical-Rouge! Precure;Yuriko Shiratori (白鳥百 合子);1;https://cdn.myanimelist.net/images/characters/10/438290.jpg
Sazae-san;Sazae Fuguta (フグ田 サザエ);4;https://cdn.myanimelist.net/images/characters/4/212667.jpg
Sazae-san;Namihei Isono (磯野 波平);2;https://cdn.myanimelist.net/images/characters/12/239583.jpg
Sazae-san;Tarao Fuguta (フグ田タラオ);2;https://cdn.myanimelist.net/images/characters/10/285451.jpg
Sazae-san;Katsuo Isono (磯野 カツオ);1;https://cdn.myanimelist.net/images/characters/15/216123.jpg
Sazae-san;Fune Isono (磯野フネ);1;https://cdn.myanimelist.net/images/characters/9/216053.jpg
Sazae-san;Masuo Fuguta (フグ田 マスオ);0;https://cdn.myanimelist.net/images/characters/15/567806.jpg
Sazae-san;Wakame Isono (磯野ワカメ);0;https://cdn.myanimelist.net/images/characters/11/240101.jpg
Sazae-san;Tonari no Obaa-san  (となりのおばあさん);2;https://cdn.myanimelist.net/images/characters/6/216435.jpg
Sazae-san;Anago  ;1;https://cdn.myanimelist.net/images/characters/13/568771.jpg
Sazae-san;Ikura Namino (波野 イクラ);0;https://cdn.myanimelist.net/images/characters/12/568770.jpg
Chibi Maruko-chan (1995);Momoko Sakura (さくら ももこ);97;https://cdn.myanimelist.net/images/characters/15/118537.jpg
Chibi Maruko-chan (1995);Sakiko Sakura (さくらさきこ);4;https://cdn.myanimelist.net/images/characters/3/111887.jpg
Chibi Maruko-chan (1995);Tomozou Sakura (さくら 友蔵);4;https://cdn.myanimelist.net/images/characters/16/300675.jpg
Chibi Maruko-chan (1995);Shouta Yamada (山田 笑太);2;https://cdn.myanimelist.net/images/characters/14/407385.jpg
Chibi Maruko-chan (1995);Kazuhiko Hanawa (花輪 和彦);2;https://cdn.myanimelist.net/images/characters/2/51974.jpg
Chibi Maruko-chan (1995);Tsuyoshi Yamane (山根 強);2;https://cdn.myanimelist.net/images/characters/3/407384.jpg
Chibi Maruko-chan (1995);Tamae Honami (穂波 たまえ);2;https://cdn.myanimelist.net/images/characters/11/215661.jpg
Chibi Maruko-chan (1995);Shigeru Fujiki (藤木 茂);1;https://cdn.myanimelist.net/images/characters/13/406723.jpg
Chibi Maruko-chan (1995);Kenichi Oono (大野 けんいち);1;https://cdn.myanimelist.net/images/characters/7/406731.jpg
Chibi Maruko-chan (1995);Sueo Maruo (丸尾 末男);1;https://cdn.myanimelist.net/images/characters/11/369533.jpg
Bonobono (TV 2016);Bonobono  (ぼのぼの);24;https://cdn.myanimelist.net/images/characters/8/294796.jpg
Bonobono (TV 2016);Sunadorineko  (スナドリネコ);3;https://cdn.myanimelist.net/images/characters/12/322969.jpg
Bonobono (TV 2016);Shimarisu  (シマリス);3;https://cdn.myanimelist.net/images/characters/2/327656.jpg
Bonobono (TV 2016);Araiguma  (アライグマ);3;https://cdn.myanimelist.net/images/characters/13/327655.jpg
Bonobono (TV 2016);Shimacchau Ojisan  (しまっちゃうおじさん);2;https://cdn.myanimelist.net/images/characters/13/480790.jpg
Bonobono (TV 2016);Rosshi  (ロッシ);1;https://cdn.myanimelist.net/images/characters/8/527504.jpg
Bonobono (TV 2016);Daisu  (ダイス);0;https://cdn.myanimelist.net/images/characters/8/527505.jpg
Bonobono (TV 2016);Araiguma-kun no Otousan  (アライグマくんのお父さん);0;https://cdn.myanimelist.net/images/characters/6/369480.jpg
Dinosaur Biyori;Stenonychosaurus  (ステノニコサウルス);1;
Dinosaur Biyori;Tyrannosaurus  (ティラノサウルス);1;
Dinosaur Biyori;Triceratops  (トリケラトプス);0;
Mazica Party;Barunya  (バルニャー);2;https://cdn.myanimelist.net/images/characters/12/436828.jpg
Mazica Party;Kanna  (カンナ);0;https://cdn.myanimelist.net/images/characters/3/436830.jpg
Mazica Party;Anya de Glengard XII (アーニャ・ド・ グレンガルド十二世);0;https://cdn.myanimelist.net/images/characters/6/436829.jpg
Mazica Party;Kuracchi  (クラっち);0;https://cdn.myanimelist.net/images/characters/3/436832.jpg
Mazica Party;Kezuru  (ケズル);0;https://cdn.myanimelist.net/images/characters/6/436831.jpg
Mazica Party;Silver  (シルヴァー);0;https://cdn.myanimelist.net/images/characters/3/436837.jpg
Mazica Party;One Knight  (ワンナイト);0;https://cdn.myanimelist.net/images/characters/2/436836.jpg
Mazica Party;Jaguja  (ジャグージャ);0;https://cdn.myanimelist.net/images/characters/6/436835.jpg
Mazica Party;Wanisuke  (ワニスケ);0;https://cdn.myanimelist.net/images/characters/14/436838.jpg
Mazica Party;Disco  (ディスコウ);0;https://cdn.myanimelist.net/images/characters/14/436833.jpg
Okashi na Sabaku no Suna to Manu;Manu  (マヌ);0;
Okashi na Sabaku no Suna to Manu;Suna  (スナ);0;
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season;Isamu Takahashi (高橋 イサム);1;https://cdn.myanimelist.net/images/characters/2/414453.jpg
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season;Kiyoshi Suzuki (鈴木 キヨシ);1;https://cdn.myanimelist.net/images/characters/16/414452.jpg
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season;Kurumi Azuchimomoyama (安土桃山 くるみ / プリマピンク);1;https://cdn.myanimelist.net/images/characters/6/361430.jpg
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season;Shigeru Satou (佐藤 シゲル);0;https://cdn.myanimelist.net/images/characters/6/414451.jpg
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season;Pirate  (パイレイト);1;https://cdn.myanimelist.net/images/characters/2/414460.jpg
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season;Baron  (バロン);0;https://cdn.myanimelist.net/images/characters/9/414461.jpg
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season;Shinji Aokiyama (青木山しんじ / ジャケット紳士);0;https://cdn.myanimelist.net/images/characters/3/414456.jpg
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?;Momoka  (杏果);0;https://cdn.myanimelist.net/images/characters/7/575738.jpg
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?;Reni  (れに);0;https://cdn.myanimelist.net/images/characters/13/575737.jpg
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?;Ayaka  (彩夏);0;https://cdn.myanimelist.net/images/characters/6/575735.jpg
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?;Shiori  (詩織);0;https://cdn.myanimelist.net/images/characters/14/575734.jpg
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?;Kanako  (夏菜子);0;https://cdn.myanimelist.net/images/characters/15/575733.jpg
Uchuu Nanchara Kotetsu-kun;Kotetsu  (こてつ);0;https://cdn.myanimelist.net/images/characters/7/436978.jpg
Uchuu Nanchara Kotetsu-kun;DAXA-kun  (DAXAくん);1;https://cdn.myanimelist.net/images/characters/10/436979.jpg
Uchuu Nanchara Kotetsu-kun;Lou  (ルー);1;https://cdn.myanimelist.net/images/characters/14/436982.jpg
Uchuu Nanchara Kotetsu-kun;Narrator  (ナレーション);0;
Uchuu Nanchara Kotetsu-kun;Jii-chan  (じいちゃん);0;https://cdn.myanimelist.net/images/characters/5/436980.jpg
Uchuu Nanchara Kotetsu-kun;Otama  (おたま);0;https://cdn.myanimelist.net/images/characters/3/436981.jpg
Uchuu Nanchara Kotetsu-kun;Hikaru  (ひかる);0;https://cdn.myanimelist.net/images/characters/15/436983.jpg
Uchuu Nanchara Kotetsu-kun;Niko  (ニコ);0;https://cdn.myanimelist.net/images/characters/4/436984.jpg
Kaoru no Taisetsu na Mono;Mari  ;6;https://cdn.myanimelist.net/images/characters/7/475104.jpg
Kaoru no Taisetsu na Mono;Yoshikazu  ;1;https://cdn.myanimelist.net/images/characters/11/467494.jpg
Kaoru no Taisetsu na Mono;Kaoru  ;1;https://cdn.myanimelist.net/images/characters/9/467490.jpg
Kaoru no Taisetsu na Mono;Kanna  (カンナ);0;https://cdn.myanimelist.net/images/characters/16/467496.jpg
Kaoru no Taisetsu na Mono;Anna  (アンナ);0;https://cdn.myanimelist.net/images/characters/7/467497.jpg
Kaoru no Taisetsu na Mono;Satoru  (サトル);0;https://cdn.myanimelist.net/images/characters/12/467495.jpg
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;Rudeus Greyrat (ルーデウス・グレイラット);10221;https://cdn.myanimelist.net/images/characters/2/423667.jpg
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;Eris Boreas Greyrat (エリス・ボレアス・グレイラット);6158;https://cdn.myanimelist.net/images/characters/14/324594.jpg
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;Ruijerd Superdia (ルイジェルド・スペルディア);742;https://cdn.myanimelist.net/images/characters/16/490046.jpg
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;Roxy Migurdia (ロキシー・ミグルディア);9320;https://cdn.myanimelist.net/images/characters/16/552605.jpg
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;Sylphiette  (シルフィエット);3018;https://cdn.myanimelist.net/images/characters/10/423669.jpg
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;Orsted  (オルステッド);769;https://cdn.myanimelist.net/images/characters/2/457289.jpg
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;Ghislaine Dedoldia (ギレーヌ・デドルディア);633;https://cdn.myanimelist.net/images/characters/8/457999.jpg
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;Paul Greyrat (パウロ・グレイラット);518;https://cdn.myanimelist.net/images/characters/2/457576.jpg
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;Zenith Greyrat (ゼニス・グレイラット);239;https://cdn.myanimelist.net/images/characters/6/494628.jpg
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;Aisha Greyrat (アイシャ・グレイラット);204;https://cdn.myanimelist.net/images/characters/16/274691.jpg
Komi-san wa, Comyushou desu.;Shouko Komi (古見 硝子);9639;https://cdn.myanimelist.net/images/characters/5/354941.jpg
Komi-san wa, Comyushou desu.;Hitohito Tadano (只野 仁人);2234;https://cdn.myanimelist.net/images/characters/5/451438.jpg
Komi-san wa, Comyushou desu.;Najimi Osana (長名 なじみ);1895;https://cdn.myanimelist.net/images/characters/4/450832.jpg
Komi-san wa, Comyushou desu.;Kaede Otori (尾鶏 楓);378;https://cdn.myanimelist.net/images/characters/2/455023.jpg
Komi-san wa, Comyushou desu.;Shousuke Komi (古見 笑介);261;https://cdn.myanimelist.net/images/characters/3/453352.jpg
