,jp_title,en_title,char_name,fav,img
0,Dandadan,,Tarou  (太郎),Member Favorites: 15,https://cdn.myanimelist.net/images/characters/12/562302.jpg
1,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,Re:ZERO -Starting Life in Another World- Season 3,Roswaal L. Mathers (ロズワール・Ｌ・メイザース),Member Favorites: 519,https://cdn.myanimelist.net/images/characters/6/512960.jpg
2,Blue Lock vs. U-20 Japan,Blue Lock Season 2,Rensuke Kunigami (國神 錬介),Member Favorites: 438,https://cdn.myanimelist.net/images/characters/3/467112.jpg
3,Uzumaki,Uzumaki: Spiral into Horror,Togawa  (とがわ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/565974.jpg
4,Bleach: Sennen Kessen-hen - Soukoku-tan,Bleach: Thousand-Year Blood War - The Conflict,Yoruichi Shihouin (四楓院 夜一),"Member Favorites: 6,371",https://cdn.myanimelist.net/images/characters/14/536084.jpg
5,Ao no Hako,Blue Box,Shouta Hyoudou (兵藤 将太),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/16/567822.jpg
6,Seirei Gensouki 2,Seirei Gensouki: Spirit Chronicles Season 2,Reiss Vulfe (レイス＝ヴォルフ),Member Favorites: 13,https://cdn.myanimelist.net/images/characters/2/424488.jpg
7,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",Shangri-La Frontier Season 2,Momo Saiga (サイガ-100),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/8/520284.jpg
8,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,Is It Wrong to Try to Pick Up Girls in a Dungeon? V,Mikoto Yamato (ヤマト・命),Member Favorites: 163,https://cdn.myanimelist.net/images/characters/3/508902.jpg
9,Arifureta Shokugyou de Sekai Saikyou Season 3,Arifureta: From Commonplace to World's Strongest Season 3,Kouki Amanogawa (天之河 光輝 / 天之川 光輝),Member Favorites: 7,https://cdn.myanimelist.net/images/characters/4/402116.jpg
10,Chi. Chikyuu no Undou ni Tsuite,Orb: On the Movements of the Earth,Glass  (グラス),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/11/566179.jpg
11,Ranma ½ (2024),Ranma ½,Kodachi Kunou (九能 小太刀),Member Favorites: 25,https://cdn.myanimelist.net/images/characters/15/568797.jpg
12,Raise wa Tanin ga Ii,Yakuza Fiancé: Raise wa Tanin ga Ii,Announcer  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/578230.jpg
13,Kimi wa Meido-sama.,You are Ms. Servant.,Kobachi Yamashita (山下 小鉢),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/3/569468.jpg
14,Nageki no Bourei wa Intai shitai,Let This Grieving Soul Retire,Kaina Noss (カイナ・ノス),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/9/562584.jpg
15,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru","The Most Notorious ""Talker"" Runs the World's Greatest Clan",Ophelia  (オフェリア),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/570803.jpg
16,Hitoribocchi no Isekai Kouryaku,Loner Life in Another World,Haruomi Kakizaki (柿崎 晴臣),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/15/546646.jpg
17,Kami no Tou: Koubou-sen,Tower of God Season 2: Workshop Battle,Hatz  (하츠 / ハツ),Member Favorites: 162,https://cdn.myanimelist.net/images/characters/4/414599.jpg
18,Maou 2099,Demon Lord 2099,Korneah Seburd (コルネア＝セブルド),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/569442.jpg
19,Sword Art Online Alternative: Gun Gale Online II,,Sam  (サム),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/564093.jpg
20,Dragon Ball Daima,,Muten-Roushi  (武天老師 / 亀仙人),"Member Favorites: 1,151",https://cdn.myanimelist.net/images/characters/6/359001.jpg
21,Rekishi ni Nokoru Akujo ni Naru zo,I'll Become a Villainess Who Goes Down in History,Marika  (マリカ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/11/569960.jpg
22,"Kekkon suru tte, Hontou desu ka",365 Days to the Wedding,Izumi Oohara (大原 泉),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/9/565930.jpg
23,"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season","As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World Season 2",Lumeire Pyres (ルメイル・パイレス),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/3/549040.jpg
24,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,The Do-Over Damsel Conquers The Dragon Emperor,George Teos Rave (ゲオルグ・テオス・ラーヴェ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/569100.jpg
25,Ao no Exorcist: Yuki no Hate-hen,Blue Exorcist: Beyond the Snow Saga,Ryuuji Suguro (勝呂 竜士),Member Favorites: 438,https://cdn.myanimelist.net/images/characters/5/563577.jpg
26,Amagami-san Chi no Enmusubi,Tying the Knot with an Amagami Sister,Chiharu Amagami (甘神 千陽),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/2/579318.jpg
27,"Sayounara Ryuusei, Konnichiwa Jinsei","Good Bye, Dragon Life",Olivia  (オリヴィア),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/14/565539.jpg
28,"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki","The Healer Who Was Banished From His Party, Is, in Fact, the Strongest",Keith  (キース),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/2/569466.jpg
29,NegaPosi Angler,Negative Positive Angler,Yuu  (優),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/569214.jpg
30,"Tsuma, Shougakusei ni Naru.",TsumaSho,Junko Abe (阿部 順子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/566294.jpg
31,Kamonohashi Ron no Kindan Suiri 2nd Season,Ron Kamonohashi's Forbidden Deductions Season 2,Eliot Moriarty (エリオツト・モリアーティ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/15/468600.jpg
32,Goukon ni Ittara Onna ga Inakatta Hanashi,How I Attended an All-Guy's Mixer,Hashibami  (榛),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/14/571502.jpg
33,Mecha-ude (TV),Mecha-Ude: Mechanical Arms,Kayano  (カヤノ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/566094.jpg
34,Hoshifuru Oukoku no Nina,Nina the Starry Bride,Noa Halle (ノア・ハレ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/571630.jpg
35,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,Rurouni Kenshin: Kyoto Disturbance,Misao Makimachi (巻町 操),Member Favorites: 133,https://cdn.myanimelist.net/images/characters/6/256279.jpg
36,Natsume Yuujinchou Shichi,Natsume's Book of Friends Season 7,Hiiragi  (柊),Member Favorites: 56,https://cdn.myanimelist.net/images/characters/16/158901.jpg
37,"Maou-sama, Retry! R","Demon Lord, Retry! R",Eagle  (イーグル),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/16/563447.jpg
38,MF Ghost 2nd Season,MF Ghost Season 2,Hiroshi Fumihiro (史浩 弘),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/15/525509.jpg
39,Houkago Shounen Hanako-kun Part 2,After-School Hanako-kun Part 2,Teru Minamoto (源 輝),Member Favorites: 255,https://cdn.myanimelist.net/images/characters/11/488660.jpg
40,Youkai Gakkou no Sensei Hajimemashita!,A Terrified Teacher at Ghoul School!,Makoto Yamazaki (山崎 誠),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/4/578344.jpg
41,One Piece: Gyojin Tou-hen,One Piece Log: Fish-Man Island Saga,Jinbe  (ジンベエ),"Member Favorites: 4,179",https://cdn.myanimelist.net/images/characters/15/307148.jpg
42,Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season,The Seven Deadly Sins: Four Knights of the Apocalypse Season 2,Elizabeth Liones (エリザベス・リオネス),"Member Favorites: 1,285",https://cdn.myanimelist.net/images/characters/11/255449.jpg
43,Kabushikigaisha Magi-Lumière,Magilumiere Magical Girls Inc.,Kashinomi  (柏呑),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/569412.jpg
44,Ao no Miburo,Blue Miburo,Jutarou Kimura (木村 寿太郎),Member Favorites: 0,
45,Trillion Game,,Sumeragi  (皇),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/572847.jpg
46,Acro Trip,,Tsuki  (月),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/556693.jpg
47,Love Live! Superstar!! 3rd Season,Love Live! Superstar!! Season 3,Natsumi Onitsuka (鬼塚 夏美),Member Favorites: 47,https://cdn.myanimelist.net/images/characters/2/492875.jpg
48,Touhai: Ura Rate Mahjong Touhairoku,,Noriyuki Takatsu (高津 則之),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/573318.jpg
49,Mahoutsukai ni Narenakatta Onnanoko no Hanashi,The Stories of Girls Who Couldn't Be Magicians,Hazel Mirai (ヘーゼル＝ミライ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/572033.jpg
50,Haigakura,,Gas Mask  (ガスマスク),Member Favorites: 0,
51,Puniru wa Kawaii Slime,Puniru is a Kawaii Slime,Rei Kitakaze (北風 冷),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/571768.jpg
52,Kinoko Inu,Kinokoinu Mushroom Pup,Itsuki Yara (矢良 いつき),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/8/558040.jpg
53,Kamierabi 2nd Season,KamiErabi GOD.app Season 2,Eko Sasaki (佐々木 依怙),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/571151.jpg
54,Hamidashi Creative,,Kano Tokiwa (常磐 華乃),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/2/558967.jpg
55,Shin Tennis no Oujisama: U-17 World Cup Semifinal,The Prince of Tennis II U-17 World Cup Semifinal,Masaharu Niou (仁王 雅治),Member Favorites: 87,https://cdn.myanimelist.net/images/characters/14/207657.jpg
56,Kankin Kuiki Level X,Lockdown Zone: Lv. X,Mother Tsurumi (涼花 の母),Member Favorites: 0,
57,Murder Mystery of the Dead,,Rumina  (るみな),Member Favorites: 0,
58,Ooi! Tonbo 2nd Season,Tonbo! Season 2,Gonzou Ooi (大井 権三),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/554741.jpg
59,The iDOLM@STER Shiny Colors 2nd Season,The iDOLM@STER Shiny Colors Season 2,Mamimi Tanaka (田中 摩美々),Member Favorites: 14,https://cdn.myanimelist.net/images/characters/9/506371.jpg
60,Tono to Inu,,Senmaru  (千丸),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/578952.jpg
61,Neko ni Tensei shita Ojisan,,Ojisan  (おじさん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/11/564366.jpg
