,jp_title,en_title,char_name,fav,img
0,Ore dake Level Up na Ken,Solo Leveling,Jin-Chul Woo (우 진철),Member Favorites: 71,https://cdn.myanimelist.net/images/characters/16/531274.jpg
1,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,Classroom of the Elite III,Sae Chabashira (茶柱 佐枝),Member Favorites: 276,https://cdn.myanimelist.net/images/characters/9/539063.jpg
2,Dungeon Meshi,Delicious in Dungeon,Inutade  (イヌタデ),Member Favorites: 29,https://cdn.myanimelist.net/images/characters/6/543788.jpg
3,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,Mashle: Magic and Muscles The Divine Visionary Candidate Exam Arc,Orter Mádl (オーター・マドル),Member Favorites: 22,https://cdn.myanimelist.net/images/characters/9/533760.jpg
4,Tsuki ga Michibiku Isekai Douchuu 2nd Season,Tsukimichi -Moonlit Fantasy- Season 2,Beren  (ベレン),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/15/441311.jpg
5,Yubisaki to Renren,A Sign of Affection,Izumi Yoshiki (吉季 いずみ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/15/537145.jpg
6,Chiyu Mahou no Machigatta Tsukaikata,The Wrong Way to Use Healing Magic,Ururu Fleur (ウルル・フルール),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/10/525022.jpg
7,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,Yurine Hanzawa (半沢 ユリネ),Member Favorites: 22,https://cdn.myanimelist.net/images/characters/11/529667.jpg
8,Mato Seihei no Slave,Chained Soldier,Naon Yuno (湯野 波音),Member Favorites: 29,https://cdn.myanimelist.net/images/characters/5/561166.jpg
9,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,King Elmity  (エルミティ国王),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/577002.jpg
10,Dosanko Gal wa Namara Menkoi,Hokkaido Gals Are Super Adorable!,Takayumi Matsuo (松尾 隆弓),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/3/531210.jpg
11,Nozomanu Fushi no Boukensha,The Unwanted Undead Adventurer,Umberto  (ウンベルト),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/541479.jpg
12,Ninja Kamui,,Boss Ninja  ,Member Favorites: 1,https://cdn.myanimelist.net/images/characters/9/538402.jpg
13,Mahou Shoujo ni Akogarete,Gushing over Magical Girls,Sister Gigant  (シスタギガント),Member Favorites: 17,https://cdn.myanimelist.net/images/characters/5/538510.jpg
14,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,Jessica Monford (ジェシカ・モンフォード),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/540269.jpg
15,Majo to Yajuu,The Witch and the Beast,Owent Farmington (オーエント・ハーミントン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/8/543868.jpg
16,Ao no Exorcist: Shimane Illuminati-hen,Blue Exorcist: Shimane Illuminati Saga,Izumo Kamiki (神木 出雲),Member Favorites: 243,https://cdn.myanimelist.net/images/characters/7/563570.jpg
17,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.","My Instant Death Ability is So Overpowered, No One in This Other World Stands a Chance Against Me!",Ryouko Ninomiya (にのみや りょうこ),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/7/530921.jpg
18,Jaku-Chara Tomozaki-kun 2nd Stage,Bottom-Tier Character Tomozaki 2nd Stage,Takei  (竹井),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/11/533906.jpg
19,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd","Banished From The Hero's Party, I Decided To Live A Quiet Life In The Countryside Season 2",Oparala  (オパララ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/5/535622.jpg
20,Oroka na Tenshi wa Akuma to Odoru,The Foolish Angel Dances with the Devil,Karney  (カーニー),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/539754.jpg
21,Kekkon Yubiwa Monogatari,Tales of Wedding Rings,Tanaka  (田中),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/6/570035.jpg
22,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,The Weakest Tamer Began a Journey to Pick Up Trash,Foronda  (フォロンダ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/14/541492.jpg
23,Ishura,,Akai Shisen no Elea  (赤い紙箋のエレア),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/15/513613.jpg
24,Metallic Rouge,,Jill Sturgeon (ジル・スタージョン),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/15/532654.jpg
25,Sasaki to Pii-chan,Sasaki and Peeps,Marc  (マルク),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/530274.jpg
26,Gekai Elise,Doctor Elise: The Royal Lady with the Lamp,Yodel  (ヨーデル),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/540286.jpg
27,Bucchigiri?!,,Akutarou Shindo (心土阿久太郎),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/9/531599.jpg
28,Kyuujitsu no Warumono-san,Mr. Villain's Day Off,Reimei Green Sora  (レイメイグリーン・空),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/3/541024.jpg
29,"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru",The Strongest Tank's Labyrinth Raids -A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party-,Sinanis  (シナニス),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/536916.jpg
30,Isekai de Mofumofu Nadenade suru Tame ni Ganbattemasu.,Fluffy Paradise,Dylan Noctis (ディラン・ノーチス),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/538884.jpg
31,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!, Asahina (朝比奈),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/538659.jpg
32,"Himesama ""Goumon"" no Jikan desu","'Tis Time for ""Torture,"" Princess",Lulune  (ルルン),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/8/528871.jpg
33,Sengoku Youko: Yonaoshi Kyoudai-hen,Sengoku Youko,Higan  (彼岸),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/544453.jpg
34,Momochi-san Chi no Ayakashi Ouji,The Demon Prince of Momochi House,Kudagitsune  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/537208.jpg
35,Urusei Yatsura (2022) 2nd Season,,Ten  (テン),Member Favorites: 16,https://cdn.myanimelist.net/images/characters/5/498940.jpg
36,High Card Season 2,,Chelsea Hammond (チェルシー・ハモンド),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/10/507524.jpg
37,Kingdom 5th Season,Kingdom: Season 5,Qing She (慶舎役),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/11/534726.jpg
38,"Meitou ""Isekai no Yu"" Kaitakuki: Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita",Isekai Onsen Paradise,Ruirui  (ルイルイ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/529562.jpg
39,Shaman King: Flowers,,Ryuunosuke Umemiya (梅宮 竜之介),Member Favorites: 199,https://cdn.myanimelist.net/images/characters/8/460117.jpg
40,Pon no Michi,The Way of Pon,Chonbo  (チョンボ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/518061.jpg
41,Yuuki Bakuhatsu Bang Bravern,Brave Bang Bravern!,Cunus  (クーヌス),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/15/540377.jpg
42,Synduality: Noir Part 2,,Kurokamen  (黒仮面),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/2/501774.jpg
43,Meiji Gekken: 1874,,Kumakichi Takechi ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/541062.jpg
44,Hikari no Ou 2nd Season,The Fire Hunter Season 2,Narrator  (ナレーション),Member Favorites: 0,
45,Gekkan Mousou Kagaku,Delusional Monthly Magazine,Edward Chi (エドワード・チー),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/537058.jpg
46,Snack Basue,,Miki Azuma (東 美樹),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/532644.jpg
47,Wonderful Precure!,,Mey Mey  (メエメエ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/3/538170.jpg
48,Yami Shibai 12,Theatre of Darkness: Yamishibai 12,Storyteller  (紙芝居屋),Member Favorites: 72,https://cdn.myanimelist.net/images/characters/4/259167.jpg
49,Chou Futsuu Ken Chiba Densetsu,,Shino Kamatani (鎌谷 しの),Member Favorites: 0,
50,Cardfight!! Vanguard: Divinez,Cardfight!! Vanguard Divinez,Hikari Myoudou (明導 ヒカリ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/10/569425.jpg
51,Harimaware! Koinu,Stick It on Around! Koinu,Dog-senpai  (犬々先輩),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/10/531188.jpg
52,Shinobanai! Crypto Ninja Sakuya: Ni no Maki,,,,
53,Enjou Bokumetsu! Mahou Shoujo Aiko,,,,
54,Colorful na Everyday,,,,
55,Xin Xiyou Lixian Ji,,,,
56,Sakuretsu! Amabie-hime. Season 3,,,,
57,Dinoster: Gonglyongsuhodae 2nd Season,Dinoster 2nd Season,,,
58,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,179",https://cdn.myanimelist.net/images/characters/15/307148.jpg
59,Sousou no Frieren,Frieren: Beyond Journey's End,Denken  (デンケン),Member Favorites: 186,https://cdn.myanimelist.net/images/characters/6/538686.jpg
60,Kusuriya no Hitorigoto,The Apothecary Diaries,Xiaolan  (小蘭),Member Favorites: 26,https://cdn.myanimelist.net/images/characters/16/574075.jpg
61,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,Elke  (エルク),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/10/533457.jpg
62,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
63,Undead Unluck,,Juiz  (ジュイス),Member Favorites: 17,https://cdn.myanimelist.net/images/characters/7/520125.jpg
64,Ragna Crimson,,Nebulim  (ネビュリム),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/11/525602.jpg
65,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
