,jp_title,en_title,char_name,fav,img
0,Vinland Saga Season 2,,Arnheid  (アルネイズ),Member Favorites: 66,https://cdn.myanimelist.net/images/characters/13/490092.jpg
1,Tomo-chan wa Onnanoko!,Tomo-chan Is a Girl!,Chiyomi Ogawa (小川 千代美),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/3/499169.jpg
2,Tokyo Revengers: Seiya Kessen-hen,Tokyo Revengers: Christmas Showdown,Hinata Tachibana (橘 日向),Member Favorites: 567,https://cdn.myanimelist.net/images/characters/3/441454.jpg
3,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",The Misfit of Demon King Academy Ⅱ,Great Spirit Reno  (大精霊レノ),Member Favorites: 30,https://cdn.myanimelist.net/images/characters/8/498684.jpg
4,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,The Angel Next Door Spoils Me Rotten,Sayo Shiina (椎名 小夜),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/13/504254.jpg
5,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Nikolai Gogol (ニコライ・ゴーゴリ),Member Favorites: 693,https://cdn.myanimelist.net/images/characters/15/565652.jpg
6,NieR:Automata Ver1.1a,,Adam  (アダム),Member Favorites: 11,https://cdn.myanimelist.net/images/characters/11/342562.jpg
7,Buddy Daddies,,Yuzuko Kurusu (来栖 柚子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/16/503891.jpg
8,"Ijiranaide, Nagatoro-san 2nd Attack","Don't Toy with Me, Miss Nagatoro 2nd Attack",Hino  (日野),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/503030.jpg
9,Tondemo Skill de Isekai Hourou Meshi,Campfire Cooking in Another World with My Absurd Skill,Kisharle  (キシャ―ル),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/5/497922.jpg
10,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Part 2,Syr Flova (シル・フローヴァ),Member Favorites: 140,https://cdn.myanimelist.net/images/characters/7/508896.jpg
11,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. Season 2",Kuromu  (クロム),Member Favorites: 23,https://cdn.myanimelist.net/images/characters/12/396707.jpg
12,Isekai Nonbiri Nouka,Farming Life in Another World,Fraurem  (フラウレム),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/15/504202.jpg
13,Saikyou Onmyouji no Isekai Tenseiki,The Reincarnation of the Strongest Exorcist in Another World,Satori  (覚),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/2/503053.jpg
14,Koori Zokusei Danshi to Cool na Douryou Joshi,The Ice Guy and His Cool Female Colleague,Buddha Manager  (ブッダ部長),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/499163.jpg
15,Kubo-san wa Mob wo Yurusanai,Kubo Won't Let Me Be Invisible,Tamao Taira (平 玉緒),Member Favorites: 7,https://cdn.myanimelist.net/images/characters/5/493278.jpg
