,jp_title,en_title,char_name,fav,img
0,Tokyo Revengers,,Nahoya Kawata (河田 ナホヤ),Member Favorites: 361,https://cdn.myanimelist.net/images/characters/16/397159.jpg
1,Boku no Hero Academia 5th Season,My Hero Academia Season 5,Tsuyu Asui (蛙吹 梅雨),"Member Favorites: 4,673",https://cdn.myanimelist.net/images/characters/10/299409.jpg
2,Fumetsu no Anata e,To Your Eternity,Rynn Cropp (リーン・クロップ),Member Favorites: 46,https://cdn.myanimelist.net/images/characters/2/452738.jpg
3,86,86 Eighty-Six,Kiriya Nouzen (キリヤ・ノウゼン),Member Favorites: 23,https://cdn.myanimelist.net/images/characters/6/461173.jpg
4,"Ijiranaide, Nagatoro-san","Don't Toy with Me, Miss Nagatoro",Hosokawa-kun  (細川くん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/497475.jpg
5,Hige wo Soru. Soshite Joshikousei wo Hirou.,"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",Sayu's Mother  (沙優の母),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/449023.jpg
6,Vivy: Fluorite Eye's Song,Vivy -Fluorite Eye's Song-,Dr. Matsumoto  (松本博士),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/14/453632.jpg
7,Fruits Basket: The Final,Fruits Basket: The Final Season,Saki Hanajima (花島 咲),"Member Favorites: 1,078",https://cdn.myanimelist.net/images/characters/14/401128.jpg
8,Odd Taxi,,Eiji Kakihana (柿花 英二),Member Favorites: 11,https://cdn.myanimelist.net/images/characters/12/429764.jpg
9,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,How Not to Summon a Demon Lord Ω,Alicia Cristela (アリシア・クリステラ),Member Favorites: 25,https://cdn.myanimelist.net/images/characters/8/387672.jpg
10,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",I've Been Killing Slimes for 300 Years and Maxed Out My Level,Vania  (ヴァーニア),Member Favorites: 17,https://cdn.myanimelist.net/images/characters/3/443016.jpg
11,"Sentouin, Haken shimasu!",Combatants Will Be Dispatched!,Lilith  (リリス),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/2/437735.jpg
12,Tensura Nikki: Tensei shitara Slime Datta Ken,The Slime Diaries,Gobta  (ゴブタ),Member Favorites: 505,https://cdn.myanimelist.net/images/characters/12/381715.jpg
13,Mairimashita! Iruma-kun 2nd Season,Welcome to Demon School! Iruma-kun Season 2,Lead Shax (シャックス・リード),Member Favorites: 86,https://cdn.myanimelist.net/images/characters/7/402904.jpg
14,Osananajimi ga Zettai ni Makenai Love Comedy,Osamake: Romcom Where The Childhood Friend Won't Lose,Mitsuru Abe (阿部 充),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/8/441825.jpg
