,jp_title,en_title,char_name,fav,img
26,Kai Byoui Ramune,Dr. Ramune -Mysterious Disease Specialist-,Koto's Mother  (琴の母親),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/457352.jpg
27,Ex-Arm,,Souma  (蒼真),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/430224.jpg
28,Tenchi Souzou Design-bu,Heaven's Design Team, Kimura (木村),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/16/435759.jpg
29,Hortensia Saga,,Roy Bashro (ロイ・バッシュロ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/3/433855.jpg
30,Idoly Pride,,Saki Shiraishi (白石 沙季),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/13/423232.jpg
31,Uma Musume: Pretty Derby Season 2,,Daiwa Scarlet  (ダイワスカーレット),Member Favorites: 39,https://cdn.myanimelist.net/images/characters/7/574416.jpg
32,Azur Lane: Bisoku Zenshin!,Azur Lane: Slow Ahead!,Nagato  (長門),Member Favorites: 42,https://cdn.myanimelist.net/images/characters/16/478758.jpg
33,Wave!! Surfing Yappe!! (TV),WAVE!! -Let's go surfing!!-,Hayamichi Goyou (五洋 早道),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/557331.jpg
34,Skate-Leading☆Stars,Skate-Leading Stars,Tomoyuki Kubota (窪田 智之),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/11/403298.jpg
35,Back Arrow,,Tom  (トム),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/14/428123.jpg
36,Project Scard: Praeter no Kizu,Scar on the Praeter,Hraesvelgr  (先代フレスヴェルグ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/3/418264.jpg
37,Majutsushi Orphen Hagure Tabi: Kimluck-hen,Sorcerous Stabber Orphen: Battle of Kimluck,Anastasia  (アナスタシア),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/2/574798.jpg
38,Maiko-san Chi no Makanai-san,Kiyo in Kyoto: From the Maiko House,Momoko  (百子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/469962.jpg
39,I★Chu: Halfway Through the Idol,,Issei Todoroki (轟 一誠),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/12/422647.jpg
40,Yami Shibai 8,Theatre of Darkness: Yamishibai 8,Storyteller  (紙芝居屋),Member Favorites: 72,https://cdn.myanimelist.net/images/characters/4/259167.jpg
41,Soukou Musume Senki,LBX Girls,Otacross  (オタクロス),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/172799.jpg
42,Gekidol: Actidol Project,Gekidol,Makoto Higuchi (樋口 真琴),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/11/424394.jpg
43,Yatogame-chan Kansatsu Nikki Sansatsume,,Shiharu Itemae (一天前 紫春),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/492998.jpg
44,Tropical-Rouge! Precure,Tropical-Rouge! Pretty Cure,Yuriko Shiratori (白鳥百 合子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/10/438290.jpg
45,Show by Rock!! Stars!!,,Shu☆Zo  (シュウ☆ゾー),Member Favorites: 47,https://cdn.myanimelist.net/images/characters/10/282684.jpg
46,World Witches Hasshin Shimasu!,World Witches Take Off!,Perrine H. Clostermann (ぺリーヌ・クロステルマン),Member Favorites: 117,https://cdn.myanimelist.net/images/characters/16/51298.jpg
47,WIXOSS Diva(A)Live,,Azami Yuki (結城 阿左美),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/424810.jpg
48,D4DJ Petit Mix,,Noa Fukushima (福島 ノア),Member Favorites: 38,https://cdn.myanimelist.net/images/characters/15/406909.jpg
49,Shin Chuuka Ichiban! 2nd Season,,He  (ホウ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/6/427608.jpg
50,Idolls!,,Aina  (あいな),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/419843.jpg
51,Aikatsu Planet!,,Itsuki Segawa (瀬川 樹),Member Favorites: 0,
52,Abciee Shuugyou Nikki,ABCiee Working Diary,Kawauso-chan  (カワウソちゃん),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/429702.jpg
53,Okashi na Sabaku no Suna to Manu,,Suna  (スナ),Member Favorites: 0,
54,Kindan Joshi,,Hanako  (花子を),Member Favorites: 0,
55,Akachan Honbuchou,Baby in Charge, Nishiura (西浦),Member Favorites: 0,
56,Kintamani Dog,,,,
57,Zannen na Ikimono Jiten (2021),Encyclopedia of Pitiful Creatures (2021),,,
58,Ooya-san to Boku 3rd Season,,,,
59,Jujutsu Kaisen,,Suguru Getou (夏油 傑),"Member Favorites: 5,597",https://cdn.myanimelist.net/images/characters/4/524519.jpg
60,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,180",https://cdn.myanimelist.net/images/characters/15/307148.jpg
61,Black Clover,,Zora Ideale (ゾラ・イデアーレ),"Member Favorites: 1,180",https://cdn.myanimelist.net/images/characters/6/476198.jpg
62,Boruto: Naruto Next Generations,,Gaara  (我愛羅),"Member Favorites: 13,088",https://cdn.myanimelist.net/images/characters/10/293375.jpg
63,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
64,Higurashi no Naku Koro ni Gou,Higurashi: When They Cry – Gou,Satoshi Houjou (北条 悟史),Member Favorites: 109,https://cdn.myanimelist.net/images/characters/3/33920.jpg
65,Hanyou no Yashahime: Sengoku Otogizoushi,Yashahime: Princess Half-Demon,Kouga  (鋼牙),Member Favorites: 432,https://cdn.myanimelist.net/images/characters/6/93494.jpg
66,Kingdom 3rd Season,Kingdom: Season 3,Tian Meng (蒙恬),Member Favorites: 174,https://cdn.myanimelist.net/images/characters/5/225825.jpg
67,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
68,Dragon Quest: Dai no Daibouken (2020),Dragon Quest: The Adventure of Dai,Vearn  (バーン),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/11/545516.jpg
69,King's Raid: Ishi wo Tsugumono-tachi,King's Raid: Successors of the Will,Selene  (セレネ),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/2/426452.jpg
70,Osomatsu-san 3rd Season,,Dayon  (ダヨーン),Member Favorites: 22,https://cdn.myanimelist.net/images/characters/5/322033.jpg
71,Yu☆Gi☆Oh! Sevens,Yu-Gi-Oh! Sevens,Nanaho Nanahoshi (七星 ナナホ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/16/495474.jpg
72,Shadowverse,,Isabelle  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/2/447990.jpg
73,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,"With a Dog AND a Cat, Every Day is Fun",Hidekichi Matsumoto (松本 ひで吉),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/403444.jpg
74,Healin' Good♡Precure,Healin' Good Pretty Cure,Rabirin  (ラビリン),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/396794.jpg
75,Sazae-san,Mrs. Sazae,Ikura Namino (波野 イクラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/568770.jpg
76,Chibi Maruko-chan (1995),Little Miss Maruko,Sueo Maruo (丸尾 末男),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/369533.jpg
77,Rebirth,,Yutaka Komagata (駒形 豊),Member Favorites: 0,
78,Bakugan: Armored Alliance,,Pharol  (ファロール),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/497748.jpg
79,Bonobono (TV 2016),Bono Bono,Araiguma-kun no Otousan  (アライグマくんのお父さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/369480.jpg
80,Kiratto Pri☆chan Season 3,,Suzu Kurokawa (黒川 すず),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/2/401230.jpg
81,Garugaku.: Sei Girls Square Gakuin,,Toa  (トア),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/11/402288.jpg
82,Tomica Kizuna Gattai: Earth Granner,,Leo Gao Granner (ガオグランナーレオ),Member Favorites: 0,
83,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,,Shinji Aokiyama (青木山しんじ / ジャケット紳士),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/414456.jpg
84,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,Kanako  (夏菜子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/575733.jpg
85,Shiawase Haitatsu Taneko,,,,
86,Kaoru no Taisetsu na Mono,,Satoru  (サトル),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/467495.jpg
87,Manul no Yuube,,,,
88,Shin Nippon History,,,,
89,In:App,,,,
