,jp_title,char_name,fav,img,colors
936,Boku no Hero Academia 5th Season,Shouto Todoroki (轟 焦凍),25439,https://cdn.myanimelist.net/images/characters/12/332527.jpg,"[[190, 221, 251], [180, 214, 249], [154, 183, 219], [124, 153, 189], [102, 139, 192], [95, 126, 174], [80, 101, 145], [62, 82, 123], [40, 50, 100], [39, 48, 64], [28, 30, 83], [23, 18, 100], [18, 16, 75], [38, 28, 21], [49, 41, 38], [63, 43, 36], [73, 58, 54], [73, 74, 83], [100, 83, 78], [117, 94, 88], [120, 104, 100], [39, 32, 124], [122, 123, 127], [38, 29, 141], [57, 53, 150], [155, 154, 143], [173, 176, 173], [83, 98, 192], [208, 211, 210], [238, 241, 241]]"
938,Boku no Hero Academia 5th Season,Katsuki Bakugou (爆豪 勝己),23065,https://cdn.myanimelist.net/images/characters/12/299406.jpg,"[[191, 229, 252], [181, 224, 248], [178, 212, 253], [159, 192, 218], [130, 162, 188], [105, 139, 168], [81, 114, 157], [73, 97, 123], [51, 74, 97], [32, 53, 75], [15, 32, 49], [5, 5, 93], [1, 1, 60], [1, 5, 29], [1, 2, 7], [28, 23, 8], [53, 49, 43], [57, 47, 7], [83, 79, 73], [83, 66, 3], [113, 108, 102], [1, 1, 116], [2, 2, 137], [144, 140, 135], [2, 1, 156], [1, 1, 169], [180, 173, 164], [213, 211, 209], [24, 196, 232], [248, 248, 248]]"
940,Boku no Hero Academia 5th Season,All Might  (オール・マイト),9777,https://cdn.myanimelist.net/images/characters/14/310613.jpg,"[[200, 218, 248], [165, 192, 238], [144, 171, 225], [127, 156, 216], [109, 131, 189], [53, 144, 174], [87, 104, 156], [35, 103, 128], [64, 68, 131], [52, 54, 104], [10, 66, 83], [35, 39, 72], [13, 24, 49], [4, 7, 23], [2, 1, 3], [32, 10, 10], [54, 19, 18], [87, 38, 30], [87, 95, 100], [121, 43, 35], [50, 26, 146], [191, 176, 120], [36, 23, 203], [66, 180, 211], [212, 208, 180], [29, 3, 230], [103, 222, 242], [51, 229, 245], [246, 249, 248], [1, 240, 254]]"
942,Boku no Hero Academia 5th Season,Shouta Aizawa (相澤 消太),7842,https://cdn.myanimelist.net/images/characters/8/301855.jpg,"[[184, 209, 231], [171, 190, 208], [113, 130, 150], [18, 9, 92], [9, 4, 61], [6, 5, 31], [10, 12, 13], [16, 18, 16], [19, 18, 17], [25, 28, 29], [35, 40, 35], [45, 48, 51], [58, 62, 66], [72, 76, 80], [84, 87, 91], [88, 91, 96], [97, 103, 109], [11, 1, 111], [11, 0, 124], [111, 117, 124], [129, 131, 136], [16, 2, 137], [18, 2, 148], [140, 146, 153], [17, 1, 157], [19, 1, 161], [155, 161, 167], [18, 0, 167], [168, 171, 176], [244, 246, 250]]"
944,Boku no Hero Academia 5th Season,Eijirou Kirishima (切島 鋭児郎),6107,https://cdn.myanimelist.net/images/characters/11/329529.jpg,"[[185, 219, 253], [177, 216, 254], [170, 208, 251], [157, 188, 228], [135, 164, 205], [129, 145, 166], [106, 136, 187], [90, 120, 177], [101, 116, 139], [82, 100, 152], [69, 87, 123], [49, 55, 136], [49, 66, 101], [35, 40, 115], [31, 44, 80], [24, 28, 111], [25, 29, 99], [11, 16, 103], [15, 21, 79], [17, 21, 59], [10, 16, 41], [18, 24, 133], [38, 44, 162], [53, 59, 185], [190, 189, 194], [43, 50, 198], [47, 54, 202], [76, 83, 220], [117, 123, 233], [241, 242, 244]]"
946,Boku no Hero Academia 5th Season,Himiko Toga (渡我 被身子),5625,https://cdn.myanimelist.net/images/characters/7/485281.jpg,"[[206, 223, 241], [194, 214, 230], [175, 205, 220], [165, 193, 208], [151, 176, 190], [131, 159, 174], [116, 132, 196], [112, 145, 159], [108, 136, 170], [107, 123, 188], [100, 134, 150], [100, 115, 179], [94, 121, 161], [94, 105, 168], [84, 115, 132], [85, 97, 155], [66, 96, 113], [68, 78, 136], [50, 76, 91], [53, 61, 119], [45, 53, 104], [29, 39, 82], [9, 17, 22], [28, 39, 47], [97, 110, 103], [116, 133, 126], [70, 49, 160], [95, 73, 192], [117, 92, 217], [229, 233, 232]]"
948,Boku no Hero Academia 5th Season,Ochako Uraraka (麗日 お茶子),5605,https://cdn.myanimelist.net/images/characters/9/299421.jpg,"[[200, 221, 253], [176, 195, 232], [148, 166, 231], [101, 126, 178], [81, 95, 140], [41, 67, 129], [23, 64, 136], [28, 55, 110], [15, 39, 91], [14, 30, 63], [2, 25, 69], [3, 14, 52], [0, 5, 36], [0, 0, 18], [4, 2, 3], [34, 28, 15], [55, 53, 54], [78, 64, 5], [83, 81, 81], [2, 1, 112], [115, 109, 103], [2, 2, 140], [146, 144, 143], [23, 24, 158], [1, 1, 163], [179, 173, 166], [109, 105, 209], [213, 213, 213], [69, 194, 230], [249, 249, 250]]"
950,Boku no Hero Academia 5th Season,Dabi  (荼毘),5001,https://cdn.myanimelist.net/images/characters/6/454749.jpg,"[[197, 224, 253], [172, 190, 223], [122, 149, 196], [120, 142, 181], [121, 120, 156], [107, 102, 133], [99, 95, 114], [84, 81, 103], [22, 21, 22], [40, 30, 24], [43, 32, 27], [45, 41, 40], [52, 46, 43], [58, 51, 44], [51, 47, 60], [66, 55, 47], [66, 47, 39], [69, 65, 62], [75, 59, 50], [62, 56, 76], [66, 59, 80], [85, 76, 70], [74, 67, 88], [106, 91, 78], [125, 118, 120], [118, 106, 144], [146, 138, 144], [164, 157, 165], [184, 175, 184], [222, 222, 225]]"
952,Boku no Hero Academia 5th Season,Tsuyu Asui (蛙吹 梅雨),4673,https://cdn.myanimelist.net/images/characters/10/299409.jpg,"[[197, 221, 253], [190, 217, 254], [167, 188, 220], [134, 155, 188], [88, 126, 183], [99, 117, 147], [73, 90, 117], [46, 61, 84], [22, 34, 55], [3, 3, 69], [1, 4, 31], [6, 7, 6], [19, 22, 12], [33, 36, 20], [37, 49, 27], [54, 58, 41], [74, 77, 59], [79, 65, 3], [93, 96, 76], [8, 8, 112], [116, 109, 102], [113, 125, 82], [8, 8, 143], [146, 142, 138], [6, 5, 164], [1, 0, 175], [180, 173, 167], [212, 211, 212], [38, 200, 237], [250, 250, 250]]"
954,Fumetsu no Anata e,Fushi  (不死 (フシ)),3666,https://cdn.myanimelist.net/images/characters/11/414023.jpg,"[[216, 234, 249], [211, 230, 252], [170, 190, 198], [102, 198, 195], [126, 148, 177], [79, 115, 137], [81, 103, 115], [71, 83, 99], [38, 55, 64], [31, 45, 50], [43, 49, 50], [53, 60, 62], [57, 70, 76], [71, 80, 83], [87, 96, 98], [101, 111, 115], [115, 124, 129], [127, 135, 142], [137, 154, 157], [156, 168, 171], [176, 183, 184], [190, 201, 203], [187, 216, 221], [201, 217, 221], [219, 226, 228], [230, 241, 241], [241, 249, 248], [243, 250, 250], [249, 252, 251], [254, 254, 254]]"
956,Fumetsu no Anata e,Gugu  (グーグー),1558,https://cdn.myanimelist.net/images/characters/4/444410.jpg,"[[170, 207, 244], [158, 187, 214], [135, 161, 188], [112, 134, 168], [111, 114, 148], [92, 88, 138], [69, 56, 134], [65, 74, 89], [66, 59, 116], [52, 49, 86], [32, 35, 43], [37, 39, 48], [47, 55, 60], [57, 68, 70], [68, 79, 80], [77, 88, 91], [86, 98, 101], [92, 105, 107], [105, 117, 121], [119, 132, 133], [132, 145, 146], [142, 157, 158], [149, 168, 169], [152, 171, 172], [159, 176, 177], [185, 188, 187], [206, 208, 208], [226, 228, 227], [243, 244, 244], [254, 254, 254]]"
974,86,Vladilena Milizé (ヴラディレーナ・ミリーゼ),12188,https://cdn.myanimelist.net/images/characters/15/428175.jpg,"[[231, 240, 252], [75, 35, 31], [82, 55, 65], [89, 41, 29], [98, 81, 94], [112, 70, 64], [106, 95, 120], [128, 91, 87], [130, 112, 116], [124, 113, 140], [143, 127, 127], [148, 86, 72], [150, 108, 100], [157, 137, 153], [169, 125, 113], [179, 136, 124], [180, 157, 159], [174, 159, 186], [187, 146, 133], [194, 156, 142], [200, 164, 151], [180, 165, 204], [192, 176, 204], [206, 174, 165], [216, 190, 185], [213, 206, 220], [235, 213, 209], [245, 233, 231], [250, 248, 250], [252, 238, 236]]"
975,86,Shinei Nouzen (シンエイ・ノウゼン),8637,https://cdn.myanimelist.net/images/characters/13/481806.jpg,"[[166, 191, 219], [157, 180, 210], [148, 168, 199], [137, 158, 192], [91, 154, 196], [107, 129, 176], [71, 123, 174], [78, 105, 152], [54, 88, 137], [75, 86, 119], [50, 68, 109], [53, 61, 88], [42, 51, 76], [34, 42, 65], [17, 27, 100], [26, 30, 49], [23, 24, 34], [5, 9, 51], [13, 14, 24], [2, 3, 8], [38, 37, 43], [58, 56, 61], [80, 80, 89], [109, 107, 107], [122, 123, 128], [141, 140, 137], [158, 165, 168], [180, 186, 191], [209, 207, 206], [221, 228, 227]]"
984,"Ijiranaide, Nagatoro-san",Hayase Nagatoro (長瀞 早瀬),6971,https://cdn.myanimelist.net/images/characters/3/522251.jpg,"[[198, 219, 246], [167, 192, 234], [147, 179, 233], [135, 168, 230], [135, 161, 192], [112, 141, 201], [93, 155, 177], [80, 141, 165], [92, 123, 194], [105, 127, 152], [73, 111, 150], [69, 95, 122], [54, 75, 99], [43, 57, 73], [25, 36, 46], [60, 55, 53], [72, 66, 64], [90, 80, 77], [100, 91, 87], [108, 98, 94], [117, 106, 102], [127, 116, 111], [114, 136, 78], [143, 134, 128], [158, 155, 148], [176, 175, 170], [195, 190, 186], [215, 207, 203], [230, 227, 224], [249, 249, 245]]"
994,Hige wo Soru. Soshite Joshikousei wo Hirou.,Sayu Ogiwara (荻原 沙優),2277,https://cdn.myanimelist.net/images/characters/9/444114.jpg,"[[214, 236, 253], [195, 220, 252], [207, 222, 233], [177, 202, 245], [183, 204, 221], [149, 183, 239], [152, 188, 218], [139, 161, 196], [112, 141, 182], [100, 118, 157], [81, 97, 140], [70, 80, 159], [68, 82, 123], [61, 72, 109], [54, 63, 96], [46, 53, 81], [36, 36, 111], [35, 39, 72], [89, 79, 102], [107, 41, 48], [110, 96, 120], [129, 116, 139], [47, 47, 152], [159, 68, 77], [159, 145, 163], [79, 98, 191], [192, 105, 119], [183, 175, 193], [215, 154, 165], [234, 245, 251]]"
1004,Vivy: Fluorite Eye's Song,Vivy  (ヴィヴィ),3895,https://cdn.myanimelist.net/images/characters/15/442126.jpg,"[[210, 218, 232], [198, 209, 225], [188, 199, 219], [31, 18, 12], [65, 54, 50], [67, 42, 10], [94, 80, 68], [101, 67, 11], [119, 107, 105], [128, 91, 30], [143, 110, 51], [143, 125, 145], [154, 106, 24], [156, 139, 161], [163, 140, 95], [166, 121, 28], [169, 154, 174], [177, 137, 49], [178, 160, 139], [191, 184, 187], [202, 163, 84], [213, 174, 89], [216, 182, 101], [221, 201, 139], [222, 190, 112], [227, 200, 124], [241, 217, 153], [237, 240, 246], [247, 239, 200], [247, 230, 175]]"
1014,Fruits Basket: The Final,Kyou Souma (草摩 夾),15484,https://cdn.myanimelist.net/images/characters/11/413334.jpg,"[[229, 241, 250], [184, 223, 246], [217, 218, 232], [162, 207, 243], [129, 196, 245], [124, 180, 237], [150, 172, 220], [113, 161, 228], [130, 151, 195], [106, 141, 222], [97, 152, 191], [96, 121, 197], [105, 123, 169], [82, 101, 169], [80, 90, 142], [79, 75, 161], [66, 76, 122], [61, 64, 139], [50, 54, 108], [66, 60, 85], [32, 33, 67], [75, 42, 76], [98, 68, 96], [132, 79, 108], [136, 124, 145], [81, 55, 180], [176, 164, 183], [84, 86, 206], [213, 195, 210], [85, 100, 215]]"
1015,Fruits Basket: The Final,Tooru Honda (本田 透),11412,https://cdn.myanimelist.net/images/characters/2/384113.jpg,"[[228, 241, 253], [209, 220, 245], [175, 185, 239], [165, 167, 203], [140, 142, 189], [127, 127, 173], [112, 110, 157], [99, 92, 139], [85, 76, 125], [69, 60, 108], [56, 43, 88], [13, 5, 34], [31, 14, 54], [43, 24, 69], [102, 24, 16], [68, 117, 99], [136, 72, 62], [142, 33, 16], [165, 112, 107], [175, 66, 37], [94, 64, 179], [187, 76, 44], [109, 188, 159], [199, 154, 147], [223, 190, 200], [130, 90, 226], [164, 133, 241], [246, 191, 149], [249, 223, 205], [252, 249, 249]]"
1016,Fruits Basket: The Final,Yuki Souma (草摩 由希),3904,https://cdn.myanimelist.net/images/characters/10/417954.jpg,"[[187, 191, 218], [145, 166, 202], [113, 125, 159], [29, 30, 45], [21, 20, 26], [52, 40, 36], [51, 45, 60], [65, 60, 70], [73, 58, 39], [80, 74, 80], [81, 47, 60], [93, 87, 95], [99, 55, 67], [109, 85, 51], [110, 98, 101], [118, 110, 115], [133, 80, 87], [135, 128, 128], [147, 92, 99], [114, 148, 124], [152, 146, 147], [160, 139, 88], [169, 166, 165], [183, 180, 179], [195, 194, 194], [201, 169, 162], [208, 207, 209], [215, 217, 226], [238, 220, 215], [232, 238, 246]]"
1018,Fruits Basket: The Final,Hatsuharu Souma (草摩 潑春),2690,https://cdn.myanimelist.net/images/characters/6/405419.jpg,"[[192, 221, 245], [177, 199, 227], [138, 201, 227], [159, 186, 211], [178, 183, 205], [149, 166, 212], [162, 167, 195], [146, 167, 200], [127, 138, 170], [103, 113, 144], [86, 92, 123], [77, 74, 101], [49, 46, 69], [70, 61, 75], [82, 48, 68], [97, 51, 68], [108, 97, 113], [114, 74, 91], [126, 117, 132], [133, 76, 88], [148, 130, 144], [158, 147, 160], [176, 156, 177], [188, 175, 189], [198, 186, 199], [213, 207, 216], [229, 226, 230], [235, 235, 238], [241, 244, 246], [247, 237, 241]]"
1019,Fruits Basket: The Final,Momiji Souma (草摩 紅葉),2172,https://cdn.myanimelist.net/images/characters/3/449501.jpg,"[[232, 242, 253], [197, 248, 251], [220, 239, 252], [177, 248, 249], [212, 224, 248], [179, 222, 245], [200, 208, 239], [169, 201, 239], [188, 191, 222], [162, 174, 235], [149, 172, 226], [171, 175, 200], [147, 159, 198], [150, 147, 174], [127, 139, 185], [119, 123, 164], [98, 100, 144], [60, 59, 111], [25, 46, 56], [126, 86, 89], [154, 85, 55], [172, 102, 59], [182, 117, 73], [190, 127, 85], [197, 159, 134], [217, 196, 184], [246, 228, 217], [249, 250, 249], [253, 253, 253], [216, 253, 252]]"
1020,Fruits Basket: The Final,Shigure Souma (草摩 紫呉),1830,https://cdn.myanimelist.net/images/characters/12/388998.jpg,"[[184, 212, 239], [159, 201, 235], [150, 189, 224], [171, 193, 206], [143, 182, 206], [136, 172, 199], [121, 154, 197], [139, 160, 176], [112, 149, 177], [105, 144, 169], [122, 141, 149], [101, 131, 158], [112, 128, 138], [84, 117, 144], [100, 113, 126], [76, 106, 132], [90, 101, 115], [66, 92, 118], [82, 92, 101], [58, 79, 104], [68, 78, 92], [49, 67, 92], [60, 67, 83], [52, 60, 77], [57, 58, 70], [40, 55, 75], [34, 48, 65], [46, 47, 60], [29, 39, 56], [32, 32, 45]]"
1074,Mairimashita! Iruma-kun 2nd Season,Iruma Suzuki (鈴木 入間),1970,https://cdn.myanimelist.net/images/characters/8/393167.jpg,"[[215, 230, 251], [173, 188, 224], [139, 158, 213], [108, 120, 155], [24, 15, 25], [59, 25, 15], [63, 35, 83], [89, 35, 13], [85, 95, 83], [23, 13, 118], [121, 58, 22], [85, 58, 123], [149, 79, 24], [154, 123, 96], [175, 164, 161], [179, 117, 26], [76, 188, 124], [197, 94, 41], [48, 32, 197], [97, 204, 153], [212, 148, 28], [215, 126, 57], [224, 167, 35], [226, 196, 205], [88, 65, 226], [128, 240, 230], [240, 178, 112], [178, 248, 240], [251, 214, 165], [252, 252, 252]]"
1080,Mairimashita! Iruma-kun 2nd Season,Amelie Azazel (アザゼル・アメリ),1799,https://cdn.myanimelist.net/images/characters/10/390546.jpg,"[[223, 219, 248], [215, 211, 240], [145, 216, 233], [198, 190, 226], [114, 171, 246], [172, 162, 204], [103, 146, 228], [147, 136, 199], [124, 117, 161], [99, 91, 127], [79, 73, 152], [13, 60, 133], [59, 55, 120], [51, 45, 78], [40, 17, 96], [20, 10, 74], [9, 9, 40], [32, 25, 30], [97, 64, 77], [27, 19, 119], [49, 48, 160], [168, 149, 170], [47, 87, 174], [72, 60, 175], [58, 46, 179], [77, 117, 201], [84, 140, 237], [89, 173, 240], [232, 205, 241], [242, 239, 251]]"
1104,Shaman King (2021),You Asakura (麻倉 葉),2746,https://cdn.myanimelist.net/images/characters/4/60123.jpg,"[[237, 241, 251], [158, 193, 250], [193, 193, 216], [125, 160, 231], [151, 155, 186], [87, 153, 178], [102, 125, 200], [120, 121, 152], [76, 96, 178], [69, 96, 138], [56, 56, 119], [33, 36, 121], [50, 44, 87], [32, 29, 93], [25, 20, 64], [27, 21, 34], [34, 26, 44], [38, 29, 51], [52, 39, 61], [76, 56, 82], [100, 86, 103], [50, 51, 143], [39, 40, 158], [50, 61, 177], [22, 47, 179], [30, 47, 203], [84, 104, 204], [71, 94, 204], [32, 25, 225], [9, 60, 236]]"
1164,Yuukoku no Moriarty Part 2,William James Moriarty (ウィリアム・ジェームズ・モリアーティ),6032,https://cdn.myanimelist.net/images/characters/5/336567.jpg,"[[217, 238, 251], [174, 230, 242], [197, 223, 245], [154, 221, 233], [180, 206, 237], [143, 209, 228], [152, 183, 230], [129, 193, 219], [164, 180, 206], [120, 174, 211], [104, 160, 199], [132, 151, 184], [89, 139, 192], [86, 144, 169], [105, 123, 167], [72, 117, 174], [72, 109, 151], [56, 92, 165], [56, 92, 134], [43, 68, 151], [33, 71, 125], [54, 71, 106], [27, 48, 106], [46, 57, 71], [15, 31, 80], [29, 34, 51], [8, 17, 41], [3, 4, 11], [79, 87, 86], [109, 117, 118]]"
1165,Yuukoku no Moriarty Part 2,Sherlock Holmes (シャーロック・ホームズ),1558,https://cdn.myanimelist.net/images/characters/7/403795.jpg,"[[219, 239, 253], [205, 228, 249], [191, 216, 242], [176, 202, 233], [160, 187, 220], [145, 172, 206], [130, 153, 178], [101, 138, 159], [80, 128, 154], [73, 116, 138], [65, 102, 123], [56, 80, 98], [39, 59, 75], [30, 28, 25], [43, 39, 33], [52, 50, 43], [64, 60, 49], [76, 72, 61], [90, 70, 39], [96, 88, 71], [101, 59, 13], [110, 114, 112], [120, 66, 4], [131, 69, 2], [154, 146, 126], [173, 170, 159], [191, 190, 185], [213, 216, 214], [230, 234, 232], [241, 246, 244]]"
1202,Zombieland Saga Revenge,Koutarou Tatsumi (巽 幸太郎),2003,https://cdn.myanimelist.net/images/characters/9/364578.jpg,"[[199, 223, 248], [169, 194, 222], [145, 171, 203], [125, 147, 186], [102, 121, 154], [72, 92, 124], [76, 63, 142], [64, 81, 109], [67, 58, 125], [54, 68, 94], [47, 57, 81], [51, 42, 103], [37, 44, 70], [31, 25, 86], [33, 36, 53], [18, 22, 43], [48, 35, 30], [58, 45, 42], [60, 58, 62], [76, 55, 43], [79, 78, 83], [87, 63, 49], [96, 96, 103], [114, 115, 124], [137, 138, 144], [166, 162, 164], [188, 189, 192], [211, 212, 217], [236, 236, 237], [254, 254, 254]]"
1222,Nomad: Megalo Box 2,Joe  (ジョー / ジャンクドッグ / ノマド),1662,https://cdn.myanimelist.net/images/characters/9/355644.jpg,"[[146, 173, 202], [130, 159, 190], [72, 160, 184], [118, 147, 182], [95, 121, 148], [54, 104, 169], [86, 101, 116], [52, 81, 107], [35, 37, 89], [27, 42, 68], [12, 21, 45], [0, 3, 6], [9, 15, 16], [23, 24, 25], [28, 35, 34], [36, 41, 41], [41, 47, 46], [49, 57, 55], [55, 68, 65], [59, 74, 70], [67, 79, 76], [77, 87, 85], [107, 119, 124], [126, 136, 140], [142, 155, 160], [167, 175, 178], [181, 197, 202], [201, 211, 214], [226, 231, 232], [254, 254, 254]]"
1889,Kobayashi-san Chi no Maid Dragon S,Kanna Kamui (カンナ・カムイ),10503,https://cdn.myanimelist.net/images/characters/2/322173.jpg,"[[223, 237, 249], [213, 223, 234], [201, 187, 248], [180, 182, 232], [176, 180, 190], [161, 151, 214], [157, 165, 174], [135, 139, 186], [137, 144, 156], [111, 117, 163], [96, 107, 126], [70, 61, 55], [81, 85, 79], [106, 80, 78], [100, 109, 93], [116, 117, 79], [126, 63, 58], [122, 128, 137], [126, 140, 107], [155, 99, 101], [140, 163, 135], [189, 142, 147], [203, 186, 187], [198, 200, 209], [214, 146, 190], [223, 214, 205], [235, 194, 236], [239, 233, 236], [244, 245, 246], [248, 236, 240]]"
1890,Kobayashi-san Chi no Maid Dragon S,Tooru  (トール),5938,https://cdn.myanimelist.net/images/characters/11/322676.jpg,"[[162, 248, 251], [212, 229, 249], [193, 210, 244], [138, 213, 252], [127, 203, 246], [157, 182, 213], [116, 181, 229], [113, 154, 235], [100, 146, 216], [85, 148, 182], [61, 114, 154], [82, 107, 117], [34, 84, 124], [48, 64, 73], [6, 31, 65], [71, 86, 92], [92, 67, 61], [118, 90, 88], [117, 131, 127], [145, 152, 148], [64, 54, 164], [173, 180, 169], [88, 100, 206], [205, 209, 202], [200, 211, 165], [220, 195, 186], [231, 234, 202], [133, 112, 234], [240, 233, 149], [245, 247, 247]]"
1891,Kobayashi-san Chi no Maid Dragon S,Kobayashi  (小林さん),3084,https://cdn.myanimelist.net/images/characters/3/456442.jpg,"[[208, 229, 253], [199, 217, 248], [177, 197, 216], [143, 167, 207], [163, 170, 180], [127, 151, 169], [99, 130, 154], [84, 98, 184], [80, 112, 133], [55, 103, 146], [63, 87, 164], [53, 90, 113], [39, 78, 136], [21, 66, 114], [31, 68, 90], [7, 49, 81], [11, 23, 39], [79, 72, 69], [109, 104, 98], [41, 147, 182], [200, 183, 191], [105, 119, 209], [223, 204, 209], [77, 191, 225], [127, 136, 227], [137, 143, 238], [248, 244, 246], [150, 151, 249], [228, 242, 249], [254, 254, 254]]"
1892,Kobayashi-san Chi no Maid Dragon S,Quetzalcoatl  (ケツァルコアトル),1634,https://cdn.myanimelist.net/images/characters/3/456444.jpg,"[[211, 232, 254], [197, 215, 247], [171, 171, 254], [171, 186, 222], [135, 176, 232], [153, 168, 212], [145, 137, 220], [67, 165, 171], [105, 143, 190], [55, 144, 153], [78, 119, 157], [31, 114, 134], [50, 97, 136], [26, 81, 114], [14, 64, 93], [7, 47, 72], [7, 15, 35], [72, 69, 60], [108, 98, 98], [150, 177, 124], [78, 190, 189], [90, 203, 199], [109, 217, 217], [191, 224, 165], [225, 216, 153], [138, 240, 190], [135, 244, 240], [137, 245, 213], [234, 245, 249], [253, 253, 253]]"
1893,Kobayashi-san Chi no Maid Dragon S,Elma  (エルマ),1537,https://cdn.myanimelist.net/images/characters/4/456446.jpg,"[[227, 242, 251], [213, 232, 254], [196, 214, 241], [171, 194, 214], [146, 181, 204], [121, 148, 168], [100, 132, 186], [108, 106, 196], [88, 121, 144], [80, 97, 158], [61, 96, 124], [39, 78, 108], [50, 62, 86], [22, 61, 87], [41, 34, 62], [83, 60, 82], [67, 34, 89], [112, 81, 96], [119, 40, 30], [132, 71, 139], [172, 149, 173], [198, 112, 153], [201, 105, 83], [211, 114, 9], [112, 72, 212], [142, 122, 221], [241, 192, 73], [253, 205, 212], [254, 254, 254], [159, 133, 254]]"
1899,Vanitas no Karte,Vanitas  (ヴァニタス),6261,https://cdn.myanimelist.net/images/characters/13/453109.jpg,"[[226, 235, 250], [198, 204, 228], [160, 159, 185], [39, 27, 13], [69, 48, 23], [88, 73, 56], [96, 64, 21], [115, 80, 9], [116, 96, 77], [125, 87, 41], [109, 98, 127], [134, 89, 5], [147, 108, 57], [147, 98, 4], [147, 127, 109], [148, 102, 32], [163, 111, 7], [167, 148, 136], [172, 133, 70], [172, 127, 40], [184, 125, 6], [200, 147, 9], [27, 178, 202], [216, 200, 191], [218, 174, 54], [219, 167, 5], [220, 194, 147], [226, 190, 100], [238, 225, 198], [244, 247, 250]]"
1900,Vanitas no Karte,Noé Archiviste (ノエ・アルシヴェスト),2482,https://cdn.myanimelist.net/images/characters/8/453110.jpg,"[[187, 192, 221], [166, 175, 209], [147, 152, 201], [123, 127, 174], [100, 100, 153], [63, 55, 113], [26, 20, 27], [53, 44, 52], [66, 57, 67], [81, 70, 82], [99, 89, 104], [110, 64, 60], [125, 112, 126], [129, 79, 118], [139, 82, 63], [150, 121, 147], [159, 95, 74], [160, 142, 169], [175, 116, 92], [179, 155, 179], [196, 172, 190], [200, 161, 128], [206, 184, 204], [215, 196, 215], [224, 211, 222], [236, 211, 165], [21, 208, 236], [233, 224, 236], [242, 237, 244], [250, 249, 251]]"
1901,Vanitas no Karte,Jeanne  (ジャンヌ),1888,https://cdn.myanimelist.net/images/characters/15/444730.jpg,"[[221, 235, 249], [210, 223, 243], [190, 208, 242], [156, 184, 237], [180, 186, 223], [144, 160, 198], [113, 129, 183], [134, 133, 150], [99, 109, 153], [94, 98, 112], [81, 85, 134], [62, 66, 88], [126, 107, 65], [147, 130, 100], [55, 44, 160], [168, 154, 131], [114, 53, 179], [180, 147, 58], [184, 169, 173], [66, 53, 195], [206, 192, 193], [208, 184, 118], [89, 74, 217], [147, 113, 219], [211, 204, 219], [224, 208, 165], [225, 213, 198], [231, 226, 225], [81, 214, 244], [249, 244, 253]]"
1946,"Tantei wa Mou, Shindeiru.",Siesta  (シエスタ),2405,https://cdn.myanimelist.net/images/characters/9/446678.jpg,"[[226, 233, 248], [154, 161, 195], [132, 133, 171], [39, 26, 100], [4, 3, 2], [17, 15, 14], [28, 26, 27], [43, 40, 40], [62, 60, 60], [72, 70, 69], [87, 85, 85], [102, 99, 98], [115, 112, 108], [130, 70, 38], [131, 127, 127], [150, 147, 149], [71, 52, 158], [168, 141, 133], [169, 166, 167], [183, 183, 183], [184, 139, 82], [185, 158, 149], [198, 177, 168], [199, 194, 195], [214, 208, 207], [232, 221, 217], [241, 233, 230], [245, 243, 242], [250, 250, 250], [254, 254, 254]]"
2006,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,Catarina Claes (カタリナ・クラエス),1865,https://cdn.myanimelist.net/images/characters/15/405615.jpg,"[[213, 228, 243], [170, 219, 241], [193, 209, 231], [154, 187, 214], [171, 178, 225], [149, 163, 207], [129, 154, 187], [107, 130, 164], [95, 120, 157], [79, 95, 135], [70, 82, 124], [60, 72, 112], [51, 60, 98], [59, 65, 46], [88, 86, 91], [104, 61, 52], [118, 118, 117], [120, 88, 82], [150, 89, 72], [155, 149, 131], [169, 133, 72], [172, 170, 168], [196, 154, 80], [202, 188, 196], [211, 185, 115], [221, 215, 218], [222, 199, 133], [234, 233, 235], [236, 228, 145], [245, 246, 245]]"
2123,Mahouka Koukou no Yuutousei,Miyuki Shiba (司波 深雪),2614,https://cdn.myanimelist.net/images/characters/4/240187.jpg,"[[194, 189, 215], [155, 153, 210], [50, 137, 163], [74, 78, 96], [31, 47, 64], [14, 8, 12], [27, 16, 21], [45, 25, 30], [57, 32, 38], [68, 40, 47], [85, 50, 56], [77, 89, 37], [109, 68, 84], [121, 58, 53], [121, 116, 127], [133, 85, 107], [120, 147, 70], [157, 142, 149], [158, 75, 61], [160, 107, 131], [153, 163, 94], [173, 171, 167], [185, 104, 81], [204, 144, 126], [218, 189, 168], [99, 217, 225], [67, 231, 238], [241, 225, 204], [227, 220, 242], [246, 248, 253]]"
