,test,Unnamed: 0,jp_title,en_title,char_name,fav,img,colors
3379,3379,186,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ascendance of a Bookworm Season 3,Gunther  (ギュンター),Member Favorites: 16,https://cdn.myanimelist.net/images/characters/10/533429.jpg,"[[131, 160, 208], [41, 44, 49], [31, 144, 232], [153, 201, 245], [90, 75, 72], [81, 111, 144], [202, 229, 250], [55, 175, 237], [50, 119, 189], [46, 77, 110]]"
3380,3380,187,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ascendance of a Bookworm Season 3,Frida  (フリーダ),Member Favorites: 7,https://cdn.myanimelist.net/images/characters/15/534450.jpg,"[[135, 128, 148], [202, 215, 235], [45, 41, 74], [94, 83, 91], [81, 65, 213], [242, 246, 247], [89, 87, 145], [190, 181, 182], [169, 179, 236], [140, 138, 208]]"
3381,3381,188,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ascendance of a Bookworm Season 3,Otto  (オットー),Member Favorites: 7,https://cdn.myanimelist.net/images/characters/15/400119.jpg,"[[253, 254, 252], [60, 83, 104], [168, 120, 65], [173, 233, 240], [185, 161, 132], [30, 34, 35], [90, 111, 135], [145, 174, 194], [185, 211, 244], [88, 67, 50]]"
3382,3382,189,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ascendance of a Bookworm Season 3,Fran  (フラン),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/6/400143.jpg,"[[254, 254, 254], [175, 168, 169], [70, 61, 50], [170, 116, 130], [203, 218, 243], [132, 126, 129], [86, 92, 95], [140, 122, 70], [194, 182, 187], [32, 36, 40]]"
3423,3423,230,Kingdom 4th Season,Kingdom: Season 4,Xin  (信),"Member Favorites: 3,163",https://cdn.myanimelist.net/images/characters/2/241101.jpg,"[[235, 227, 167], [69, 56, 34], [204, 173, 42], [21, 17, 6], [106, 156, 241], [246, 246, 228], [94, 108, 138], [150, 102, 45], [220, 208, 110], [165, 198, 242]]"
3424,3424,231,Kingdom 4th Season,Kingdom: Season 4,Qiang Lei (羌 瘣),"Member Favorites: 1,562",https://cdn.myanimelist.net/images/characters/10/320932.jpg,"[[56, 44, 33], [251, 235, 237], [135, 125, 132], [14, 9, 9], [192, 129, 41], [178, 175, 180], [108, 112, 152], [222, 222, 237], [217, 170, 100], [75, 70, 79]]"
3425,3425,232,Kingdom 4th Season,Kingdom: Season 4,Zheng Ying (嬴 政),Member Favorites: 536,https://cdn.myanimelist.net/images/characters/6/212991.jpg,"[[22, 18, 24], [198, 202, 215], [79, 68, 159], [226, 233, 244], [73, 62, 71], [156, 161, 176], [48, 45, 95], [85, 92, 106], [114, 124, 139], [43, 38, 51]]"
3426,3426,233,Kingdom 4th Season,Kingdom: Season 4,Diao He Liao (河了 貂),Member Favorites: 160,https://cdn.myanimelist.net/images/characters/4/236689.jpg,"[[42, 51, 78], [208, 218, 240], [141, 151, 155], [83, 90, 111], [18, 21, 39], [170, 178, 190], [130, 138, 171], [92, 127, 158], [71, 58, 57], [47, 44, 127]]"
3427,3427,234,Kingdom 4th Season,Kingdom: Season 4,Qi Wang (王 騎),"Member Favorites: 1,943",https://cdn.myanimelist.net/images/characters/3/240321.jpg,"[[46, 43, 34], [102, 141, 235], [155, 67, 52], [231, 212, 183], [49, 50, 203], [93, 112, 137], [151, 189, 242], [97, 55, 38], [46, 56, 83], [194, 133, 66]]"
3428,3428,235,Kingdom 4th Season,Kingdom: Season 4,Yi Huan (桓騎),"Member Favorites: 1,024",https://cdn.myanimelist.net/images/characters/11/523115.jpg,"[[14, 5, 14], [130, 151, 208], [70, 49, 75], [220, 229, 249], [154, 105, 144], [36, 25, 39], [171, 194, 240], [95, 111, 161], [193, 146, 183], [103, 71, 105]]"
3429,3429,236,Kingdom 4th Season,Kingdom: Season 4,Jian Wang (王翦),Member Favorites: 293,https://cdn.myanimelist.net/images/characters/12/247015.jpg,"[[250, 249, 244], [5, 4, 6], [60, 78, 144], [136, 127, 121], [48, 43, 39], [107, 141, 246], [90, 83, 79], [202, 182, 160], [22, 26, 85], [68, 98, 234]]"
3430,3430,237,Kingdom 4th Season,Kingdom: Season 4,Mu Li (李 牧),Member Favorites: 215,https://cdn.myanimelist.net/images/characters/14/247013.jpg,"[[244, 246, 241], [111, 124, 129], [97, 154, 239], [174, 102, 52], [210, 182, 132], [65, 118, 192], [153, 200, 247], [29, 48, 65], [40, 86, 140], [122, 61, 33]]"
3431,3431,238,Kingdom 4th Season,Kingdom: Season 4,Tian Meng (蒙恬),Member Favorites: 174,https://cdn.myanimelist.net/images/characters/5/225825.jpg,"[[56, 77, 108], [142, 184, 222], [236, 244, 252], [100, 143, 189], [40, 49, 75], [193, 182, 230], [101, 110, 142], [171, 214, 246], [8, 16, 37], [154, 158, 186]]"
3432,3432,239,Kingdom 4th Season,Kingdom: Season 4,Duanhe Yang (楊 端和),Member Favorites: 138,https://cdn.myanimelist.net/images/characters/2/351151.jpg,"[[230, 249, 249], [124, 127, 124], [112, 172, 216], [59, 36, 46], [166, 226, 246], [195, 90, 129], [53, 76, 128], [192, 191, 186], [75, 127, 180], [136, 37, 82]]"
3667,3667,474,One Piece,,Luffy Monkey D. (モンキー・D・ルフィ),"Member Favorites: 142,845",https://cdn.myanimelist.net/images/characters/9/310307.jpg,"[[7, 13, 27], [119, 130, 220], [181, 212, 245], [33, 53, 198], [90, 162, 225], [247, 249, 248], [25, 48, 110], [58, 73, 232], [116, 207, 244], [68, 111, 166]]"
3668,3668,475,One Piece,,Zoro Roronoa (ロロノア・ゾロ),"Member Favorites: 112,613",https://cdn.myanimelist.net/images/characters/3/100534.jpg,"[[83, 167, 223], [11, 15, 26], [209, 249, 250], [68, 109, 82], [130, 179, 147], [40, 99, 173], [173, 221, 233], [24, 75, 120], [23, 45, 64], [107, 199, 242]]"
3669,3669,476,One Piece,,Sanji  (サンジ),"Member Favorites: 31,952",https://cdn.myanimelist.net/images/characters/5/136769.jpg,"[[251, 253, 254], [9, 66, 121], [57, 224, 225], [73, 4, 33], [120, 203, 238], [77, 149, 233], [186, 179, 195], [7, 14, 33], [27, 122, 160], [12, 192, 235]]"
3670,3670,477,One Piece,,Robin Nico (ニコ・ロビン),"Member Favorites: 22,479",https://cdn.myanimelist.net/images/characters/16/363700.jpg,"[[15, 59, 100], [227, 245, 253], [55, 35, 37], [142, 137, 155], [62, 120, 219], [97, 62, 65], [13, 6, 11], [11, 102, 164], [183, 209, 248], [123, 18, 145]]"
3671,3671,478,One Piece,,Chopper Tony Tony (トニートニー・チョッパー),"Member Favorites: 16,305",https://cdn.myanimelist.net/images/characters/3/100536.jpg,"[[92, 84, 234], [13, 25, 59], [236, 246, 251], [49, 164, 191], [111, 190, 243], [26, 28, 155], [138, 169, 197], [44, 93, 133], [184, 211, 232], [88, 144, 203]]"
3672,3672,479,One Piece,,Nami  (ナミ),"Member Favorites: 15,971",https://cdn.myanimelist.net/images/characters/2/263249.jpg,"[[138, 176, 234], [182, 217, 245], [8, 23, 133], [27, 124, 225], [11, 8, 25], [10, 33, 212], [151, 85, 72], [233, 240, 245], [55, 212, 242], [228, 179, 120]]"
3673,3673,480,One Piece,,Usopp  (ウソップ),"Member Favorites: 14,478",https://cdn.myanimelist.net/images/characters/16/188076.jpg,"[[223, 246, 247], [12, 31, 77], [71, 147, 229], [2, 4, 13], [134, 182, 190], [24, 84, 217], [59, 115, 125], [9, 33, 173], [117, 193, 243], [174, 224, 228]]"
3674,3674,481,One Piece,,Brook  (ブルック),"Member Favorites: 10,837",https://cdn.myanimelist.net/images/characters/10/161005.jpg,"[[7, 9, 12], [71, 144, 144], [10, 26, 195], [237, 246, 250], [38, 74, 89], [184, 224, 225], [160, 163, 164], [96, 40, 61], [81, 180, 198], [148, 94, 105]]"
3675,3675,482,One Piece,,Franky  (フランキー),"Member Favorites: 6,557",https://cdn.myanimelist.net/images/characters/13/210053.jpg,"[[135, 203, 241], [8, 20, 122], [245, 250, 252], [13, 46, 190], [157, 145, 74], [11, 12, 31], [182, 178, 209], [126, 114, 224], [88, 157, 232], [50, 88, 212]]"
3676,3676,483,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,177",https://cdn.myanimelist.net/images/characters/15/307148.jpg,"[[217, 172, 152], [22, 20, 31], [252, 253, 253], [13, 33, 162], [202, 138, 128], [230, 230, 205], [50, 52, 72], [236, 205, 173], [121, 116, 118], [41, 70, 212]]"
3687,3687,494,Meitantei Conan,Case Closed,Conan Edogawa (江戸川 コナン),"Member Favorites: 7,468",https://cdn.myanimelist.net/images/characters/11/308347.jpg,"[[97, 131, 180], [58, 32, 12], [164, 156, 140], [125, 87, 60], [11, 12, 16], [217, 222, 219], [17, 29, 88], [18, 82, 181], [41, 47, 61], [67, 86, 113]]"
3688,3688,495,Meitantei Conan,Case Closed,Ai Haibara (灰原 哀),"Member Favorites: 2,544",https://cdn.myanimelist.net/images/characters/14/146141.jpg,"[[183, 209, 250], [65, 111, 153], [37, 53, 58], [16, 8, 204], [233, 239, 238], [98, 110, 88], [128, 169, 209], [15, 6, 128], [5, 5, 7], [44, 76, 108]]"
3689,3689,496,Meitantei Conan,Case Closed,Ran Mouri (毛利 蘭),Member Favorites: 946,https://cdn.myanimelist.net/images/characters/4/308335.jpg,"[[33, 42, 52], [136, 167, 208], [162, 200, 251], [113, 118, 131], [84, 92, 103], [233, 230, 231], [57, 66, 78], [137, 129, 212], [137, 141, 152], [182, 208, 243]]"
3690,3690,497,Meitantei Conan,Case Closed,Kogorou Mouri (毛利 小五郎),Member Favorites: 568,https://cdn.myanimelist.net/images/characters/3/146129.jpg,"[[197, 182, 99], [163, 201, 249], [39, 40, 47], [249, 251, 250], [79, 79, 100], [154, 116, 123], [124, 161, 203], [216, 208, 201], [191, 160, 84], [6, 9, 15]]"
3691,3691,498,Meitantei Conan,Case Closed,Hiroshi Agasa (阿笠 博士),Member Favorites: 78,https://cdn.myanimelist.net/images/characters/6/146131.jpg,"[[238, 236, 236], [80, 105, 145], [185, 109, 61], [24, 34, 46], [159, 218, 250], [147, 150, 156], [96, 125, 168], [64, 75, 90], [9, 5, 14], [108, 46, 19]]"
3692,3692,499,Meitantei Conan,Case Closed,Ayumi Yoshida (吉田 歩美),Member Favorites: 60,https://cdn.myanimelist.net/images/characters/5/146209.jpg,"[[5, 16, 39], [169, 213, 252], [39, 95, 147], [88, 161, 253], [6, 60, 110], [241, 252, 253], [205, 210, 213], [96, 122, 155], [52, 71, 93], [142, 173, 220]]"
3693,3693,500,Meitantei Conan,Case Closed,Mitsuhiko Tsuburaya (円谷 光彦),Member Favorites: 41,https://cdn.myanimelist.net/images/characters/15/146211.jpg,"[[39, 47, 59], [157, 200, 246], [113, 128, 140], [194, 212, 232], [145, 160, 195], [149, 123, 85], [239, 241, 238], [5, 7, 16], [71, 84, 106], [72, 160, 180]]"
3694,3694,501,Meitantei Conan,Case Closed,Genta Kojima (小嶋 元太),Member Favorites: 34,https://cdn.myanimelist.net/images/characters/12/238943.jpg,"[[135, 149, 52], [117, 108, 211], [32, 34, 41], [92, 204, 238], [244, 248, 246], [62, 169, 97], [82, 98, 130], [84, 49, 40], [89, 216, 142], [130, 160, 210]]"
3695,3695,502,Meitantei Conan,Case Closed,Kaito Kuroba (黒羽 快斗),"Member Favorites: 4,189",https://cdn.myanimelist.net/images/characters/6/279396.jpg,"[[150, 135, 125], [225, 232, 227], [14, 12, 18], [102, 73, 55], [153, 192, 232], [101, 129, 164], [60, 42, 34], [190, 187, 177], [139, 96, 76], [46, 125, 207]]"
3696,3696,503,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,874",https://cdn.myanimelist.net/images/characters/3/208069.jpg,"[[85, 71, 44], [127, 186, 206], [16, 10, 1], [244, 245, 238], [63, 46, 23], [188, 228, 239], [22, 61, 69], [92, 126, 131], [194, 207, 200], [149, 164, 158]]"
3828,3828,0,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,Kiyotaka Ayanokouji (綾小路 清隆),"Member Favorites: 36,299",https://cdn.myanimelist.net/images/characters/4/539058.jpg,"[[208, 179, 124], [200, 216, 244], [105, 62, 107], [94, 46, 181], [163, 130, 101], [253, 239, 128], [163, 161, 196], [249, 250, 252], [125, 120, 163], [52, 28, 53]]"
3829,3829,1,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,Suzune Horikita (堀北 鈴音),"Member Favorites: 3,244",https://cdn.myanimelist.net/images/characters/12/539069.jpg,"[[91, 66, 63], [222, 238, 252], [129, 120, 132], [85, 50, 172], [254, 254, 254], [157, 161, 213], [32, 11, 42], [101, 40, 115], [214, 215, 221], [54, 30, 68]]"
3830,3830,2,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,Kei Karuizawa (軽井沢 恵),"Member Favorites: 2,992",https://cdn.myanimelist.net/images/characters/7/539083.jpg,"[[102, 118, 164], [214, 231, 251], [152, 188, 226], [60, 35, 64], [138, 94, 97], [238, 221, 194], [254, 254, 254], [190, 142, 118], [88, 75, 113], [135, 141, 184]]"
3831,3831,3,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,Arisu Sakayanagi (坂柳 有栖),"Member Favorites: 1,405",https://cdn.myanimelist.net/images/characters/9/539103.jpg,"[[228, 231, 243], [100, 45, 105], [175, 144, 162], [61, 37, 46], [144, 102, 98], [109, 68, 177], [105, 61, 72], [195, 184, 212], [161, 125, 125], [106, 53, 142]]"
3832,3832,4,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,Honami Ichinose (一之瀬 帆波),"Member Favorites: 1,074",https://cdn.myanimelist.net/images/characters/14/539075.jpg,"[[148, 129, 209], [229, 221, 205], [97, 52, 184], [247, 251, 254], [117, 52, 79], [182, 171, 179], [195, 199, 248], [59, 28, 54], [153, 106, 130], [101, 38, 130]]"
3833,3833,5,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,Airi Sakura (佐倉 愛里),Member Favorites: 523,https://cdn.myanimelist.net/images/characters/13/539106.jpg,"[[139, 120, 199], [254, 254, 254], [85, 53, 165], [101, 52, 86], [169, 161, 213], [214, 222, 239], [145, 90, 106], [54, 26, 61], [115, 89, 162], [94, 41, 120]]"
3834,3834,6,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,Kakeru Ryuuen (龍園 翔),Member Favorites: 420,https://cdn.myanimelist.net/images/characters/16/538283.jpg,"[[80, 59, 114], [171, 198, 229], [136, 140, 194], [47, 40, 50], [112, 84, 129], [206, 227, 244], [180, 169, 132], [55, 54, 186], [238, 244, 242], [61, 51, 72]]"
3835,3835,7,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,Rokusuke Kouenji (高円寺 六助),Member Favorites: 328,https://cdn.myanimelist.net/images/characters/9/539090.jpg,"[[100, 56, 186], [139, 153, 217], [43, 24, 53], [103, 38, 123], [182, 175, 181], [253, 253, 254], [161, 112, 128], [210, 229, 246], [136, 112, 192], [110, 55, 92]]"
3836,3836,8,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,Kikyou Kushida (櫛田 桔梗),Member Favorites: 277,https://cdn.myanimelist.net/images/characters/10/539091.jpg,"[[148, 191, 231], [98, 49, 118], [254, 254, 254], [130, 129, 182], [40, 16, 35], [84, 54, 177], [213, 234, 251], [129, 66, 83], [179, 172, 191], [84, 38, 63]]"
3837,3837,9,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,Sae Chabashira (茶柱 佐枝),Member Favorites: 276,https://cdn.myanimelist.net/images/characters/9/539063.jpg,"[[94, 102, 124], [254, 254, 254], [65, 47, 58], [177, 175, 183], [91, 73, 86], [213, 230, 248], [148, 150, 202], [63, 58, 89], [184, 197, 231], [28, 12, 34]]"
3848,3848,20,Overlord IV,,Momonga  (モモンガ),"Member Favorites: 13,722",https://cdn.myanimelist.net/images/characters/10/508402.jpg,"[[82, 78, 100], [251, 252, 253], [29, 22, 42], [58, 52, 62], [166, 159, 179], [39, 32, 140], [131, 105, 138], [10, 6, 9], [202, 203, 217], [71, 98, 169]]"
3849,3849,21,Overlord IV,,Albedo  (アルベド),"Member Favorites: 8,485",https://cdn.myanimelist.net/images/characters/14/578183.jpg,"[[35, 26, 27], [228, 240, 247], [106, 70, 77], [113, 208, 224], [167, 175, 179], [13, 10, 10], [252, 253, 252], [186, 219, 228], [58, 51, 54], [109, 125, 137]]"
3850,3850,22,Overlord IV,,Shalltear Bloodfallen (シャルティア・ブラッドフォールン),"Member Favorites: 2,451",https://cdn.myanimelist.net/images/characters/2/512759.jpg,"[[253, 252, 253], [58, 29, 50], [86, 37, 159], [214, 191, 214], [17, 7, 14], [130, 86, 124], [176, 143, 174], [49, 17, 99], [37, 16, 39], [87, 49, 85]]"
3851,3851,23,Overlord IV,,Narberal Gamma (ナーベラル・ガンマ / narberal・Γ),"Member Favorites: 1,371",https://cdn.myanimelist.net/images/characters/13/321387.jpg,"[[13, 9, 10], [165, 179, 214], [237, 240, 250], [60, 62, 83], [113, 128, 153], [40, 39, 54], [201, 210, 237], [134, 155, 194], [30, 25, 24], [87, 94, 118]]"
3852,3852,24,Overlord IV,,Demiurge  (デミウルゴス),"Member Favorites: 1,252",https://cdn.myanimelist.net/images/characters/2/512760.jpg,"[[254, 254, 254], [39, 60, 196], [11, 9, 13], [191, 208, 240], [111, 112, 143], [61, 50, 57], [54, 83, 218], [51, 54, 120], [161, 176, 214], [31, 20, 64]]"
3853,3853,25,Overlord IV,,Sebas Tian  (セバス・チャン),"Member Favorites: 1,173",https://cdn.myanimelist.net/images/characters/14/326139.jpg,"[[78, 57, 67], [177, 195, 215], [26, 20, 23], [112, 113, 128], [227, 230, 237], [174, 179, 190], [143, 147, 160], [96, 79, 95], [195, 198, 205], [43, 37, 42]]"
3854,3854,26,Overlord IV,,Pandora's Actor  (パンドラズ・アクター),Member Favorites: 640,https://cdn.myanimelist.net/images/characters/15/508397.jpg,"[[90, 136, 186], [253, 253, 253], [39, 63, 96], [48, 196, 242], [20, 25, 40], [136, 177, 223], [21, 142, 212], [30, 42, 184], [29, 114, 182], [66, 99, 132]]"
3855,3855,27,Overlord IV,,Entoma Vasilissa Zeta (エントマ・ヴァシリッサ・ゼータ),Member Favorites: 509,https://cdn.myanimelist.net/images/characters/9/513662.jpg,"[[63, 54, 98], [253, 253, 254], [158, 154, 180], [9, 12, 11], [193, 191, 218], [116, 109, 168], [38, 43, 53], [34, 29, 142], [85, 69, 143], [89, 94, 104]]"
3856,3856,28,Overlord IV,,Evileye  (イビルアイ),Member Favorites: 343,https://cdn.myanimelist.net/images/characters/6/512851.jpg,"[[23, 13, 103], [214, 231, 243], [49, 29, 181], [102, 177, 232], [12, 5, 63], [254, 254, 254], [65, 38, 218], [37, 22, 150], [90, 114, 148], [9, 7, 18]]"
3857,3857,29,Overlord IV,,Aura Bella Fiora (アウラ・ベラ・フィオーラ),Member Favorites: 225,https://cdn.myanimelist.net/images/characters/13/512752.jpg,"[[254, 254, 254], [60, 124, 188], [56, 77, 99], [116, 126, 137], [155, 189, 230], [52, 70, 160], [71, 187, 239], [15, 19, 37], [94, 221, 246], [226, 236, 238]]"
3858,3858,30,Lycoris Recoil,,Chisato Nishikigi (錦木 千束),"Member Favorites: 7,823",https://cdn.myanimelist.net/images/characters/5/486674.jpg,"[[164, 205, 231], [58, 56, 152], [192, 230, 247], [116, 103, 120], [82, 84, 129], [107, 112, 172], [137, 159, 186], [75, 54, 55], [214, 241, 251], [47, 45, 98]]"
3859,3859,31,Lycoris Recoil,,Takina Inoue (井ノ上 たきな),"Member Favorites: 2,809",https://cdn.myanimelist.net/images/characters/3/486673.jpg,"[[157, 188, 221], [28, 23, 12], [105, 75, 99], [41, 37, 23], [225, 227, 228], [49, 54, 53], [178, 210, 239], [87, 91, 137], [71, 78, 82], [71, 68, 23]]"
3860,3860,32,Lycoris Recoil,,Kurumi  (クルミ),Member Favorites: 263,https://cdn.myanimelist.net/images/characters/12/491295.jpg,"[[152, 195, 223], [80, 102, 135], [50, 56, 65], [206, 227, 242], [118, 150, 179], [72, 92, 95], [136, 178, 212], [95, 117, 166], [130, 207, 238], [121, 200, 232]]"
3861,3861,33,Lycoris Recoil,,Majima  (真島),Member Favorites: 189,https://cdn.myanimelist.net/images/characters/11/491733.jpg,"[[45, 49, 53], [109, 142, 151], [171, 195, 213], [89, 112, 132], [82, 118, 95], [61, 66, 92], [246, 247, 242], [31, 27, 30], [153, 184, 182], [108, 114, 167]]"
3862,3862,34,Lycoris Recoil,,Mika  (ミカ),Member Favorites: 45,https://cdn.myanimelist.net/images/characters/10/491290.jpg,"[[24, 57, 72], [127, 111, 131], [70, 88, 118], [179, 184, 193], [21, 26, 35], [81, 67, 90], [46, 50, 71], [110, 95, 113], [32, 41, 54], [62, 77, 105]]"
3863,3863,35,Lycoris Recoil,,Mizuki Nakahara (中原 ミズキ),Member Favorites: 44,https://cdn.myanimelist.net/images/characters/9/491734.jpg,"[[128, 150, 175], [69, 84, 101], [205, 227, 246], [173, 191, 198], [112, 138, 160], [40, 34, 37], [84, 110, 136], [95, 163, 165], [150, 170, 186], [60, 56, 57]]"
3864,3864,36,Lycoris Recoil,,Fuki Harukawa (春川 フキ),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/15/491731.jpg,"[[56, 61, 92], [195, 220, 220], [63, 60, 166], [113, 135, 166], [40, 94, 119], [184, 217, 246], [244, 248, 237], [35, 43, 64], [159, 168, 179], [92, 69, 71]]"
3865,3865,37,Lycoris Recoil,,Sakura Otome (乙女 サクラ),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/9/491735.jpg,"[[71, 91, 142], [195, 225, 249], [112, 152, 201], [54, 44, 38], [186, 176, 166], [250, 250, 244], [102, 125, 160], [92, 85, 65], [158, 191, 225], [51, 61, 94]]"
